#,Name,Question,PopRange,ConditionSuccessEvent,ConditionFailEvent,ConfirmEvent,TerritoryType,WarpCondition,WarpLogic,StartCutscene,EndCutscene,CanSkipCutscene
131368,,Sortir de la Noesis ?,8373708,0,0,0,814,1,1,0,0,False
131369,,Se rendre dans la Noesis ?,8373710,596922,596923,0,918,48,1,0,0,False
131370,,Entrer dans L'Observatoire ?,7878732,596924,596925,0,844,47,1,0,0,False
131371,,Se rendre dans la chambre dérobée ?,8380784,0,0,0,895,1,1,0,0,False
131372,,Retourner à l'entrée des ruines mécaniques ?,8378564,0,0,0,895,1,1,0,0,False
131373,,Aller à la base militaire des Pantins ?,8380830,0,0,0,928,1,1,0,0,False
131374,,Retourner à Komra ?,8380461,0,0,0,814,1,1,0,0,False
131375,,,8141780,0,0,0,418,1,12,0,0,False
131376,,Aller à la lisière des montagnes des Duergars ?,8406262,0,0,0,928,1,1,0,0,False
131377,,,8375872,0,0,0,927,1,12,0,0,False
131378,,Sortir de la Tour pour retrourner à Cristarium?,7878066,0,0,0,819,1,1,0,0,False
131379,,Sortir du manoir abandonné ?,8460800,0,0,0,144,1,1,0,0,False
131380,,Entrer dans la Base ?,8461297,0,0,0,928,1,1,0,0,False
131381,,Aller au vaisseau extraterrestre ?,8461299,0,0,0,928,1,1,0,0,False
131382,,Aller au manoir abandonné ?,8461303,597187,597188,0,809,49,1,0,0,False
131383,,Se rendre à la clinique pédiatrique ?,8509483,597190,0,0,921,1,1,0,0,False
131384,,Quitter la clinique pédiatrique ?,8509472,0,0,0,131,1,1,0,0,False
131385,,Se rendre dans le Thanalan occidental ?,8537326,0,0,0,140,1,1,0,0,False
131386,,Aller à l'estrade de Sainte Roelle ?,8547746,597163,0,0,886,1,1,0,0,False
131387,,Retourner à Gangos ?,8568002,0,0,0,915,1,1,0,0,False
131388,,Aller dans Le Grand Vide ?,7933894,597244,0,0,965,1,1,0,0,False
131389,,Entrer dans le poulailler des rêvœufs ?,8679245,597351,0,0,133,1,1,0,0,False
131390,,Sortir du poulailler des rêvœufs ?,8678856,597352,0,0,133,1,1,0,0,False
131391,,Aller à Rocasternes ?,8657746,597362,0,0,919,1,1,0,0,False
131392,Entrer dans le repaire des Lémures,Entrer dans le repaire des Lémures ?,8776840,597661,0,0,971,50,1,0,0,False
131393,,Sortir du repaire des Lémures ?,8777004,0,0,0,131,1,1,0,0,False
131394,,Sortir de la salle des opérations ?,8879627,0,0,0,418,1,1,0,0,False
131395,Aller à Empyrée,,8901544,0,0,0,979,51,1,0,0,False
131396,,,8901555,597510,597511,0,418,53,1,0,0,False
131397,,,8934201,597509,0,0,979,1,1,0,0,False
131398,,,8941481,597512,597513,0,886,52,1,0,0,False
131399,Aller à Kugane,"Embarquer pour Kugane ?
Coût : 300 gils",7082407,0,0,597643,628,56,1,0,0,False
131400,Aller à Radz-at-Han,"Embarquer pour Radz-at-Han ?
Coût : 300 gils",8904508,0,0,597642,963,56,1,0,0,False
131401,Aller dans la chambre à coucher,,8918004,0,0,0,990,1,13,0,0,False
131402,,Sortir de votre chambre ?,8917996,0,0,0,962,1,1,0,0,False
131403,,Entrer dans le salon principal ?,8929915,0,0,0,987,1,1,0,0,False
131404,,Sortir du salon principal ?,8929839,0,0,0,962,1,1,0,0,False
131405,,"Embarquer pour Limsa Lominsa ?
Coût : 300 gils",6873901,598556,0,597723,129,58,1,0,0,False
131406,,"Embarquer pour Vieille Sharlayan ?
Coût : 300 gils",9019549,0,0,597722,962,58,1,0,0,False
131407,,Aller dans le Labyrinthos ?,8954010,598557,0,0,956,1,1,0,0,False
131408,,Aller à Vieille Sharlayan ?,8954012,598558,0,0,962,1,1,0,0,False
131409,,Aller à Radz-at-Han ?,8953665,598559,0,0,963,1,1,0,0,False
131410,,Aller à Thavnair ?,8953667,598560,0,0,957,1,1,0,0,False
131411,,Aller dans le Circuit médian ?,8953996,598561,598555,0,956,59,1,0,0,False
131412,,Aller dans le Circuit externe ?,8953982,598562,0,0,956,1,1,0,0,False
131413,,Aller dans le Circuit central ?,8954001,598563,0,0,956,1,1,0,0,False
131414,,Aller dans le Circuit médian ?,8954000,598564,0,0,956,1,1,0,0,False
131415,,Descendre à l'étage inférieur ?,8954006,598565,0,0,956,1,1,0,0,False
131416,,Remonter à L'Aporie ?,8954005,598566,0,0,956,1,1,0,0,False
131417,,Voyager vers Ultima Thulé ?,8953942,598567,0,0,960,1,1,0,0,False
131418,,Retourner dans le Labyrinthos ?,8953972,0,0,0,956,1,1,0,0,False
131419,,Aller au Faubourg mhigois ?,8953920,598568,0,0,621,1,1,0,0,False
131420,,Aller à Garlemald ?,8953889,598569,0,0,958,1,1,0,0,False
131421,,Aller au Pandæmonium ?,8953635,0,0,0,1025,1,14,0,0,False
131422,,Retourner à Elpis ?,8953634,0,0,0,961,1,14,0,0,False
131423,,Retourner auprès du soldat au regard perçant ?,8953933,0,597693,0,957,57,1,0,0,False
131424,,Aller à la passerelle intermédiaire ?,8953619,0,0,0,961,1,1,0,0,False
131425,,Aller à l'entrée ?,8953618,0,0,0,961,1,1,0,0,False
131426,,Aller à la passerelle supérieure ?,8953627,0,0,0,961,1,1,0,0,False
131427,,Aller à la passerelle intermédiaire ?,8953626,0,0,0,961,1,1,0,0,False
131428,,Quitter le Cristal-mère ?,8995256,0,0,0,956,1,1,0,0,False
131429,Aller à Ul'dah,"Embarquer pour Ul'dah ?
Coût : 300 gils",4103339,0,0,597643,130,54,1,0,0,False
131430,Aller à Radz-at-Han,"Embarquer pour Radz-at-Han ?
Coût : 300 gils",8904508,0,0,590453,963,54,1,0,0,False
131431,Aller à Gridania,"Embarquer pour Gridania ?
Coût : 300 gils",4103382,0,0,597643,132,54,1,0,0,False
131432,Aller à Radz-at-Han,"Embarquer pour Radz-at-Han ?
Coût : 300 gils",8904508,0,0,590454,963,54,1,0,0,False
131433,Aller à Limsa Lominsa,"Embarquer pour Limsa Lominsa ?
Coût : 300 gils",4103399,0,0,597643,128,54,1,0,0,False
131434,Aller à Radz-at-Han,"Embarquer pour Radz-at-Han ?
Coût : 300 gils",8904508,0,0,590455,963,54,1,0,0,False
131435,Aller à Ishgard,"Embarquer pour Ishgard ?
Coût : 500 gils",5835975,0,0,597643,419,55,1,0,0,False
131436,Aller à Radz-at-Han,"Embarquer pour Radz-at-Han ?
Coût : 500 gils",8904508,0,0,592480,963,55,1,0,0,False
131437,,Aller à l'Ostrakon Dékahexi ?,8995906,0,0,0,960,1,15,0,0,False
131438,,Aller à l'Ostrakon Tria ?,8995909,0,0,0,960,1,15,0,0,False
131439,,Se téléporter au portail abandonné ?,8995910,0,0,0,960,1,15,0,0,False
131440,,Se téléporter au portail désert ?,8995912,0,0,0,960,1,15,0,0,False
131441,,Se téléporter au portail oublié ?,8995914,0,0,0,960,1,15,0,0,False
131442,,Aller à la base des Omicrons ?,8995915,0,0,0,960,1,15,0,0,False
131443,,Accéder à la Ménagerie royale ?,7151251,597655,0,0,740,1,1,0,0,False
131444,,Quitter l'Orée de la fin ?,8996315,0,0,0,960,1,1,0,0,False
131445,,Quitter les confins de l'univers ?,8996315,0,0,0,960,1,1,0,0,False
131446,,Sortir du manoir abandonné ?,9011003,0,0,0,133,1,1,0,0,False
131447,,Aller au manoir abandonné ?,9010999,597658,597659,0,809,1,1,0,0,False
131448,,Aller à Thavnair ?,9019548,598570,0,0,957,1,1,0,0,False
131449,,Sortir de la tour de Babil ?,9021011,0,0,0,958,1,1,0,0,False
131450,Aller à la tour de Babil,Aller à la tour de Babil ?,9021094,598571,0,0,1024,1,1,0,0,False
131451,,Aller à la tour de Babil ?,9021101,0,0,0,1024,1,1,0,0,False
131452,,Retourner à L'Observatoire ?,9021139,0,0,0,844,1,1,0,0,False
131453,Aller à Elpis,Aller à Elpis ?,9021254,0,0,0,961,1,1,0,0,False
131454,,Aller au Notonaute ?,9021258,0,0,0,961,1,14,0,0,False
131455,,Aller au Zéphynaute sud ?,9021260,0,0,0,961,1,14,0,0,False
131456,,Aller au Zéphynaute nord ?,9021262,0,0,0,961,1,14,0,0,False
131457,,Aller au Borénaute sud ?,9021264,0,0,0,961,1,14,0,0,False
131458,,Aller au Borénaute est ?,9021268,0,0,0,961,1,14,0,0,False
131459,,Aller à l'Euronaute ?,9021274,0,0,0,961,1,14,0,0,False
131460,,Accéder au niveau supérieur ?,9020547,0,0,0,959,1,1,0,0,False
131461,,Accéder au niveau inférieur ?,9020548,0,0,0,959,1,1,0,0,False
131462,,Aller à Mare Lamentorum ?,9021116,0,0,0,959,1,1,0,0,False
131463,,Sortir de la gare de l'Enceladeum ?,9021011,0,0,0,958,1,1,0,0,False
131464,,Sortir de la prison lunaire ?,9033592,0,0,0,959,1,1,0,0,False
131465,Aller à la gare de l'Enceladeum,Aller à la gare de l'Enceladeum ?,9024233,598572,0,0,958,1,1,0,0,False
131466,,Voyager vers Ultima Thulé ?,8953942,598573,0,0,960,1,1,0,0,False
131467,,Retourner à L'Observatoire ?,9021139,0,0,0,844,1,1,0,0,False
131468,,Quitter Porta Decumana ?,9164270,0,0,0,147,1,1,0,0,False
131469,,Quitter Porta Decumana ?,9164270,0,0,0,147,1,1,0,0,False
131470,Avancer les yeux fermés jusqu'à mi-chemin,Aller à mi-chemin ?,9174015,598925,0,0,137,60,1,0,0,False
131471,Avancer les yeux fermés jusqu'à la ligne d'arrivée,Aller à la ligne d'arrivée ?,9192223,598926,0,0,137,60,1,0,0,False
131472,,Aller à Omphalos ?,9263980,0,0,0,1061,1,1,0,0,False
131473,,Aller au Mor Dhona ?,9263987,0,0,0,156,1,1,0,0,False
131474,,Aller à Thavnair ?,9270776,0,0,0,957,1,1,0,0,False
131475,,Sortir des archives interdites ?,9270762,0,0,0,962,1,1,0,0,False
131476,,Aller au Prisme de l'Aitia ?,9318295,0,0,0,1079,1,1,0,0,False
131477,,Aller au Thaumazein ?,9318062,0,0,0,956,1,1,0,0,False
131478,,Aller au laboratoire d'études des secrets du vivant ?,9337844,0,0,0,1093,1,1,0,0,False
131479,,Aller au parvis du Pandæmonium ?,9321320,0,0,0,1025,1,1,0,0,False
131480,,Aller sur Élysée ?,9326861,0,0,0,1073,1,1,0,0,False
131481,,Aller sur Élysée ?,9401245,0,0,0,1074,1,15,0,0,False
131482,Aller au camp de base A-4,Aller au camp de base A-4 ?,9326102,0,0,0,960,1,1,0,0,False
131483,,Aller au camp de base A-4 ?,9325849,0,0,0,960,1,15,0,0,False
131484,,Aller à la base des Omicrons ?,9325848,0,0,0,960,1,15,0,0,False
131485,Aller aux Dernières Réminiscences,Aller aux Dernières Réminiscences ?,9325846,0,0,0,960,1,1,0,0,False
131486,Aller au camp de base A-4,Aller au camp de base A-4 ?,9325847,0,0,0,960,1,1,0,0,False
131487,,,0,0,0,0,0,0,0,0,0,False
131488,,Aller au Château de Troïa ?,9387120,0,0,0,1089,1,1,0,0,False
131489,,Aller à la chambre scellée du tisserand ?,9387141,0,0,0,1056,1,1,0,0,False
131490,,Aller au Château de Troïa ?,9387105,0,0,0,1089,1,1,0,0,False
131491,,Aller au quatrième donjon ?,9387114,0,0,0,1089,1,1,0,0,False
131492,,Aller à la promenade de l'Hydromancie ?,9387076,0,0,0,1089,1,1,0,0,False
131493,,Aller au Château de Troïa ?,9387103,0,0,0,1089,1,1,0,0,False
131494,,Aller au territoire de Zero ?,9387187,0,0,0,1077,1,1,0,0,False
131495,,Aller à la promenade de l'Hydromancie ?,9387083,0,0,0,1089,1,1,0,0,False
131496,,Sortir des appartements du palais du Meghaduta ?,9387215,0,0,0,963,1,1,0,0,False
131497,,,9330752,0,0,0,1055,1,12,0,0,False
131498,,Aller à la promenade de l'Hydromancie ?,9391419,599042,0,0,1089,1,1,0,0,False
131499,,Aller au quatrième donjon ?,9387120,599047,0,0,1089,1,1,0,0,False
131500,,Aller à Gridania ?,9383313,0,0,0,133,1,1,0,0,False
131501,,Aller à la demeure de la femme à tête de citrouille ?,9387123,599008,599007,0,1094,62,1,0,0,False
131502,,Aller à Gridania ?,9383310,0,0,0,133,1,1,0,0,False
131503,,Aller au manoir abandonné ?,7672498,599010,599009,0,809,1,1,0,0,False
131504,,Aller à la demeure de la femme à tête de citrouille ?,9387123,599008,599025,0,1094,1,1,0,0,False
131505,,Aller à la chambre scellée du tisserand ?,9404119,599060,0,0,1056,1,1,0,0,False
131506,,Quitter le domaine de Barbariccia ?,9387187,0,0,0,1077,1,1,0,0,False
131507,,Aller aux appartements du palais du Meghaduta ?,9442673,599106,0,0,1078,1,1,0,0,False
131508,,Aller aux Huit Sentinelles ?,9560843,599222,0,0,156,1,1,0,0,False
131509,,Aller au Berceau des espoirs ?,9562657,0,0,0,959,1,1,0,0,False
131510,,Aller au halot de Bestway ?,9562656,0,0,0,959,1,1,0,0,False
131511,,Aller à Garlemald ?,9564012,0,0,0,958,1,1,0,0,False
131512,,Aller à Vicus Messorem ?,9564152,0,0,0,1119,1,1,0,0,False
131513,,Aller au flanc du Mons Albus ?,9564147,0,0,0,1119,1,1,0,0,False
131514,,Aller à Fons Manalis ?,9564166,0,0,0,1119,1,1,0,0,False
131515,,Aller à Vicus Messorem ?,9564162,0,0,0,1119,1,1,0,0,False
131516,,Aller à Thavnair ?,9618821,0,0,0,957,1,1,0,0,False
131517,,Quitter Eurêka Orthos ?,9686188,0,0,0,156,1,1,0,0,False
131518,Avancer les yeux fermés jusqu'à mi-chemin,Aller à mi-chemin ?,9702463,599229,0,0,137,1,1,0,0,False
131519,Avancer les yeux fermés jusqu'à la ligne d'arrivée,Aller à la ligne d'arrivée ?,9702464,599230,0,0,137,1,1,0,0,False
131520,,Quitter Castrum Centri ?,9737573,0,0,0,156,1,1,0,0,False
131521,,Quitter Castrum Centri ?,9737573,0,0,0,156,1,1,0,0,False
131522,,Aller à la Maternité démoniaque ?,9830193,0,0,0,1158,1,1,0,0,False
131523,,Aller au Prisme de l'Aitia ?,9830183,0,0,0,1079,1,1,0,0,False
131524,,Aller à Radz-at-Han ?,9387215,0,0,0,963,1,1,0,0,False
131525,,Entrer dans la gare de Senatus ?,9878052,0,0,0,1160,1,1,0,0,False
131526,,Quitter la gare de Senatus ?,9899262,0,0,0,958,1,1,0,0,False
131527,,Aller à Mare Lamentorum ?,9879485,0,0,0,959,1,1,0,0,False
131528,,Aller sur la lune rouge ?,9906322,0,0,0,1162,1,1,0,0,False
131529,,Aller sur la lune rouge ?,9906335,0,0,0,1162,1,1,0,0,False
131530,,Aller à la demeure de la femme à tête de citrouille ?,9387123,599008,599007,0,1094,67,1,0,0,False
131531,,Aller au manoir abandonné ?,7672498,599010,599009,0,809,67,1,0,0,False
131532,,Aller à la demeure de la femme à tête de citrouille ?,9387123,599008,599025,0,1094,1,1,0,0,False
131533,,Aller à Omphalos ?,10101802,0,0,0,1061,1,1,0,0,False
131534,,Aller à la sphère céleste de la bénédiction ?,10101800,0,0,0,1182,1,1,0,0,False
131535,,Aller sur la lune rouge ?,10110243,0,0,0,1162,1,1,0,0,False
131536,,Aller dans le Souterrain lunaire ?,10110418,0,0,0,1184,1,1,0,0,False
131537,,Aller à Thavnair ?,10122507,0,0,0,957,1,1,0,0,False
131538,,Se déplacer vers Hurlœil ?,10178706,599417,0,0,331,1,1,0,0,False
131539,,Aller au square du Blunderville ?,10215726,599454,599432,0,1197,65,1,0,0,False
131540,,Aller au square des merveilles ?,10215942,599455,0,0,144,1,1,0,0,False
131541,,Accéder au cœur d'Azys Lla ?,10235909,0,0,0,507,1,1,0,0,False
131542,,Aller au square du Blunderville ?,10215726,599470,599469,0,1197,65,1,0,0,False
131543,,Aller à Tuliyollal ?,10401200,600281,0,0,1185,1,1,0,0,False
131544,,Aller à Vieille Sharlayan ?,10500003,0,0,0,962,1,1,0,0,False
131545,,Aller à Vieille Sharlayan ?,10400747,600285,0,0,962,1,1,0,0,False
131546,,Aller à Urqopacha ?,10332803,2033378,0,0,1187,1,1,0,0,False
131547,,Aller à Kozama'uka ?,10401190,600289,0,0,1188,1,1,0,0,False
131548,,Aller en Shaaloani ?,10500001,2033286,0,0,1190,1,1,0,0,False
131549,,Aller à Yak T'el ?,10553619,2033245,0,0,1189,1,1,0,0,False
131550,,Sortir de la salle de l'Aurore ?,10500007,0,0,0,1185,1,1,0,0,False
131551,,Aller à Tuliyollal ?,10401196,600293,0,0,1185,1,1,0,0,False
131552,,Aller à Tuliyollal ?,10809232,0,0,0,1185,1,1,0,0,False
131553,,Aller aux profondeurs du cénote des Cieux infinis ?,10553637,0,0,0,1222,1,1,0,0,False
131554,,Sortir des profondeurs du cénote des Cieux infinis ?,10553605,0,0,0,1189,1,1,0,0,False
131555,,Aller en Shaaloani ?,10500065,0,0,0,1190,1,1,0,0,False
131556,,Aller au refuge des Cavernes célestes ?,10416519,0,0,0,1171,1,1,0,0,False
131557,,Sortir du refuge des Cavernes célestes ?,10500008,0,0,0,1191,1,1,0,0,False
131558,,Aller au Repaire ?,10560923,599619,0,0,1207,1,1,0,0,False
131559,,Aller à Solution Neuf ?,10414086,0,0,0,1186,1,1,0,0,False
131560,,Aller aux profondeurs du cénote des Cieux infinis ?,10553639,0,0,0,1222,1,1,0,0,False
131561,,Aller à La Mémoire vivante ?,10553695,0,0,0,1192,1,1,0,0,False
131562,,Aller à L'Hoirie recouvrée ?,10560989,0,0,0,1191,1,1,0,0,False
131563,,Sortir de l'Écliptique dimensionnelle ?,10553712,0,0,0,1192,1,1,0,0,False
131564,,Aller à Solution Neuf ?,10438814,0,0,0,1186,1,1,0,0,False
131565,,Sortir des Trois Queues ?,10438987,0,0,0,1186,1,1,0,0,False
131566,,Entrer aux Trois Queues ?,10439091,0,0,0,1223,1,1,0,0,False
131567,,Entrer dans les locaux de la Société de l'Arcadion ?,10439451,0,0,0,1224,1,1,0,0,False
131568,,Aller à la Cité lacustre ?,10585891,599623,0,0,1192,1,1,0,0,False
131569,,Aller à la porte du Souvenir ?,10585893,599627,0,0,1192,1,1,0,0,False
131570,,Aller à Terre d'hier ?,10585894,599624,0,0,1192,1,1,0,0,False
131571,,Aller à la porte du Souvenir ?,10585895,599628,0,0,1192,1,1,0,0,False
131572,,Aller à l'Asile volcanique ?,10585897,599625,0,0,1192,1,1,0,0,False
131573,,Aller à la porte du Souvenir ?,10585899,599629,0,0,1192,1,1,0,0,False
131574,,Aller aux jardins de Soufflevent ?,10585900,599626,0,0,1192,1,1,0,0,False
131575,,Aller à la porte du Souvenir ?,10585901,599630,0,0,1192,1,1,0,0,False
131576,Discuter,,10773747,0,0,0,1205,5,16,0,0,False
131577,,Aller voir la chercheuse excentrique ?,10800559,0,599937,0,1191,66,1,0,0,False
131578,,Voulez-vous sortir ?,10811672,0,0,0,1185,1,1,0,0,False
131579,Avancer les yeux fermés jusqu'à mi-chemin,Aller à mi-chemin ?,10828046,600359,0,0,137,1,1,0,0,False
131580,Avancer les yeux fermés jusqu'à la ligne d'arrivée,Aller à la ligne d'arrivée ?,10828047,600360,0,0,137,1,1,0,0,False
131581,,Aller à Vieille Sharlayan ?,10400747,0,0,0,962,1,1,0,0,False
131582,,Aller au Bas Jeuno ?,10967698,0,0,0,1264,1,1,0,0,False
131583,,Aller à Yak T'el ?,10967689,0,0,0,1189,1,1,0,0,False
131584,,Aller au Bas Jeuno ?,10967699,0,0,0,1265,1,1,0,0,False
131585,,Quitter la salle d'audition des Affranchis ?,10973825,600660,0,0,131,1,1,0,0,False
131586,,Quitter Yuweyawata ?,11053501,0,0,0,1191,1,1,0,0,False
131587,,Aller à Vieille Gridania ?,11111121,0,0,0,133,1,1,0,0,False
131588,,Aller au marché des étoiles ?,11111511,600298,0,0,1247,1,1,0,0,False
131589,,Aller au marché des étoiles ?,11111518,599566,0,0,1253,1,1,0,0,False
131590,,Quitter Yuweyawata ?,11489334,0,0,0,1191,1,1,0,0,False
131591,,Aller à Solution Neuf ?,11532032,0,0,0,1186,1,1,0,0,False
131592,,Aller à la ville fantôme ?,11537576,600690,0,0,1278,1,1,0,0,False
131593,,Aller à Tuliyollal ?,11607519,600691,0,0,1185,1,1,0,0,False
131594,,Aller à la ville fantôme ?,11537576,600690,0,0,1269,1,1,0,0,False
131595,,Aller à Tuliyollal ?,11636266,0,0,0,1185,1,1,0,0,False
131596,,Aller au Repaire ?,11543384,0,0,0,1207,1,1,0,0,False
131597,,Quitter la salle du trône séculaire ?,11555325,0,0,0,1186,1,1,0,0,False
131598,,Quitter la salle du trône séculaire ?,11555325,0,0,0,1186,1,1,0,0,False
131599,,Aller à la salle de repos ?,11543807,0,0,0,1268,1,1,0,0,False
131600,,Attendre l'arrivée de l'expédition ?,11537576,0,0,0,1278,1,1,0,0,False
131601,,Aller près de l'entrée du Bas Jeuno ?,11820922,600859,0,0,1189,1,1,0,0,False
131602,,Aller en Shaaloani ?,11853006,0,0,0,1190,1,1,0,0,False
131603,,Sortir du manoir abandonné ?,9383310,0,0,0,133,1,1,0,0,False
131604,,Aller au marché des étoiles ?,11850884,600863,0,0,1309,1,1,0,0,False
131605,,Aller à l'Autel de Zirgorteh ?,11859210,0,0,0,1297,1,1,0,0,False
131606,,Aller à Urqopacha ?,11874637,0,0,0,1187,1,1,0,0,False
131607,,Aller à la demeure de la femme à tête de citrouille ?,9387123,599008,0,0,1094,68,1,0,0,False
131608,,Aller au manoir abandonné ?,7672498,601023,0,0,809,68,1,0,0,False
131609,,Quitter la Nécropole intemporelle ?,11860678,0,0,0,1192,1,1,0,0,False
131610,,Aller à la division d'entreposage 10-29 ?,11955757,601026,0,0,1299,1,1,0,0,False
131611,,Quitter la division d'entreposage 10-29 ?,11956052,0,0,0,1186,1,1,0,0,False
131612,,Quitter le Sanctuaire des pèlerins ?,11993531,0,0,0,816,1,1,0,0,False
131613,,Aller aux Plaines venteuses ?,12038587,0,0,0,1301,1,1,0,0,False
131614,,Aller aux vestiges d'Alexandrie ?,12104172,601198,0,0,1334,1,1,0,0,False
131615,,Aller à La Mémoire vivante ?,12104167,601199,0,0,1192,1,1,0,0,False
131616,,Aller à Tréno ?,12115398,0,0,0,1332,1,1,0,0,False
131617,,Aller aux vestiges d'Alexandrie ?,12104173,0,0,0,1334,1,1,0,0,False
131618,,,0,0,0,0,0,0,0,0,0,False
131619,,,0,0,0,0,0,0,0,0,0,False
131620,,Entrer aux Trois Queues ?,12248339,0,0,0,1344,1,1,0,0,False
131621,,Sortir des Trois Queues ?,10438987,0,0,0,1186,1,1,0,0,False
131622,,Aller sur le toit ?,12251900,0,0,0,1310,1,1,0,0,False
131623,,Aller au rez-de-chaussée ?,12251898,0,0,0,1310,1,1,0,0,False
131624,,Aller sur le toit ?,12251897,0,0,0,1310,1,1,0,0,False
131625,,Aller au rez-de-chaussée ?,12251895,0,0,0,1310,1,1,0,0,False
131626,,Aller à Tréno ?,12291209,601200,0,0,1332,1,1,0,0,False
131627,,Aller à Tréno ?,12115398,601253,0,0,1332,1,1,0,0,False
131628,,Aller à La Mémoire vivante ?,12104167,0,0,0,1192,1,1,0,0,False
