#,Name,SilverStarRequirement,GoldStarRequirement,WKSMissionText,ClassJobCategory[0],ClassJobCategory[1],Unknown1,MissionTime,MissionReward,MissionToDo[0],MissionToDo[1],MissionToDo[2],LockedBehind,WKSMissionSupplyItem,WKSMissionRecipe,PlaceName,SortKey,WKSFunction,LevelGroup,MissionLotteryCond,WKSMissionLotterySpecialCond,IsSynced,IsSpecialQuest,Unknown2
400,Composants de filtre à air avancé,3000,3400,63,17,0,100,600,400,92,0,0,0,0,0,5220,9200,0,4,0,2,0,False,False
401,EX : Composants de filtre à air avancé,7000,7950,63,17,0,100,180,401,93,0,0,402,0,0,5234,9100,0,6,2,0,0,False,False
402,EX+ : Composants de filtre à air avancé,900,1100,63,17,0,100,600,402,94,0,0,400,0,0,5223,9000,3,5,1,0,0,False,False
403,EX+ : Matériaux de légende,900,1300,64,17,0,100,300,403,95,0,0,0,0,0,5223,9000,4,6,1,8,0,False,False
404,EX+ : Matériaux de légende II,1330,1730,64,17,0,100,300,404,96,0,0,403,0,0,5223,9000,3,6,1,0,0,False,False
405,EX+ : Matériaux de légende III,1800,2250,64,17,0,100,180,405,97,0,0,404,0,0,5223,9000,4,6,1,0,0,False,False
406, Étude des sols aux alentours de la station,1550,1700,54,18,0,100,600,406,98,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
407, Étude des ressources à l'est,1550,1700,60,18,0,100,600,407,99,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
408, Enquête sur les normes de travail,4920,5020,50,18,0,100,600,408,100,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
409, Matériaux d'essai pour la purification de l'eau,4920,5020,62,18,0,100,600,409,101,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
410, Matériaux pour panneaux en fibre multi-usage,1550,1700,51,18,0,100,600,410,102,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
411, Matériaux pour filtres à air,1550,1700,63,18,0,100,600,411,103,0,0,0,0,0,5220,0,0,1,0,0,1,False,False
412, Étude des sols du secteur central,1550,1900,54,18,0,100,600,412,104,0,0,0,0,0,5227,0,0,2,0,0,1,False,False
413, Fibres pour transformation,4920,5270,50,18,0,100,600,413,105,0,0,0,0,0,5220,0,0,2,0,0,1,False,False
414, Matériaux pour panneaux en fibre fins,1550,1900,51,18,0,100,600,414,106,0,0,0,0,0,5227,0,0,2,0,0,1,False,False
415, Évaluation des méthodes de récolte en continu,850,1050,52,18,0,100,600,415,107,0,0,0,0,0,5220,0,0,2,0,0,1,False,False
416, Évaluation des méthodes d'obtention de matériaux,2000,2600,53,18,0,100,600,416,108,0,0,0,0,0,5220,0,0,2,0,0,1,False,False
417, Nouveaux points de collecte de branchages,2850,3550,60,18,0,100,600,417,109,0,0,0,0,0,5227,0,0,2,0,0,1,False,False
418, Matériaux pour filtres à eau,120,140,62,18,0,100,600,418,110,0,0,0,0,0,5227,0,3,2,0,0,1,False,False
419, Étude des sols du secteur extérieur,1550,1950,54,18,0,100,600,419,111,0,0,0,0,0,5222,0,0,3,0,0,1,False,False
420, Matériaux résistants à la chaleur,4920,5320,50,18,0,100,600,420,112,0,0,0,0,0,5222,0,0,3,0,0,1,False,False
421, Matériaux pour panneaux en fibre épais,1550,1950,51,18,0,100,600,421,113,0,0,0,0,0,5222,0,0,3,0,0,1,False,False
422, Récolte continue de fibre bleue,850,1050,52,18,0,100,600,422,114,0,0,0,0,0,5222,0,0,3,0,0,1,False,False
423, Programme de recherche des techniques,2000,2600,53,18,0,100,600,423,115,0,0,0,0,0,5222,0,0,3,0,0,1,False,False
424, Matériaux pour générateurs d'énergie,2850,3550,61,18,0,100,600,424,116,0,0,0,0,0,5222,0,0,3,0,0,1,False,False
425, Matériaux pour transformation avancée,130,150,58,18,0,100,600,425,117,0,0,0,0,0,5222,0,3,3,0,0,1,False,False
426, Matériaux de haute qualité pour réparations,4400,4600,55,18,0,100,600,426,118,0,0,0,0,0,5222,0,4,3,0,0,1,False,False
427,Nouveaux matériaux de tannerie,2800,3200,49,18,0,100,600,427,119,0,0,0,0,0,5222,10200,0,4,0,0,0,False,False
428,Végétation de la zone expérimentale,4800,5100,50,18,0,100,600,428,120,0,0,0,0,0,5227,10200,0,4,0,0,0,False,False
429,Matériaux pour panneaux en fibre,3000,3400,51,18,0,100,600,429,121,0,0,0,0,0,5220,10200,0,4,0,0,0,False,False
430,Récolte continue de champignons séléniens,2350,2950,52,18,0,100,600,430,122,0,0,0,0,0,5220,10200,0,4,0,0,0,False,False
431,Techniques d'acquisition de fibre,4000,5200,53,18,0,100,600,431,123,0,0,0,0,0,5227,10200,0,4,0,0,0,False,False
432,EX : Étude des sols avancée,2850,3250,54,18,0,100,600,432,124,0,0,0,0,0,5227,10100,0,5,0,0,0,False,False
433,EX : Extraction d'ingrédients d'alchimie pour éthérolyse,1750,1950,55,18,0,100,600,433,125,0,0,0,0,0,5220,10100,4,5,0,0,0,False,False
434,EX : Étude des ressources au sud-ouest,1160,1680,56,18,0,100,600,434,126,0,0,0,0,0,5233,10100,3,5,1,0,0,False,False
435,EX : Étude approfondie du Nadir lunaire,900,1100,57,18,0,100,600,435,127,0,0,0,0,0,5236,10100,3,5,2,13,0,False,False
436,EX+ : Récupération de matériaux rares,900,1300,58,18,0,100,300,436,128,0,0,0,0,0,5222,10000,4,6,0,14,0,False,False
437,EX+ : Matériaux auxiliaires pour transformation,1310,1680,59,18,0,100,300,437,129,0,0,0,0,0,5220,10000,3,6,0,13,0,False,False
438,Étude des ressources aux alentours de la station,2800,3200,60,18,0,100,600,438,130,0,0,0,0,0,5227,10200,0,4,0,0,0,False,False
439,EX : Étude des ressources aux alentours de la station,2350,2950,60,18,0,100,600,439,131,0,0,438,0,0,5220,10100,0,5,0,0,0,False,False
440,Matériaux pour générateurs à haute énergie,4800,5100,61,18,0,100,600,440,132,0,0,0,0,0,5220,10200,0,4,0,0,0,False,False
441,EX : Matériaux pour générateurs à haute énergie,4200,5400,61,18,0,100,600,441,133,0,0,440,0,0,5222,10100,0,5,0,0,0,False,False
442,EX+ : Matériaux pour générateurs à haute énergie,900,1200,61,18,0,100,180,442,134,0,0,441,0,0,5222,10000,3,6,0,0,0,False,False
443,EX : Composants de filtre à eau avancé,3000,3400,62,18,0,100,600,443,135,0,0,0,0,0,5220,10100,0,5,0,0,0,False,False
444,EX+ : Composants de filtre à eau avancé,1750,2100,62,18,0,100,180,444,136,0,0,443,0,0,5236,10000,4,6,2,0,0,False,False
445,Composants de filtre à air avancé,3000,3400,63,18,0,100,600,445,137,0,0,0,0,0,5227,10200,0,4,0,6,0,False,False
446,EX : Composants de filtre à air avancé,7000,7950,63,18,0,100,180,446,138,0,0,447,0,0,5236,10100,0,6,2,0,0,False,False
447,EX+ : Composants de filtre à air avancé,900,1100,63,18,0,100,600,447,139,0,0,445,0,0,5233,10000,3,5,1,0,0,False,False
448,EX+ : Matériaux de légende,900,1300,64,18,0,100,300,448,140,0,0,0,0,0,5233,10000,4,6,1,12,0,False,False
449,EX+ : Matériaux de légende II,1330,1730,64,18,0,100,300,449,141,0,0,448,0,0,5233,10000,3,6,1,0,0,False,False
450,EX+ : Matériaux de légende III,1800,2250,64,18,0,100,180,450,142,0,0,449,0,0,5233,10000,4,6,1,0,0,False,False
451, Vivres d'urgence pour déjeuner,16700,16900,67,19,0,100,1800,451,8,0,0,0,5,0,5206,0,0,1,0,0,1,False,False
452, Grand spécimen aquatique,630,1280,69,19,0,100,1800,452,9,0,0,0,6,0,5207,0,0,1,0,0,1,False,False
453, Contrôle qualité de l'eau à l'ouest de la station,15100,15300,65,19,0,100,1800,453,10,0,0,0,7,0,5208,0,0,1,0,0,1,False,False
454, Produits de la mer pour mise en réserve,1300,1500,73,19,0,100,1800,454,11,0,0,0,8,0,5209,0,0,1,0,0,1,False,False
455, Étude écologique de l'étang des Larmes,16600,16800,66,19,0,100,1800,455,12,0,0,0,9,0,5206,0,0,1,0,0,1,False,False
456, Ingrédients d'alchimie en grande quantité,5200,5500,71,19,0,100,1800,456,13,0,0,0,10,0,5207,0,0,1,0,0,1,False,False
457, Poisson géant pour étude,2040,3690,69,19,0,100,1800,457,14,0,0,0,11,0,5209,0,0,2,0,0,1,False,False
458, Étude environnementale à partir d'échan­til­lons d'espèces pertinentes,15000,15400,65,19,0,100,1800,458,15,0,0,0,12,0,5206,0,0,2,0,0,1,False,False
459, Produits de la mer à pigments polarisants,1500,2000,73,19,0,100,1800,459,16,0,0,0,13,0,5208,0,0,2,0,0,1,False,False
460, Étude écologique d'un plan d'eau au sud-est de la station,3000,4000,68,19,0,100,1800,460,17,0,0,0,14,0,5209,0,0,2,0,0,1,False,False
461, Ingrédients de sauce de poisson en grande quantité,31000,37000,71,19,0,100,1800,461,18,0,0,0,15,0,5206,0,0,2,0,0,1,False,False
462, Contrôle qualité via collecte d'échan­til­lons aquatiques,300,1000,74,19,0,100,1800,462,19,0,0,0,16,0,5208,0,3,2,0,0,1,False,False
463, Contrôle qualité de l'eau au nord-ouest de la station,12500,13000,66,19,0,100,1800,463,20,0,0,0,17,0,5207,0,0,2,0,0,1,False,False
464, Contrôle qualité de l'eau au Creux de La Gourde,15600,16100,65,19,0,100,1800,464,21,0,0,0,18,0,5210,0,0,3,0,0,1,False,False
465, Produits de la mer pour conservation,3500,3700,73,19,0,100,1800,465,22,0,0,0,19,0,5206,0,0,3,0,0,1,False,False
466, Étude écologique du Creux de La Gourde,4000,5000,68,19,0,100,1800,466,23,0,0,0,20,0,5210,0,0,3,0,0,1,False,False
467, Étude écologique : record de taille,5540,6280,72,19,0,100,1800,467,24,0,0,0,21,0,5207,0,0,3,0,0,1,False,False
468, Spécimens endémiques aux fuites magismologiques pour transformation,3800,4500,74,19,0,100,1800,468,25,0,0,0,22,0,5211,0,11,3,0,0,1,False,False
469, Étude écologique du Saut du Lapin ouest,15500,16100,66,19,0,100,1800,469,26,0,0,0,23,0,5208,0,0,3,0,0,1,False,False
470, Vivres d'urgence pour dîner,15100,15500,67,19,0,100,1800,470,27,0,0,0,24,0,5209,0,0,3,0,0,1,False,False
471, Produits de la mer pour alchimie,44000,50000,71,19,0,100,1800,471,28,0,0,0,25,0,5211,0,10,3,0,0,1,False,False
472,Étude écologique du Saut du Lapin nord,15800,16100,65,19,0,100,1800,472,29,0,0,0,26,0,5207,11200,0,4,0,0,0,False,False
473,Spécimen aquatique rare pour étude,3000,3500,70,19,0,100,1800,473,30,0,0,0,27,0,5208,11200,3,4,0,0,0,False,False
474,Produits de la mer en urgence,14700,14850,67,19,0,100,1800,474,31,0,0,0,28,0,5210,11200,0,4,0,0,0,False,False
475,Contrôle qualité avancé de l'eau,7200,7700,73,19,0,100,1800,475,32,0,0,0,29,0,5211,11200,10,4,0,0,0,False,False
476,Produits de la mer pour transformation avancée,10000,15000,74,19,0,100,1800,476,33,0,0,0,30,0,5210,11200,3,4,0,0,0,False,False
477,EX : Grand spécimen aquatique,10240,10260,69,19,0,100,1800,477,34,0,0,0,31,0,5206,11100,0,5,0,0,0,False,False
478,EX : Ingrédients d'alchimie en grande quantité,34000,36000,71,19,0,100,1800,478,35,0,0,0,32,0,5209,11100,0,5,0,0,0,False,False
479,EX : Essai technologique aux Chutes éthérées,2250,2650,70,19,0,100,1800,479,36,0,0,0,33,0,5214,11100,11,5,2,0,0,False,False
480,EX : Produits de la mer en urgence,15300,15500,67,19,0,100,1800,480,37,0,0,0,34,0,5212,11100,10,5,1,14,0,False,False
481,EX+ : Étude écologique de Palus Arsenici,1600,2000,65,19,0,100,300,481,38,0,0,0,35,0,5211,11000,10,6,0,13,0,False,False
482,EX+ : Grand spécimen aquatique,8500,8550,69,19,0,100,240,482,39,0,0,0,36,0,5210,11000,0,6,0,14,0,False,False
483,Étude de biodiversité aquatique,5000,6000,75,19,0,100,1800,483,40,0,0,0,37,0,5211,11200,10,4,0,0,0,False,False
484,EX : Étude de biodiversité aquatique,14700,15700,75,19,0,100,1800,484,41,0,0,483,38,0,5209,11100,0,5,0,0,0,False,False
485,Composants de filtre à eau avancé,6500,6540,76,19,0,100,1800,485,42,0,0,0,39,0,5208,11200,0,4,0,0,0,False,False
486,EX : Composants de filtre à eau avancé,15900,16200,76,19,0,100,1800,486,43,0,0,485,40,0,5206,11100,0,5,0,0,0,False,False
487,EX+ : Composants de filtre à eau avancé,9600,12300,76,19,0,100,270,487,44,0,0,486,41,0,5210,11000,0,6,0,0,0,False,False
488,EX : Étude écologique d'espèces cohabitantes,12200,12900,77,19,0,100,1800,488,45,0,0,0,42,0,5207,11100,0,5,0,0,0,False,False
489,EX+ : Étude écologique d'espèces cohabitantes,3050,3450,77,19,0,100,300,489,46,0,0,488,43,0,5212,11000,11,6,1,0,0,False,False
490,Échantillons issus de fuites magismologiques,4830,9240,78,19,0,100,1800,490,47,0,0,0,44,0,5211,11200,10,4,0,4,0,False,False
491,EX : Échantillons issus de fuites magismologiques,5000,6000,78,19,0,100,1800,491,48,0,0,490,45,0,5213,11100,10,5,1,0,0,False,False
492,EX+ : Échantillons issus de fuites magismologiques,11640,23140,78,19,0,100,300,492,49,0,0,491,46,0,5214,11000,10,6,2,0,0,False,False
493,EX+ : Espèces non répertoriées,300,800,79,19,0,100,240,493,50,0,0,0,47,0,5214,11000,10,6,2,10,0,False,False
494,EX+ : Espèces non répertoriées II,1600,2300,79,19,0,100,510,494,51,0,0,493,48,0,5211,11000,10,6,2,0,0,False,False
495,EX+ : Espèces non répertoriées III,8000,20000,79,19,0,100,480,495,52,0,0,494,49,0,5213,11000,10,6,2,0,0,False,False
496,EX : Conteneurs pour la recherche sur les produits marins,1800,2700,81,17,9,100,1200,496,503,0,0,0,458,362,5230,20100,0,5,0,0,0,False,False
497,EX : Conteneurs résistants aux chocs,1800,2700,81,17,11,100,1200,497,504,0,0,0,459,363,5220,20100,0,5,0,0,0,False,False
498,EX : Brûleurs d'encens de la planète-mère,1800,2700,83,17,12,100,1200,498,505,0,0,0,460,364,5221,20100,0,5,0,0,0,False,False
499,EX+ : Étude de l'extraction de roches souterraines,1800,2700,82,17,10,100,1200,499,506,0,0,0,461,365,5220,20000,0,6,3,13,0,False,False
500,EX+ : Cuir tanné avec des matériaux séléniens,1800,2700,84,17,13,100,1200,500,507,0,0,0,462,366,5226,20000,0,6,4,14,0,False,False
501,EX+ : Damier brillant de luxe,1800,2700,83,17,14,100,1200,501,508,0,0,0,463,367,5232,20000,0,6,5,13,0,False,False
502,EX : Approvisionnement en matériaux de tannerie,1800,2700,84,18,13,100,1200,502,509,0,0,0,464,368,5220,20100,0,5,0,0,0,False,False
503,EX : Traitement de mycélium rare,1800,2700,84,18,14,100,1200,503,510,0,0,0,465,369,5222,20100,0,5,0,0,0,False,False
504,EX : Transformation d'aliments frais,1800,2700,86,18,16,100,1200,504,511,0,0,0,466,370,5220,20100,0,5,0,0,0,False,False
505,EX+ : Outils pour la récolte de matériaux séléniens,1800,2700,82,18,9,100,1200,505,512,0,0,0,467,371,5227,20000,0,6,6,14,0,False,False
506,EX+ : Fabrication de fours à haute température,1800,2700,82,18,11,100,1200,506,513,0,0,0,468,372,5222,20000,0,6,7,13,0,False,False
507,EX+ : Champignons d'intérieur,1800,2700,83,18,15,100,1200,507,514,0,0,0,469,373,5220,20000,0,6,8,14,0,False,False
508,EX : Transformation de métaux aquatiques en lingots,1800,2700,85,19,10,100,1200,508,515,0,0,0,454,374,5209,20100,0,5,0,0,0,False,False
509,EX : Glu sélénienne améliorée,1800,2700,85,19,15,100,1200,509,516,0,0,0,455,375,5208,20100,0,5,0,0,0,False,False
510,EX+ : Pierre précieuse cristalline,1800,2700,85,19,12,100,1200,510,517,0,0,0,456,376,5211,20000,10,6,9,13,0,False,False
511,EX+ : Ration d'anguille,1800,2700,86,19,16,100,1200,511,518,0,0,0,457,377,5210,20000,0,6,10,14,0,False,False
512, Échelles de chantier,0,0,87,9,0,100,1200,512,519,520,0,0,414,378,5223,24000,0,1,1,0,1,True,False
513, Bois d'allumage,0,0,95,9,0,100,1200,513,521,522,0,0,415,379,5222,24000,0,1,13,0,1,True,False
514, Nouveaux matériaux fongiques de con­struc­tion,0,0,98,9,0,100,1200,514,523,524,0,0,416,380,5222,24500,0,1,13,0,1,True,False
515, Foreuses à météorites,0,0,91,10,0,100,1200,515,525,526,0,0,419,383,5220,24000,0,1,0,0,1,True,False
516, Buses d'aspirateurs,0,0,93,10,0,100,1200,516,529,530,0,0,423,387,5224,24000,0,1,16,0,1,True,False
517, Composants de lance-flammes,0,0,97,10,0,100,1200,517,527,528,0,0,420,384,5222,24000,0,1,13,0,1,True,False
518, Réservoirs de rechange pour aspirateur,0,0,89,11,0,100,1200,518,531,532,0,0,424,388,5220,24000,0,1,0,0,1,True,False
519, Plaques pour entretien de véhicule,0,0,92,11,0,100,1200,519,533,534,0,0,426,390,5220,24500,0,1,0,0,1,True,False
520, Réservoirs de gaz,0,0,93,11,0,100,1200,520,535,536,0,0,428,392,5224,24000,0,1,16,0,1,True,False
521, Outils de réparation pour l'éclairage,0,0,87,12,0,100,1200,521,537,538,0,0,429,393,5223,24000,0,1,1,0,1,True,False
522, Pièces de précision pour aspirateur,0,0,89,12,0,100,1200,522,541,542,0,0,432,396,5220,24000,0,1,0,0,1,True,False
523, Pièces de rechange pour véhicule,0,0,92,12,0,100,1200,523,539,540,0,0,430,394,5220,24500,0,1,0,0,1,True,False
524, Gants indéchirables,0,0,91,13,0,100,1200,524,543,544,0,0,434,398,5220,24000,0,1,0,0,1,True,False
525, Masques à gaz,0,0,93,13,0,100,1200,525,545,546,0,0,436,400,5224,24000,0,1,16,0,1,True,False
526, Bottes de travail résistantes au feu,0,0,95,13,0,100,1200,526,547,548,0,0,437,401,5222,24000,0,1,13,0,1,True,False
527, Tissus pour entretien,0,0,87,14,0,100,1200,527,551,552,0,0,440,404,5223,24000,0,1,1,0,1,True,False
528, Tissus résistants au feu,0,0,95,14,0,100,1200,528,553,554,0,0,441,405,5222,24000,0,1,13,0,1,True,False
529, Nouveaux tissus mycéliens,0,0,98,14,0,100,1200,529,549,550,0,0,439,403,5222,24500,0,1,13,0,1,True,False
530, Agents de protection spéciaux,0,0,89,15,0,100,1200,530,555,556,0,0,444,408,5220,24000,0,1,0,0,1,True,False
531, Solutions antitoxiques,0,0,94,15,0,100,1200,531,559,560,0,0,448,412,5224,24500,0,1,16,0,1,True,False
532, Carburant pour lance-flammes,0,0,97,15,0,100,1200,532,557,558,0,0,447,411,5222,24000,0,1,13,0,1,True,False
533, Aliments de longue conservation,0,0,88,16,0,100,1200,533,561,562,0,0,449,413,5220,24500,0,1,1,0,1,True,False
534, Gelée nutritive,0,0,94,16,0,100,1200,534,563,564,0,0,450,414,5224,24500,0,1,16,0,1,True,False
535, Étude des champignons anormaux,0,0,96,16,0,100,1200,535,565,566,0,0,451,415,5220,24500,0,1,13,0,1,True,False
536, Matériaux isolants,0,0,88,17,0,100,1200,536,567,568,0,0,0,0,5220,24500,0,1,1,0,1,True,False
537, Recherche des drones accidentés,0,0,90,17,0,100,1200,537,569,570,0,0,0,0,5220,24500,0,1,0,0,1,True,False
538, Collecte de fer météorique rare,0,0,91,17,0,100,1200,538,571,572,0,0,0,0,5220,24000,0,1,0,0,1,True,False
539, Noyaux fongiques aux propriétés médicinales,0,0,94,18,0,100,1200,539,577,578,0,0,0,0,5224,24500,0,1,16,0,1,True,False
540, Étude de l'impact du nuage de spores,0,0,96,18,0,100,1200,540,575,576,0,0,0,0,5220,24500,0,1,13,0,1,True,False
541, Champignons comestibles,0,0,98,18,0,100,1200,541,573,574,0,0,0,0,5222,24500,0,1,13,0,1,True,False
542, Poissons comestibles,0,0,88,19,0,100,1200,542,579,580,0,0,411,0,5208,24500,0,1,1,0,1,True,False
543, Recherche de drones immergés,0,0,90,19,0,100,1200,543,581,582,0,0,410,0,5207,24500,0,1,0,0,1,True,False
544, Capture de poissons mutants,0,0,96,19,0,100,1200,544,583,584,0,0,413,0,5206,24500,0,1,13,0,1,True,False
545, Verre multi-usage,1200,2400,165,9,0,100,0,545,711,0,0,0,512,418,0,0,0,1,0,0,1,False,False
546, Matériaux de tente renforcée,1200,2400,166,9,0,100,0,546,712,0,0,0,513,419,0,0,0,1,0,0,1,False,False
547, Essai de traitement de matières spéciales,1200,2400,167,9,0,100,0,547,713,0,0,0,514,420,0,0,0,1,0,0,1,False,False
548, Mise en pratique de ressources renouvelables,1200,2400,168,9,0,100,0,548,714,0,0,0,515,421,0,0,0,1,0,0,1,False,False
549, Tentes pour hébergement,1200,2400,169,9,0,100,0,549,715,0,0,0,516,422,0,0,0,1,0,0,1,False,False
550, Recherche sur les traitements de pseudo-plantes,1200,2400,170,9,0,100,0,550,716,0,0,0,517,423,0,0,0,1,0,0,1,False,False
551, Verre multi-usage sup­plé­men­tai­re,1200,2400,165,9,0,100,0,551,717,0,0,0,518,424,0,0,0,2,0,0,1,False,False
552, Matériaux de tente traitée contre le froid,1200,2400,166,9,0,100,0,552,718,0,0,0,519,425,0,0,0,2,0,0,1,False,False
553, Essai amélioré de traitement de matières spéciales,1300,3000,167,9,0,100,0,553,719,0,0,0,520,426,0,0,3,2,0,0,1,False,False
554, Mise en pratique améliorée de ressources renouvelables,700,1500,168,9,0,100,0,554,720,0,0,0,521,427,0,0,3,2,0,0,1,False,False
555, Tente traitée contre le froid,1100,2500,169,9,0,100,0,555,721,0,0,0,522,428,0,0,3,2,0,0,1,False,False
556, Recherches améliorées sur les traitements de pseudo-plantes,1100,2500,170,9,0,100,0,556,722,0,0,0,523,429,0,0,3,2,0,0,1,False,False
557, Outils de récolte,700,1500,171,9,0,100,0,557,723,0,0,0,524,430,0,0,3,2,0,0,1,False,False
558, Essai de traitement haut niveau de matières spéciales,1600,2400,167,9,0,100,0,558,724,0,0,0,525,431,0,0,0,3,0,0,1,False,False
559, Fibres de verre,1600,2400,165,9,0,100,0,559,725,0,0,0,526,432,0,0,0,3,0,0,1,False,False
560, Matériaux de tente traitée contre la chaleur,1000,1600,166,9,0,100,0,560,726,0,0,0,527,433,0,0,0,3,0,0,1,False,False
561, Mise en pratique efficace de ressources renouvelables,2700,3000,168,9,0,100,0,561,727,0,0,0,528,434,0,0,3,3,0,0,1,False,False
562, Tente traitée contre la chaleur,1600,2400,169,9,0,100,0,562,728,0,0,0,529,435,0,0,0,3,0,0,1,False,False
563, Recherche sur les traitements de pseudo-plantes solides,2700,3000,170,9,0,100,0,563,729,0,0,0,530,436,0,0,3,3,0,0,1,False,False
564, Amélioration d'outils de récolte,1000,1300,171,9,0,100,0,564,730,0,0,0,531,437,0,0,0,3,0,0,1,False,False
565, Literie pour habitation,1000,1300,172,9,0,100,0,565,731,0,0,0,532,438,0,0,0,3,0,0,1,False,False
566,Fibres de verre sup­plé­men­tai­res,1800,2400,165,9,0,100,0,566,732,0,0,0,533,439,0,0,0,4,0,0,0,False,False
567,Essai amélioré de traitement haut niveau de matières spéciales,1800,2400,167,9,0,100,1200,567,733,0,0,0,534,440,0,0,0,4,0,0,0,False,False
568,Matériaux pour renforcement de tente,700,1000,166,9,0,100,0,568,734,0,0,0,535,441,0,0,3,4,0,0,0,False,False
569,Mise en pratique efficace améliorée de ressources renouvelables,700,1000,168,9,0,100,0,569,735,0,0,0,536,442,0,0,3,4,0,0,0,False,False
570,Recherches sur l'utilité des ressources de Phaenna,2600,3000,173,9,0,100,0,570,736,0,0,0,537,443,0,0,3,4,0,0,0,False,False
571,EX : Équipements pour activités en extérieur,2500,3000,169,9,0,100,0,571,737,0,0,0,538,444,0,0,3,5,0,0,0,False,False
572,EX : Outils pour artisans ex­pé­ri­men­tés,2500,3000,171,9,0,100,0,572,738,0,0,0,539,445,0,0,3,5,0,0,0,False,False
573,EX : Caisses de rangement pour transport spatial,800,1050,174,9,0,100,1200,573,739,0,0,0,540,446,0,0,0,5,11,16,0,False,False
574,EX+ : Aide à la con­struc­tion d'un lieu de stockage provisoire,980,1080,175,9,0,100,0,574,740,0,0,0,541,447,0,0,3,6,0,21,0,False,False
575,EX+ : Literie ultraperformante,1800,2000,172,9,0,100,540,575,741,0,0,0,542,448,0,0,3,6,0,15,0,False,False
576,Production de masse d'équipements pour l'exploration de Phaenna,2300,3000,176,9,0,100,0,576,742,0,0,0,543,449,0,0,3,4,0,0,0,False,False
577,Nouvelle production de masse d'équipements pour l'exploration de Phaenna,2300,3000,176,9,0,100,0,577,743,0,0,576,544,450,0,0,3,4,0,0,0,False,False
578,EX : Ouvrages artisanaux pour le Conseil,1700,2000,177,9,0,100,0,578,744,0,0,0,545,451,0,0,3,5,0,0,0,False,False
579,EX : Ouvrages artisanaux améliorés pour le Conseil,600,800,177,9,0,100,0,579,745,0,0,578,546,452,0,0,0,5,0,0,0,False,False
580,EX : Ouvrages artisanaux perfectionnés pour le Conseil,850,1000,177,9,0,100,1200,580,746,0,0,579,547,453,0,0,3,5,0,0,0,False,False
581,Plan d'amélioration des habitations,1400,2000,178,9,0,100,0,581,747,0,0,0,548,454,0,0,3,4,0,1,0,False,False
582,EX : Suite du plan d'amélioration des habitations,850,1000,178,9,0,100,0,582,748,0,0,581,549,455,0,0,3,5,11,0,0,False,False
583,EX+ : Fin du plan d'amélioration des habitations,1000,1600,178,9,0,100,540,583,749,0,0,582,550,456,0,0,0,6,12,0,0,False,False
584,EX+ : Inspection du raffinement des cristaux de résine,980,1080,164,9,0,100,0,584,750,0,0,0,551,457,0,0,3,6,12,5,0,False,False
585,EX+ : Inspection améliorée du raffinement des cristaux de résine,980,1080,164,9,0,100,600,585,751,0,0,584,552,458,0,0,3,6,12,0,0,False,False
586,EX+ : Inspection perfectionnée du raffinement des cristaux de résine,1000,1080,164,9,0,100,450,586,752,0,0,585,553,459,0,0,0,6,12,0,0,False,False
587, Verre multi-usage,1200,2400,150,10,0,100,0,587,753,0,0,0,554,460,0,0,0,1,0,0,1,False,False
588, Élaboration de matériaux de réparation,1200,2400,152,10,0,100,0,588,754,0,0,0,555,461,0,0,0,1,0,0,1,False,False
589, Extraction de ressources à partir du verre,1200,2400,151,10,0,100,0,589,755,0,0,0,556,462,0,0,0,1,0,0,1,False,False
590, Traitement des lentilles pour drones,1200,2400,155,10,0,100,0,590,756,0,0,0,557,463,0,0,0,1,0,0,1,False,False
591, Composants pour ins­tal­la­tions extérieures,1200,2400,156,10,0,100,0,591,757,0,0,0,558,464,0,0,0,1,0,0,1,False,False
592, Matériaux de protection contre les intempéries,1200,2400,158,10,0,100,0,592,758,0,0,0,559,465,0,0,0,1,0,0,1,False,False
593, Verre multi-usage sup­plé­men­tai­re,1200,2400,150,10,0,100,0,593,759,0,0,0,560,466,0,0,0,2,0,0,1,False,False
594, Aide à la fabrication de composants de la station,1200,2400,156,10,0,100,0,594,760,0,0,0,561,467,0,0,0,2,0,0,1,False,False
595, Outils de récolte sup­plé­men­tai­res,1300,3000,153,10,0,100,0,595,761,0,0,0,562,468,0,0,3,2,0,0,1,False,False
596, Composants imperméabilisés,700,1500,158,10,0,100,0,596,762,0,0,0,563,469,0,0,3,2,0,0,1,False,False
597, Assemblage de fours pour le traitement du verre,1100,2500,157,10,0,100,0,597,763,0,0,0,564,470,0,0,3,2,0,0,1,False,False
598, Traitement des composants de précision pour drones,1100,2500,155,10,0,100,0,598,764,0,0,0,565,471,0,0,3,2,0,0,1,False,False
599, Installation d'équipements de chauffage,700,1500,159,10,0,100,0,599,765,0,0,0,566,472,0,0,3,2,0,0,1,False,False
600, Élaboration d'éléments temporaires,1600,2400,152,10,0,100,0,600,766,0,0,0,567,473,0,0,0,3,0,0,1,False,False
601, Verre phaennien,1600,2400,150,10,0,100,0,601,767,0,0,0,568,474,0,0,0,3,0,0,1,False,False
