#,StageFull,Stage,IndexText2,IndexText,IndexNpc,Unknown3,Unknown4,Unknown12,Unknown13,Unknown5,Unknown14,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23,Unknown24
68,"Cosmo-navette du pourtour : coll. matériaux
**Participez aux missions cosmiques !**",Cosmo-navette du pourtour de la station : collecte des matériaux,Nous avons besoin de matériaux pour installer un système de navettes ! Merci de participer aux missions cosmiques !,"Nous sommes en train de réunir les matériaux nécessaires 
à l'installation d'un système de navettes ! Votre aide est la bienvenue !",Searchingway,241037,0,0,0,168,0,1,4,0,2,3,4,0,0,0,0,0,0,0,0,0,False
69,"Cosmo-navette du pourtour : préparation
**Tenez-vous prêts !**",Cosmo-navette du pourtour de la station : préparation du chantier,Un projet d'ouvrage collectif visant à installer un système de navettes va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour 
la con­struc­tion de la cosmo-navette ! On compte sur vous !",Searchingway,241037,0,0,1451,168,0,1,4,0,2,3,4,0,0,0,0,0,0,0,0,0,False
70,"Cosmo-navette du pourtour : en cours
**Participez à l'effort collectif !**",Cosmo-navette du pourtour de la station : chantier en cours,Un projet d'ouvrage collectif visant à installer un système de navettes est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé pour 
la con­struc­tion de la cosmo-navette ! Merci d'avance !",Searchingway,241037,0,0,0,168,0,1,4,0,2,3,4,0,0,0,0,0,0,0,0,0,False
71,"Cosmo-navette du pourtour : terminée
**Quartier libre !**",Cosmo-navette du pourtour de la station : chantier terminé,"L'installation du système de navettes est terminée ! L'exploration va pouvoir se poursuivre à grande vitesse, merci de votre coopération !","La con­struc­tion de la cosmo-navette du pourtour 
de la station est terminée ! Bravo à tous !",Searchingway,241038,126,1,1479,168,0,2,5,6,2,3,4,0,0,0,0,0,0,0,0,0,False
72,"Modules d'habitation : coll. matériaux
**Participez aux missions cosmiques !**",Modules d'habitation : collecte des matériaux,Nous avons besoin de matériaux pour construire des modules d'habitation ! Merci de participer aux missions cosmiques !,"Nous sommes en train de réunir les matériaux nécessaires à 
la con­struc­tion de modules d'habitation ! Votre aide est la bienvenue !",Searchingway,241039,0,0,0,168,0,2,6,0,2,3,4,0,0,0,0,0,0,0,0,0,False
73,"Modules d'habitation : préparation
**Tenez-vous prêts !**",Modules d'habitation : préparation du chantier,Un projet d'ouvrage collectif visant à construire des modules d'habitation va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour 
la con­struc­tion des modules d'habitation ! On compte sur vous !",Searchingway,241039,0,0,1451,168,0,2,6,0,2,3,4,0,0,0,0,0,0,0,0,0,False
74,"Modules d'habitation : en cours
**Participez à l'effort collectif !**",Modules d'habitation : chantier en cours,Un projet d'ouvrage collectif visant à construire des modules d'habitation est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé pour 
la con­struc­tion des modules d'habitation ! Merci d'avance !",Searchingway,241039,0,0,0,168,0,2,6,0,2,3,4,0,0,0,0,0,0,0,0,0,False
75,"Modules d'habitation : terminés
**Quartier libre !**",Modules d'habitation : chantier terminé,"Les modules d'habitation sont terminés ! Les conditions de vie à la station vont s'améliorer, merci de votre coopération !","La con­struc­tion des modules d'habitation 
est terminée ! Bravo à tous !",Searchingway,241040,126,2,1402,168,0,3,7,5,2,3,4,0,0,0,0,0,0,0,0,0,False
76,"Stations énerg./hydro. : coll. matériaux
**Participez aux missions cosmiques !**",Stations énergétique et hydropurificatrice : collecte des matériaux,Nous avons besoin de matériaux pour construire une centrale électrique et une station de purification d'eau ! Merci de participer aux missions cosmiques !,"Nous prévoyons de construire une centrale électrique et une station de 
purification d'eau ! Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241041,0,0,0,168,0,3,8,0,2,3,4,0,0,0,0,0,0,0,0,0,False
77,"Station énergétique : préparation
**Tenez-vous prêts !**",Station énergétique : préparation du chantier,Un projet d'ouvrage collectif visant à construire une centrale électrique va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour la con­struc­tion 
d'une centrale électrique ! Venez nous filer un coup de main !",Searchingway,241041,0,0,1451,168,0,3,8,0,2,3,4,0,0,0,0,0,0,0,0,0,False
78,"Station énergétique : en cours
**Participez à l'effort collectif !**",Station énergétique : chantier en cours,Un projet d'ouvrage collectif visant à construire une centrale électrique est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé pour la 
con­struc­tion d'une centrale électrique ! Merci d'avance !",Searchingway,241041,0,0,0,168,0,3,8,0,2,3,4,0,0,0,0,0,0,0,0,0,False
79,"Station hydropurificatrice : préparation
**Tenez-vous prêts !**",Station hydropurificatrice : préparation du chantier,Un projet d'ouvrage collectif visant à construire une station de purification d'eau va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour la con­struc­tion 
d'une station de purification d'eau ! Venez nous filer un coup de main !",Searchingway,241042,126,3,1401,168,0,4,9,5,2,3,4,0,0,0,0,0,0,0,0,0,False
80,"Station hydropurificatrice : en cours
**Participez à l'effort collectif !**",Station hydropurificatrice : chantier en cours,Un projet d'ouvrage collectif visant à construire une station de purification d'eau est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé pour la con­struc­tion 
d'une station de purification d'eau ! Merci d'avance !",Searchingway,241042,0,0,0,168,0,4,9,0,2,3,4,0,0,0,0,0,0,0,0,0,False
81,"Stations énergétique/hydropurificatrice : terminées
**Quartier libre !**",Stations énergétique et hydropurificatrice : chantiers terminés,"La con­struc­tion de la centrale électrique et de la station de purification d'eau est terminée ! Nos besoins sont satisfaits, merci de votre coopération !","La con­struc­tion de la centrale électrique et de la station de 
purification d'eau est terminée ! Bravo à tous les par­ti­ci­pants !",Searchingway,241043,126,4,1402,168,0,5,10,5,2,3,4,0,0,0,0,0,0,0,0,0,False
82,"Hangar bêta : coll. matériaux
**Participez aux missions cosmiques !**",Hangar bêta : collecte des matériaux,Nous avons besoin de matériaux pour agrandir le hangar des machines ! Merci de participer aux missions cosmiques !,"Nous projetons d'agrandir le hangar des machines ! 
Aidez-nous à réunir les matériaux nécessaires !",Searchingway,241044,0,0,0,168,0,5,11,0,2,3,4,0,0,0,0,0,0,0,0,0,False
83,"Hangar bêta : préparation
**Tenez-vous prêts !**",Hangar bêta : préparation du chantier,Un projet d'ouvrage collectif visant à agrandir le hangar des machines va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour 
l'agrandissement du hangar ! Venez nous filer un coup de main !",Searchingway,241044,0,0,1451,168,0,5,11,0,2,3,4,0,0,0,0,0,0,0,0,0,False
84,"Hangar bêta : en cours
**Participez à l'effort collectif !**",Hangar bêta : chantier en cours,Un projet d'ouvrage collectif visant à agrandir le hangar des machines est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé 
pour l'agrandissement du hangar ! Merci d'avance !",Searchingway,241044,0,0,0,168,0,5,11,0,2,3,4,0,0,0,0,0,0,0,0,0,False
85,"Hangar bêta : terminé
**Quartier libre !**",Hangar bêta : chantier terminé,"L'agrandissement du hangar est terminé ! Les machines seront maintenant plus à l'aise, merci de votre coopération !","L'agrandissement du hangar est terminé ! 
Bravo à tous les par­ti­ci­pants !",Searchingway,241045,126,5,1402,168,0,6,12,5,2,3,4,0,0,0,0,0,0,0,0,0,False
86,"Cosmo-navette des plaines : coll. matériaux
**Participez aux missions cosmiques !**",Cosmo-navette des plaines : collecte des matériaux,Nous avons besoin de matériaux pour construire la cosmo-navette des plaines ! Merci de participer aux missions cosmiques !,"Nous prévoyons de construire une nouvelle cosmo-navette du nord-ouest au 
sud de la station ! Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241046,0,0,0,168,0,6,13,0,2,3,4,0,0,0,0,0,0,0,0,0,False
87,"Cosmo-navette des plaines : en cours
**Encore un peu de patience !**",Cosmo-navette des plaines : chantier en cours,"La fin du chantier pour la con­struc­tion de la cosmo-navette des plaines approche ! Encore un peu de patience, et nous pourrons tous en profiter !","La fin du chantier pour la con­struc­tion de la cosmo-navette 
des plaines est prévue pour bientôt !",Searchingway,241046,0,0,1452,168,0,6,13,0,2,3,4,0,0,0,0,0,0,0,0,0,False
88,"Cosmo-navette des plaines : terminée
**Quartier libre !**",Cosmo-navette des plaines : chantier terminé,"La con­struc­tion de la cosmo-navette des plaines est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération !","La con­struc­tion de la cosmo-navette des plaines est terminée ! 
Un grand merci à tous les par­ti­ci­pants !",Searchingway,241047,126,6,1480,168,0,7,14,6,2,3,4,5,6,7,0,0,0,0,0,0,False
89,"Grues d'application : coll. matériaux
**Participez aux missions cosmiques !**",Grues d'application : collecte des matériaux,Nous avons besoin de matériaux pour construire des grues d'application ! Merci de participer aux missions cosmiques !,"Nous allons construire des grues pour explorer le gouffre 
aux Capsules ! On compte sur vous pour les matériaux !",Searchingway,241048,0,0,0,168,0,7,15,0,2,3,4,5,6,7,0,0,0,0,0,0,False
90,"Grues supérieures : préparation
**Tenez-vous prêts !**",Grues supérieures : préparation du chantier,Un premier projet d'ouvrage collectif visant à installer des grues d'application va bientôt commencer ! Merci de participer !,"Un premier projet d'ouvrage collectif va bientôt être lancé 
pour installer des grues ! Venez nous filer un coup de main !",Searchingway,241048,0,0,1451,168,0,7,15,0,2,3,4,5,6,7,0,0,0,0,0,0,False
91,"Grues supérieures : en cours
**Participez à l'effort collectif !**",Grues supérieures : chantier en cours,Un premier projet d'ouvrage collectif vient d'être lancé afin d'installer des grues d'application ! Merci de participer !,"Un premier projet d'ouvrage collectif vient d'être 
lancé afin d'installer des grues ! Merci d'avance !",Searchingway,241048,0,0,0,168,0,7,15,0,2,3,4,5,6,7,0,0,0,0,0,0,False
92,"Grues inférieures : préparation
**Tenez-vous prêts !**",Grues inférieures : préparation du chantier,Un second projet d'ouvrage collectif visant à installer des grues d'application va bientôt commencer ! Merci de participer !,"Un second projet d'ouvrage collectif va bientôt être lancé 
pour installer des grues ! Venez nous filer un coup de main !",Searchingway,241049,126,7,1401,168,0,8,16,5,2,3,4,5,6,7,0,0,0,0,0,0,False
93,"Grues inférieures : en cours
**Participez à l'effort collectif !**",Grues inférieures : chantier en cours,Un second projet d'ouvrage collectif vient d'être lancé afin d'installer des grues d'application ! Merci de participer !,"Un second projet d'ouvrage collectif vient d'être 
lancé afin d'installer des grues ! Merci d'avance !",Searchingway,241049,0,0,0,168,0,8,16,0,2,3,4,5,6,7,0,0,0,0,0,0,False
94,"Grues d'application : terminées
**Quartier libre !**",Grues d'application : chantier terminé,"Le chantier d'installation des grues d'application est terminé ! L'exploration du gouffre aux Capsules va avancer, merci de votre coopération !","L'installation des grues d'application est terminée ! 
Bravo et merci à tous !",Searchingway,241050,126,8,1481,168,0,9,17,6,2,3,4,5,6,7,0,0,0,0,0,0,False
95,"Cosmo-navette du gouffre : coll. matériaux
**Participez aux missions cosmiques !**",Cosmo-navette du gouffre : collecte des matériaux,Nous avons besoin de matériaux pour construire la cosmo-navette du gouffre ! Merci de participer aux missions cosmiques !,"Nous prévoyons de construire une cosmo-navette près du gouffre aux Capsules ! 
Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241051,0,0,0,168,0,9,18,0,2,3,4,5,6,7,0,0,0,0,0,0,False
96,"Cosmo-navette du gouffre : en cours
**Encore un peu de patience !**",Cosmo-navette du gouffre : chantier en cours,"La fin du chantier pour la con­struc­tion de la cosmo-navette du gouffre approche ! Encore un peu de patience, et nous pourrons tous en profiter !","La fin du chantier pour la con­struc­tion de la cosmo-navette 
du gouffre est prévue pour bientôt !",Searchingway,241051,0,0,1452,168,0,9,18,0,2,3,4,5,6,7,0,0,0,0,0,0,False
97,"Cosmo-navette du gouffre : terminée
**Quartier libre !**",Cosmo-navette du gouffre : chantier terminé,"La con­struc­tion de la cosmo-navette du gouffre est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération !","La con­struc­tion de la cosmo-navette du gouffre est terminée ! 
Un grand merci à tous les par­ti­ci­pants !",Searchingway,241052,126,9,1482,168,0,10,19,6,2,3,4,5,6,7,0,0,0,0,0,0,False
98,"Campement gamma : coll. matériaux
**Participez aux missions cosmiques !**",Campement gamma : collecte des matériaux,Nous avons besoin de matériaux pour agrandir la station Souffleverre ! Merci de participer aux missions cosmiques !,"Nous comptons effectuer un nouvel agrandissement de la station 
Souffleverre ! Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241053,0,0,0,168,0,10,20,0,2,3,4,5,6,7,0,0,0,0,0,0,False
99,"Campement gamma : préparation
**Tenez-vous prêts !**",Campement gamma : préparation du chantier,Un projet d'ouvrage collectif visant à agrandir davantage la station Souffleverre va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé en vue d'agrandir 
un peu plus la station ! Venez nous filer un coup de main !",Searchingway,241053,0,0,1451,168,0,10,20,0,2,3,4,5,6,7,0,0,0,0,0,0,False
100,"Campement gamma : en cours
**Participez à l'effort collectif !**",Campement gamma : chantier en cours,Un projet d'ouvrage collectif visant à agrandir davantage la station Souffleverre est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé afin 
d'agrandir un peu plus la station ! Merci d'avance !",Searchingway,241053,0,0,0,168,0,10,20,0,2,3,4,5,6,7,0,0,0,0,0,0,False
101,"Campement gamma : terminé
**Quartier libre !**",Campement gamma : chantier terminé,"L'agrandissement de la station est terminé ! L'exploration va de l'avant, merci de votre coopération !","L'agrandissement de la station est terminé ! 
Un grand merci à tous les par­ti­ci­pants !",Searchingway,241054,126,10,1483,168,0,11,21,6,1,3,4,5,6,7,0,0,0,0,0,0,False
102,"Hangar gamma : coll. matériaux
**Participez aux missions cosmiques !**",Hangar gamma : collecte des matériaux,Nous avons besoin de matériaux pour agrandir davantage le hangar des machines ! Merci de participer aux missions cosmiques !,"Nous projetons d'agrandir davantage le hangar des 
machines ! Aidez-nous à réunir les matériaux nécessaires !",Searchingway,241055,0,0,0,168,0,11,22,0,1,3,4,5,6,7,0,0,0,0,0,0,False
103,"Hangar gamma : préparation
**Tenez-vous prêts !**",Hangar gamma : préparation du chantier,Un projet d'ouvrage collectif visant à agrandir davantage le hangar des machines va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour 
l'agrandissement du hangar ! Venez nous filer un coup de main !",Searchingway,241055,0,0,1451,168,0,11,22,0,1,3,4,5,6,7,0,0,0,0,0,0,False
104,"Hangar gamma : en cours
**Participez à l'effort collectif !**",Hangar gamma : chantier en cours,Un projet d'ouvrage collectif visant à agrandir davantage le hangar des machines est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé 
pour l'agrandissement du hangar ! Merci d'avance !",Searchingway,241055,0,0,0,168,0,11,22,0,1,3,4,5,6,7,0,0,0,0,0,0,False
105,"Hangar gamma : terminé
**Quartier libre !**",Hangar gamma : chantier terminé,"Le nouvel agrandissement du hangar est terminé ! Les machines seront maintenant plus à l'aise, merci de votre coopération !","L'agrandissement du hangar est terminé ! 
Bravo à tous les par­ti­ci­pants !",Searchingway,241056,126,11,1402,168,0,12,23,5,1,3,4,5,6,7,0,0,0,0,0,0,False
106,"Cosmoport bêta : coll. matériaux
**Participez aux missions cosmiques !**",Cosmoport bêta : collecte des matériaux,Nous avons besoin de matériaux pour agrandir le cosmoport ! Merci de participer aux missions cosmiques !,"Nous projetons d'agrandir le cosmoport ! 
Aidez-nous à réunir les matériaux nécessaires !",Searchingway,241057,0,0,0,168,0,12,24,0,1,3,4,5,6,7,0,0,0,0,0,0,False
107,"Cosmoport bêta : préparation
**Tenez-vous prêts !**",Cosmoport bêta : préparation du chantier,Un projet d'ouvrage collectif visant à agrandir le cosmoport va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour 
l'agrandissement du cosmoport ! Venez nous filer un coup de main !",Searchingway,241057,0,0,1451,168,0,12,24,0,1,3,4,5,6,7,0,0,0,0,0,0,False
108,"Cosmoport bêta : en cours
**Participez à l'effort collectif !**",Cosmoport bêta : chantier en cours,Un projet d'ouvrage collectif visant à agrandir le cosmoport est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé pour 
l'agrandissement du cosmoport ! Merci d'avance !",Searchingway,241057,0,0,0,168,0,12,24,0,1,3,4,5,6,7,0,0,0,0,0,0,False
109,"Cosmoport bêta : terminé
**Quartier libre !**",Cosmoport bêta : chantier terminé,"L'agrandissement du cosmoport est terminé ! Nous allons pouvoir viser des planètes encore plus lointaines, merci de votre coopération !","L'agrandissement du cosmoport est terminé ! 
Bravo à tous les par­ti­ci­pants !",Searchingway,241058,126,12,1402,168,0,13,25,5,1,3,4,5,6,7,0,0,0,0,0,0,False
110,"Méga panneaux solaires : coll. matériaux
**Participez aux missions cosmiques !**",Méga panneaux solaires : collecte des matériaux,Nous avons besoin de matériaux pour installer des méga panneaux solaires ! Merci de participer aux missions cosmiques !,"Nous allons installer des méga panneaux solaires ! 
On compte sur vous pour les matériaux !",Searchingway,241059,0,0,0,168,0,13,26,0,1,3,4,5,6,7,0,0,0,0,0,0,False
111,"Méga panneaux solaires 1 : préparation
**Tenez-vous prêts !**",Méga panneaux solaires 1 : préparation du chantier,Un premier projet d'ouvrage collectif visant à installer des méga panneaux solaires va bientôt commencer ! Merci de participer !,"Un premier projet d'ouvrage collectif va bientôt être lancé pour 
installer des panneaux solaires ! Venez nous filer un coup de main !",Searchingway,241059,0,0,1451,168,0,13,26,0,1,3,4,5,6,7,0,0,0,0,0,0,False
112,"Méga panneaux solaires 1 : en cours
**Participez à l'effort collectif !**",Méga panneaux solaires 1 : chantier en cours,Un premier projet d'ouvrage collectif vient d'être lancé afin d'installer des méga panneaux solaires ! Merci de participer !,"Un premier projet d'ouvrage collectif vient d'être lancé 
afin d'installer des panneaux solaires ! Merci d'avance !",Searchingway,241059,0,0,0,168,0,13,26,0,1,3,4,5,6,7,0,0,0,0,0,0,False
113,"Méga panneaux solaires 2 : préparation
**Tenez-vous prêts !**",Méga panneaux solaires 2 : préparation du chantier,Un second projet d'ouvrage collectif visant à installer des méga panneaux solaires va bientôt commencer ! Merci de participer !,"Un second projet d'ouvrage collectif va bientôt être lancé pour 
installer des panneaux solaires ! Venez nous filer un coup de main !",Searchingway,241060,126,13,1401,168,0,14,27,5,1,3,4,5,6,7,0,0,0,0,0,0,False
114,"Méga panneaux solaires 2 : en cours
**Participez à l'effort collectif !**",Méga panneaux solaires 2 : chantier en cours,Un second projet d'ouvrage collectif vient d'être lancé afin d'installer des méga panneaux solaires ! Merci de participer !,"Un second projet d'ouvrage collectif vient d'être lancé 
afin d'installer des panneaux solaires ! Merci d'avance !",Searchingway,241060,0,0,0,168,0,14,27,0,1,3,4,5,6,7,0,0,0,0,0,0,False
115,"Méga panneaux solaires : terminés
**Quartier libre !**",Méga panneaux solaires : chantier terminé,"Le chantier d'installation des méga panneaux solaires est terminé ! On va avoir toute l'énergie dont on a besoin, merci de votre coopération !","L'installation des méga panneaux solaires 
est terminée ! Bravo et merci à tous !",Searchingway,241061,126,14,1402,168,0,15,28,5,1,3,4,5,6,7,0,0,0,0,0,0,False
116,"Station des drones : coll. matériaux
**Participez aux missions cosmiques !**",Station des drones : collecte des matériaux,Nous avons besoin de matériaux pour construire une station de drones ! Merci de participer aux missions cosmiques !,"Nous projetons de construire une station de drones ! 
Aidez-nous à réunir les matériaux nécessaires !",Searchingway,241062,0,0,0,168,0,15,29,0,1,3,4,5,6,7,0,0,0,0,0,0,False
117,"Station des drones : préparation
**Tenez-vous prêts !**",Station des drones : préparation du chantier,Un projet d'ouvrage collectif visant à construire une station de drones va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour la con­struc­tion 
d'une station de drones ! Venez nous filer un coup de main !",Searchingway,241062,0,0,1451,168,0,15,29,0,1,3,4,5,6,7,0,0,0,0,0,0,False
118,"Station des drones : en cours
**Participez à l'effort collectif !**",Station des drones : chantier en cours,Un projet d'ouvrage collectif visant à construire une station de drones est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé pour 
la con­struc­tion d'une station de drones ! Merci d'avance !",Searchingway,241062,0,0,0,168,0,15,29,0,1,3,4,5,6,7,0,0,0,0,0,0,False
119,"Opération de refroidissement 1 : préparation
**Tenez-vous prêts !**",Opération de refroidissement 1 : préparation,Un premier projet d'ouvrage collectif visant à refroidir le verre en fusion va bientôt commencer ! Merci de participer !,"Un premier projet d'ouvrage collectif va bientôt être lancé pour 
refroidir le verre en fusion ! Venez nous filer un coup de main !",Searchingway,241063,126,15,1401,168,0,16,30,5,1,3,4,5,6,7,0,0,0,0,0,0,False
120,"Opération de refroidissement 1 : en cours
**Participez à l'effort collectif !**",Opération de refroidissement 1 : en cours,Un premier projet d'ouvrage collectif vient d'être lancé afin de refroidir le verre en fusion ! Merci de participer !,"Un premier projet d'ouvrage collectif vient d'être lancé 
afin de refroidir le verre en fusion ! Merci d'avance !",Searchingway,241063,0,0,0,168,0,16,30,0,1,3,4,5,6,7,0,0,0,0,0,0,False
121,"Opération de refroidissement 2 : préparation
**Tenez-vous prêts !**",Opération de refroidissement 2 : préparation,Un second projet d'ouvrage collectif visant à refroidir le verre en fusion va bientôt commencer ! Merci de participer !,"Un second projet d'ouvrage collectif va bientôt être lancé pour 
refroidir le verre en fusion ! Venez nous filer un coup de main !",Searchingway,241064,126,16,1401,168,0,17,31,5,1,3,4,5,6,7,0,0,0,0,0,0,False
122,"Opération de refroidissement 2 : en cours
**Participez à l'effort collectif !**",Opération de refroidissement 2 : en cours,Un second projet d'ouvrage collectif vient d'être lancé afin de refroidir le verre en fusion ! Merci de participer !,"Un second projet d'ouvrage collectif vient d'être lancé 
afin de refroidir le verre en fusion ! Merci d'avance !",Searchingway,241064,0,0,0,168,0,17,31,0,1,3,4,5,6,7,0,0,0,0,0,0,False
123,"Opération de refroidissement : terminée
**Quartier libre !**",Opération de refroidissement : terminée,"L'opération de refroidissement est terminée ! L'exploration de Phaenna continue, merci de votre coopération !","L'opération de refroidissement est terminée ! 
Bravo et merci à tous !",Searchingway,241065,126,17,1484,168,0,18,32,6,1,3,4,5,6,7,0,0,0,0,0,0,False
124,"Cosmo-navette du volcan : coll. matériaux
**Participez aux missions cosmiques !**",Cosmo-navette du volcan : collecte des matériaux,Nous avons besoin de matériaux pour construire la cosmo-navette du volcan ! Merci de participer aux missions cosmiques !,"Nous prévoyons de construire une cosmo-navette près de la Cheminée 
de Fusingway ! Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241066,0,0,0,168,0,18,33,0,1,3,4,5,6,7,0,0,0,0,0,0,False
125,"Cosmo-navette du volcan : en cours
**Encore un peu de patience !**",Cosmo-navette du volcan : chantier en cours,"La fin du chantier pour la con­struc­tion de la cosmo-navette du volcan approche ! Encore un peu de patience, et nous pourrons tous en profiter !","La fin du chantier pour la con­struc­tion de la cosmo-navette 
du volcan est prévue pour bientôt !",Searchingway,241066,0,0,1452,168,0,18,33,0,1,3,4,5,6,7,0,0,0,0,0,0,False
126,"Cosmo-navette du volcan : terminée
**Quartier libre !**",Cosmo-navette du volcan : chantier terminé,"La con­struc­tion de la cosmo-navette du volcan est terminée ! L'exploration dans cette direction va s'accélérer, merci de votre coopération !","La con­struc­tion de la cosmo-navette du volcan est 
terminée ! Un grand merci à tous les par­ti­ci­pants !",Searchingway,241067,126,18,1485,168,0,19,34,6,1,3,4,5,6,7,0,0,0,0,0,0,False
127,"Stellascope : coll. matériaux
**Participez aux missions cosmiques !**",Stellascope : collecte des matériaux,Nous avons besoin de matériaux pour équiper la station Souffleverre d'un super télescope ! Merci de participer aux missions cosmiques !,"Nous comptons doter la station Souffleverre d'un télescope ! 
Nous sommes en train de réunir les matériaux nécessaires !",Searchingway,241068,0,0,0,168,0,19,35,0,1,3,4,5,6,7,0,0,0,0,0,0,False
128,"Stellascope : préparation
**Tenez-vous prêts !**",Stellascope : préparation du chantier,Un projet d'ouvrage collectif visant à équiper la station Souffleverre d'un super télescope va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé en vue d'équiper la 
station Souffleverre d'un télescope ! Venez nous filer un coup de main !",Searchingway,241068,0,0,1451,168,0,19,35,0,1,3,4,5,6,7,0,0,0,0,0,0,False
129,"Stellascope : en cours
**Participez à l'effort collectif !**",Stellascope : chantier en cours,Un projet d'ouvrage collectif visant à équiper la station Souffleverre d'un super télescope est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé afin 
d'équiper la station Souffleverre d'un télescope !",Searchingway,241068,0,0,0,168,0,19,35,0,1,3,4,5,6,7,0,0,0,0,0,0,False
130,"Stellascope : terminé
**Prenez un repos bien mérité !**",Stellascope : chantier terminé,"La station Souffleverre est désormais équipée d'un super télescope ! Nous allons pouvoir observer les profondeurs de l'univers, merci de votre coopération !","L'installation du télescope est terminée ! 
Un grand merci à tous les par­ti­ci­pants !",Searchingway,241069,126,19,1486,168,0,20,36,6,1,3,4,5,6,7,0,0,0,0,0,0,False
131,"Développement de la station Soufleverre terminé
**Vers l'infini, et au-delà !**",Développement de la station Soufleverre terminé,"Toutes les infrastructures de la station Souffleverre sont achevées ! Maintenant, la prochaine planète nous attend ! Fé­li­ci­ta­tions et merci à toutes et à tous !","Grâce à nos efforts combinés, les différentes infrastructures prévues pour 
la station Souffleverre sont enfin terminées ! Merci, merci, et encore merci !!!",Searchingway,241070,0,0,0,168,0,20,37,0,1,3,4,5,6,7,0,0,0,0,0,0,False
132,"Modules d'habitation : coll. matériaux
**Participez aux missions cosmiques !**",Modules d'habitation : collecte des matériaux,Nous avons besoin de matériaux pour construire des modules d'habitation ! Merci de participer aux missions cosmiques !,"Nous sommes en train de réunir les matériaux nécessaires à 
la con­struc­tion de modules d'habitation ! Votre aide est la bienvenue !",Searchingway,241072,0,0,0,170,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,False
133,"Modules d'habitation : préparation
**Tenez-vous prêts !**",Modules d'habitation : préparation du chantier,Un projet d'ouvrage collectif visant à construire des modules d'habitation va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour 
la con­struc­tion des modules d'habitation ! On compte sur vous !",Searchingway,241072,166,1,1451,170,0,0,1,5,1,0,0,0,0,0,0,0,0,0,0,0,False
134,"Modules d'habitation : en cours
**Participez à l'effort collectif !**",Modules d'habitation : chantier en cours,Un projet d'ouvrage collectif visant à construire des modules d'habitation est en cours ! Merci de participer !,"Un projet d'ouvrage collectif vient d'être lancé pour 
la con­struc­tion des modules d'habitation ! Merci d'avance !",Searchingway,241072,0,0,0,170,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,False
135,"Modules d'habitation : terminés
**Quartier libre !**",Modules d'habitation : chantier terminé,"Les modules d'habitation sont terminés ! Les conditions de vie à la station vont s'améliorer, merci de votre coopération !","La con­struc­tion des modules d'habitation 
est terminée ! Bravo à tous !",Searchingway,241073,166,3,1575,170,0,1,3,6,1,0,0,0,0,0,0,0,0,0,0,7,False
136,"Cosmo-navette du plateau central : préparation
**Tenez-vous prêts !**",Cosmo-navette du plateau central : préparation du chantier,Un projet d'ouvrage collectif visant à installer un système de navettes va bientôt commencer ! Merci de participer !,"Un projet d'ouvrage collectif va bientôt être lancé pour 
la con­struc­tion de la cosmo-navette ! On compte sur vous !",Searchingway,241074,166,4,0,170,0,1,4,5,1,0,0,0,0,0,0,0,0,0,0,0,False
