#,InternalName,Name,DataCenter,Unknown0,UserType,Unknown1,Region,Unknown2,IsPublic
1113,LvRenZhanQiao,旅人栈桥,102,102,101,2,2,False,False
1114,LongWenYan,龙纹岩,0,0,0,2,2,False,False
1115,HaiManQiaoLang,海鳗桥廊,0,0,0,2,2,False,False
1116,YuanQuanZhiTi,源泉之梯,0,0,0,2,2,False,False
1117,MiShiTa,秘石塔,0,0,0,2,2,False,False
1118,RiShengMen,日升门,0,0,0,2,2,False,False
1119,XiFengJia,西风岬,0,0,0,2,2,False,False
1120,ShenLiZhiMen,审理之门,0,0,0,2,2,False,False
1121,FuXiaoZhiJian,拂晓之间,102,102,101,2,2,False,False
1122,HaiLangDong,海狼洞,0,0,0,2,2,False,False
1123,XiangShuYuan,橡树原,0,0,0,2,2,False,False
1124,MoNvKaFeiGuan,魔女咖啡馆,0,0,0,2,2,False,False
1125,JuLongShouYingDi,巨龙首营地,0,0,0,2,2,False,False
1126,DiYuHeGu,低语河谷,0,0,0,2,2,False,False
1127,FuRongYuanZhuo,芙蓉圆桌,0,0,0,2,2,False,False
1128,ShenWoJiao,神握角,0,0,0,2,2,False,False
1129,HuangJinGuangChang,黄金广场,0,0,0,2,2,False,False
1130,WanZhiMuChang,弯枝牧场,0,0,0,2,2,False,False
1131,QiMuQuan,桤木泉,0,0,0,2,2,False,False
1132,JingChiZhanQiao,镜池栈桥,0,0,0,2,2,False,False
1133,BaiOuTA,白鸥塔,0,0,0,2,2,False,False
1134,XiaoShiWangDu,消逝王都,0,0,0,2,2,False,False
1135,KuaTianQiao,跨天桥,0,0,0,2,2,False,False
1136,ShengRenLei,圣人泪,0,0,0,2,2,False,False
1137,JianFeng,剑峰,0,0,0,2,2,False,False
1138,HouWeiTa,后桅塔,0,0,0,2,2,False,False
1139,BaiYinJiShi,白银集市,0,0,0,2,2,False,False
1140,LaiShengHuiLang,来生回廊,0,0,0,2,2,False,False
1141,BaoFengLuMen,暴风陆门,0,0,0,2,2,False,False
1142,YouLingHu,幽灵湖,0,0,0,2,2,False,False
1143,ShiLvHu,石绿湖,0,0,0,2,2,False,False
1144,HuangHunWan,黄昏湾,0,0,0,2,2,False,False
1145,XiaoALaMiGe,小阿拉米格,0,0,0,2,2,False,False
1146,FangLangShenLiTang,放浪神礼堂,0,0,0,2,2,False,False
1147,JingJiSen,荆棘森,0,0,0,2,2,False,False
1148,LangYanQiu,狼烟丘,0,0,0,2,2,False,False
1149,ShengRenLvDao,圣人旅道,0,0,0,2,2,False,False
1150,BuHuiZhanQuan,不悔战泉,0,0,0,2,2,False,False
1151,JiuTeng,九藤,0,0,0,2,2,False,False
1152,RongYaoXi,荣耀溪,0,0,0,2,2,False,False
1153,JingShu,境树,0,0,0,2,2,False,False
1154,YuMenYiXue,狱门蚁穴,0,0,0,2,2,False,False
1155,YiWangLvZhou,遗忘绿洲,0,0,0,2,2,False,False
1156,YanDiLing,炎帝陵,0,0,0,2,2,False,False
1157,GeYongLieGu,歌咏裂谷,0,0,0,2,2,False,False
1158,LiuShaWu,流沙屋,0,0,0,2,2,False,False
1159,BaJianShiQianTing,八剑士前庭,0,0,0,2,2,False,False
1160,Bahamute,巴哈姆特,0,0,0,2,2,False,False
1161,Zhushenhuanghun,诸神黄昏,0,0,0,2,2,False,False
1162,Wangzhezhijian,王者之剑,0,0,0,2,2,False,False
1163,Luxingniao,陆行鸟,0,0,0,2,2,False,False
1164,Shenshengcaipansuo,神圣裁判所,0,0,0,2,2,False,False
1165,Bingtiangong,冰天宫,0,0,0,2,2,False,False
1166,Longchaoshendian,龙巢神殿,102,102,101,2,2,False,False
1167,HongYuHai,红玉海,101,101,101,2,2,False,False
1168,HuangJinGang,クガネ,0,0,0,2,2,False,False
1169,YanXia,延夏,103,103,101,2,2,False,False
1170,ChaoFengTing,潮风亭,102,102,101,2,2,False,False
1171,ShenQuanHen,神拳痕,102,102,101,2,2,False,False
1172,BaiYinXiang,白银乡,102,102,101,2,2,False,False
1173,YuZhouHeYin,宇宙和音,101,101,101,2,2,False,False
1174,WoXianXiRan,沃仙曦染,101,101,101,2,2,False,False
1175,ChenXiWangZuo,晨曦王座,101,101,101,2,2,False,False
1176,MengYuBaoJing,梦羽宝境,102,102,101,2,2,False,False
1177,HaiMaoChaWu,海猫茶屋,103,103,101,2,2,False,False
1178,RouFengHaiWan,柔风海湾,103,103,101,2,2,False,False
1179,HuPoYuan,琥珀原,103,103,101,2,2,False,False
1180,TaiYangHaiAn2,太阳海岸,104,104,101,2,2,False,False
1181,YongHengChuan2,永恒川,0,0,0,2,2,False,False
1182,MoSHouLingYu2,魔兽领域,0,0,0,2,2,False,False
1183,YinLeiHu2,银泪湖,104,104,101,2,2,False,False
1184,HeFengLiuDi2,和风流地,0,0,0,2,2,False,False
1185,YaoJingLing2,妖精领,0,0,0,2,2,False,False
1186,YiXiuJiaDe2,伊修加德,104,104,101,2,2,False,False
1188,XiaoMaiJiuGang2,小麦酒港,0,0,0,2,2,False,False
1189,YueYingDao2,月影岛,0,0,0,2,2,False,False
1190,PuTaoJiuGang2,葡萄酒港,0,0,0,2,2,False,False
1191,ShenLingShengYu2,神灵圣域,0,0,0,2,2,False,False
1192,ShuiJingTa2,水晶塔,104,104,101,2,2,False,False
1194,FeiCuiHu2,翡翠湖,0,0,0,2,2,False,False
1195,DiPingGuan2,地平关,0,0,0,2,2,False,False
1196,MiWuShiDi2,迷雾湿地,0,0,0,2,2,False,False
1197,KuErZhaSi2,库尔札斯,0,0,0,2,2,False,False
1198,ZhiZhangXiaGu2,执掌峡谷,0,0,0,2,2,False,False
1199,ShanHuTa2,珊瑚塔 ,0,0,0,2,2,False,False
1200,YaMaWuLuoTi,亚马乌罗提,104,104,101,2,2,False,False
1201,HongChaChuan2,红茶川,104,104,101,2,2,False,False
1202,SaLeiAn,萨雷安,0,0,0,2,2,False,False
1203,JiaLeiMa,加雷马,0,0,0,2,2,False,False
1536,,,0,0,0,0,0,False,False
1537,,,0,0,0,0,0,False,False
1552,sdocontents1,sdocontents1,0,0,0,2,2,True,False
1553,sdocontents2,sdocontents2,0,0,0,2,2,True,False
1554,sdocontents3,sdocontents3,0,0,0,2,2,True,False
1555,sdocontents4,sdocontents4,0,0,0,2,2,True,False
1556,sdocontents5,sdocontents5,0,0,0,2,2,True,False
1557,sdocontents6,sdocontents6,0,0,0,2,2,True,False
1558,sdocontents7,sdocontents7,0,0,0,2,2,True,False
1559,sdocontents8,sdocontents8,0,0,0,2,2,True,False
1560,sdocontents9,sdocontents9,0,0,0,2,2,True,False
1561,sdocontents10,sdocontents10,0,0,0,2,2,True,False
1562,sdocontents11,sdocontents11,0,0,0,2,2,True,False
1563,sdocontents12,sdocontents12,0,0,0,2,2,True,False
1564,sdocontents13,sdocontents13,0,0,0,2,2,True,False
1565,sdocontents14,sdocontents14,0,0,0,2,2,True,False
1566,sdocontents15,sdocontents15,0,0,0,2,2,True,False
1567,sdocontents16,sdocontents16,0,0,0,2,2,True,False
1568,sdocontents17,sdocontents17,0,0,0,2,2,True,False
1569,sdocontents18,sdocontents18,0,0,0,2,2,True,False
1570,sdocontents19,sdocontents19,0,0,0,2,2,True,False
1571,sdocontents20,sdocontents20,0,0,0,2,2,True,False
1572,sdocontents21,sdocontents21,0,0,0,2,2,True,False
1573,sdocontents22,sdocontents22,0,0,0,2,2,True,False
1574,sdocontents23,sdocontents23,0,0,0,2,2,True,False
1575,sdocontents24,sdocontents24,0,0,0,2,2,True,False
1576,sdocontents25,sdocontents25,0,0,0,2,2,True,False
1577,sdocontents26,sdocontents26,0,0,0,2,2,True,False
1578,sdocontents27,sdocontents27,0,0,0,2,2,True,False
1579,sdocontents28,sdocontents28,0,0,0,2,2,True,False
1580,sdocontents29,sdocontents29,0,0,0,2,2,True,False
1581,sdocontents30,sdocontents30,0,0,0,2,2,True,False
1582,sdocontents31,sdocontents31,0,0,0,2,2,True,False
1583,sdocontents32,sdocontents32,0,0,0,2,2,True,False
1584,sdocontents33,sdocontents33,0,0,0,2,2,True,False
1585,sdocontents34,sdocontents34,0,0,0,2,2,True,False
1586,sdocontents35,sdocontents35,0,0,0,2,2,True,False
1587,sdocontents36,sdocontents36,0,0,0,2,2,True,False
1588,sdocontents37,sdocontents37,0,0,0,2,2,True,False
1589,sdocontents38,sdocontents38,0,0,0,2,2,True,False
1590,sdocontents39,sdocontents39,0,0,0,2,2,True,False
1591,sdocontents40,sdocontents40,0,0,0,2,2,True,False
1592,sdocontents41,sdocontents41,0,0,0,2,2,True,False
1593,sdocontents42,sdocontents42,0,0,0,2,2,True,False
1594,sdocontents43,sdocontents43,0,0,0,2,2,True,False
1595,sdocontents44,sdocontents44,0,0,0,2,2,True,False
1596,sdocontents45,sdocontents45,0,0,0,2,2,True,False
1597,sdocontents46,sdocontents46,0,0,0,2,2,True,False
1598,sdocontents47,sdocontents47,0,0,0,2,2,True,False
1599,sdocontents48,sdocontents48,0,0,0,2,2,True,False
1600,sdocontents49,sdocontents49,0,0,0,2,2,True,False
1601,sdocontents50,sdocontents50,0,0,0,2,2,True,False
1602,sdocontents51,sdocontents51,0,0,0,2,2,True,False
1603,sdocontents52,sdocontents52,0,0,0,2,2,True,False
1604,sdocontents53,sdocontents53,0,0,0,2,2,True,False
1605,sdocontents54,sdocontents54,0,0,0,2,2,True,False
1606,sdocontents55,sdocontents55,0,0,0,2,2,True,False
1607,sdocontents56,sdocontents56,0,0,0,2,2,True,False
1608,sdocontents57,sdocontents57,0,0,0,2,2,True,False
1609,sdocontents58,sdocontents58,0,0,0,2,2,True,False
1610,sdocontents59,sdocontents59,0,0,0,2,2,True,False
1611,sdocontents60,sdocontents60,0,0,0,2,2,True,False
1612,sdocontents61,sdocontents61,0,0,0,2,2,True,False
1613,sdocontents62,sdocontents62,0,0,0,2,2,True,False
1614,sdocontents63,sdocontents63,0,0,0,2,2,True,False
1615,sdocontents64,sdocontents64,0,0,0,2,2,True,False
1616,sdocontents65,sdocontents65,0,0,0,2,2,True,False
1617,sdocontents66,sdocontents66,0,0,0,2,2,True,False
1618,sdocontents67,sdocontents67,0,0,0,2,2,True,False
1619,sdocontents68,sdocontents68,0,0,0,2,2,True,False
1620,sdocontents69,sdocontents69,0,0,0,2,2,True,False
1621,sdocontents70,sdocontents70,0,0,0,2,2,True,False
1622,sdocontents71,sdocontents71,0,0,0,2,2,True,False
1623,sdocontents72,sdocontents72,0,0,0,2,2,True,False
1624,sdocontents73,sdocontents73,0,0,0,2,2,True,False
1625,sdocontents74,sdocontents74,0,0,0,2,2,True,False
1626,sdocontents75,sdocontents75,0,0,0,2,2,True,False
1627,sdocontents76,sdocontents76,0,0,0,2,2,True,False
1628,sdocontents77,sdocontents77,0,0,0,2,2,True,False
1629,sdocontents78,sdocontents78,0,0,0,2,2,True,False
1630,sdocontents79,sdocontents79,0,0,0,2,2,True,False
1631,sdocontents80,sdocontents80,0,0,0,2,2,True,False
1632,sdocontents81,sdocontents81,0,0,0,2,2,True,False
1633,sdocontents82,sdocontents82,0,0,0,2,2,True,False
1634,sdocontents83,sdocontents83,0,0,0,2,2,True,False
1635,sdocontents84,sdocontents84,0,0,0,2,2,True,False
1636,sdocontents85,sdocontents85,0,0,0,2,2,True,False
1637,sdocontents86,sdocontents86,0,0,0,2,2,True,False
1638,sdocontents87,sdocontents87,0,0,0,2,2,True,False
1639,sdocontents88,sdocontents88,0,0,0,2,2,True,False
1640,sdocontents89,sdocontents89,0,0,0,2,2,True,False
1641,sdocontents90,sdocontents90,0,0,0,2,2,True,False
1642,sdocontents91,sdocontents91,0,0,0,2,2,True,False
1643,sdocontents92,sdocontents92,0,0,0,2,2,True,False
1644,sdocontents93,sdocontents93,0,0,0,2,2,True,False
1645,sdocontents94,sdocontents94,0,0,0,2,2,True,False
1646,sdocontents95,sdocontents95,0,0,0,2,2,True,False
1647,sdocontents96,sdocontents96,0,0,0,2,2,True,False
1648,sdocontents97,sdocontents97,0,0,0,2,2,True,False
1649,sdocontents98,sdocontents98,0,0,0,2,2,True,False
1650,sdocontents99,sdocontents99,0,0,0,2,2,True,False
1651,sdocontents100,sdocontents100,0,0,0,2,2,True,False
1652,sdocontents101,sdocontents101,0,0,0,2,2,True,False
1653,sdocontents102,sdocontents102,0,0,0,2,2,True,False
1654,sdocontents103,sdocontents103,0,0,0,2,2,True,False
1655,sdocontents104,sdocontents104,0,0,0,2,2,True,False
1656,sdocontents105,sdocontents105,0,0,0,2,2,True,False
1657,sdocontents106,sdocontents106,0,0,0,2,2,True,False
1658,sdocontents107,sdocontents107,0,0,0,2,2,True,False
1659,sdocontents108,sdocontents108,0,0,0,2,2,True,False
1660,sdocontents109,sdocontents109,0,0,0,2,2,True,False
1661,sdocontents110,sdocontents110,0,0,0,2,2,True,False
1662,sdocontents111,sdocontents111,0,0,0,2,2,True,False
1663,sdocontents112,sdocontents112,0,0,0,2,2,True,False
1664,sdocontents113,sdocontents113,0,0,0,2,2,True,False
1665,sdocontents114,sdocontents114,0,0,0,2,2,True,False
1666,sdocontents115,sdocontents115,0,0,0,2,2,True,False
1667,sdocontents116,sdocontents116,0,0,0,2,2,True,False
1668,sdocontents117,sdocontents117,0,0,0,2,2,True,False
1669,sdocontents118,sdocontents118,0,0,0,2,2,True,False
1670,sdocontents119,sdocontents119,0,0,0,2,2,True,False
1671,sdocontents120,sdocontents120,0,0,0,2,2,True,False
2048,,,0,0,0,0,0,False,False
2049,,,0,0,0,0,0,False,False
2050,KrBahamut,바하무트,0,0,0,3,3,False,False
2051,KrIfrit,이프리트,0,0,0,3,3,False,False
2052,KrGaruda,가루다,0,0,0,3,3,False,False
2053,KrRamuh,라무,0,0,0,3,3,False,False
2054,KrOdin,오딘,0,0,0,3,3,False,False
2055,KrUltima,알테마,0,0,0,3,3,False,False
2056,KrMandragora,만드라고라,0,0,0,3,3,False,False
2057,KrTonberry2,旧톤베리,0,0,0,3,3,False,False
2058,KrExcalibur,엑스칼리버,0,0,0,3,3,False,False
2059,KrPhoenix,피닉스,0,0,0,3,3,False,False
2060,KrAlexander,알렉산더,0,0,0,3,3,False,False
2061,KrTitan,타이탄,0,0,0,3,3,False,False
2062,KrLeviathan,리바이어선,0,0,0,3,3,False,False
2063,KrShiva,시바,0,0,0,3,3,False,False
2064,KrBehemoth,베히모스,0,0,0,3,3,False,False
2065,KrGilgamesh,길가메시,0,0,0,3,3,False,False
2066,KrSabotender,사보텐더,0,0,0,3,3,False,False
2067,KrUnicorn,유니콘,0,0,0,3,3,False,False
2068,KrRagnarok,라그나로크,0,0,0,3,3,False,False
2069,KrRamia,라미아,0,0,0,3,3,False,False
2070,KrNewPublic1,KrNewPublic1,0,0,0,3,3,False,False
2071,KrNewPublic2,KrNewPublic2,0,0,0,3,3,False,False
2072,KrNewPublic3,KrNewPublic3,0,0,0,3,3,False,False
2073,KrNewPublic4,KrNewPublic4,0,0,0,3,3,False,False
2074,KrNewPublic5,KrNewPublic5,0,0,0,3,3,False,False
2075,KrCarbuncle,카벙클,201,201,201,3,3,False,False
2076,KrChocobo,초코보,201,201,201,3,3,False,False
2077,KrMoogle,모그리,201,201,201,3,3,False,False
2078,KrTonberry,톤베리,201,201,201,3,3,False,False
2079,KrCaitsith,캐트시,0,0,0,3,3,False,False
2080,KrFenrir,펜리르,201,201,201,3,3,False,False
2081,KrOmega,오메가,201,201,201,3,3,False,False
2560,,,0,0,0,0,0,False,False
2561,,,0,0,0,0,0,False,False
2562,krcontents1,krcontents1,0,0,0,3,3,True,False
2563,krcontents2,krcontents2,0,0,0,3,3,True,False
2564,krcontents3,krcontents3,0,0,0,3,3,True,False
2565,krcontents4,krcontents4,0,0,0,3,3,True,False
2566,krcontents5,krcontents5,0,0,0,3,3,True,False
2567,krcontents6,krcontents6,0,0,0,3,3,True,False
2568,krcontents7,krcontents7,0,0,0,3,3,True,False
2569,krcontents8,krcontents8,0,0,0,3,3,True,False
2570,krcontents9,krcontents9,0,0,0,3,3,True,False
2571,krcontents10,krcontents10,0,0,0,3,3,True,False
2572,krcontents11,krcontents11,0,0,0,3,3,True,False
2573,krcontents12,krcontents12,0,0,0,3,3,True,False
2574,krcontents13,krcontents13,0,0,0,3,3,True,False
2575,krcontents14,krcontents14,0,0,0,3,3,True,False
2576,krcontents15,krcontents15,0,0,0,3,3,True,False
2577,krcontents16,krcontents16,0,0,0,3,3,True,False
2578,krcontents17,krcontents17,0,0,0,3,3,True,False
2579,krcontents18,krcontents18,0,0,0,3,3,True,False
2580,krcontents19,krcontents19,0,0,0,3,3,True,False
2581,krcontents20,krcontents20,0,0,0,3,3,True,False
2582,krcontents21,krcontents21,0,0,0,3,3,True,False
2583,krcontents22,krcontents22,0,0,0,3,3,True,False
3000,Cloudtest01,Cloudtest01,13,13,9,1,1,False,True
3001,Cloudtest02,Cloudtest02,13,13,9,1,1,False,True
3500,Clcontents01,Clcontents01,0,0,0,1,1,True,False
3501,Clcontents02,Clcontents02,0,0,0,1,1,True,False
3502,Clcontents03,Clcontents03,0,0,0,1,1,True,False
4000,,,0,0,0,0,0,False,False
4001,,,0,0,0,0,0,False,False
4002,,,0,0,0,0,0,False,False
4003,,,0,0,0,0,0,False,False
4004,,,0,0,0,0,0,False,False
4020,,,0,0,0,0,0,False,False
4021,,,0,0,0,0,0,False,False
4022,,,0,0,0,0,0,False,False
4023,,,0,0,0,0,0,False,False
4024,,,0,0,0,0,0,False,False
4025,,,0,0,0,0,0,False,False
4026,,,0,0,0,0,0,False,False
4027,,,0,0,0,0,0,False,False
4028,,,0,0,0,0,0,False,False
4029,,,0,0,0,0,0,False,False
4030,,,0,0,0,0,0,False,False
4031,,,0,0,0,0,0,False,False
4032,,,0,0,0,0,0,False,False
4033,,,0,0,0,0,0,False,False
4034,,,0,0,0,0,0,False,False
4035,,,0,0,0,0,0,False,False
4036,,,0,0,0,0,0,False,False
4037,,,0,0,0,0,0,False,False
4038,,,0,0,0,0,0,False,False
4039,,,0,0,0,0,0,False,False
4040,,,0,0,0,0,0,False,False
4041,,,0,0,0,0,0,False,False
4042,,,0,0,0,0,0,False,False
4043,,,0,0,0,0,0,False,False
4044,,,0,0,0,0,0,False,False
4045,,,0,0,0,0,0,False,False
4046,,,0,0,0,0,0,False,False
4047,,,0,0,0,0,0,False,False
4048,,,0,0,0,0,0,False,False
4049,,,0,0,0,0,0,False,False
4050,,,0,0,0,0,0,False,False
4051,,,0,0,0,0,0,False,False
9000,,,0,0,0,0,0,False,False
10000,crossworld_range,,0,0,0,0,0,False,False
10001,crossworld,,0,0,0,0,0,False,False
10002,crossworld,,0,0,0,0,0,False,False
10003,crossworld,,0,0,0,0,0,False,False
10004,crossworld,,0,0,0,0,0,False,False
10005,crossworld,,0,0,0,0,0,False,False
10006,crossworld,,0,0,0,0,0,False,False
10007,crossworld,,0,0,0,0,0,False,False
10008,crossworld,,0,0,0,0,0,False,False
10009,crossworld,,0,0,0,0,0,False,False
10010,crossworld,,0,0,0,0,0,False,False
10011,crossworld,,0,0,0,0,0,False,False
10012,crossworld,,0,0,0,0,0,False,False
10013,crossworld,,0,0,0,0,0,False,False
10014,crossworld,,0,0,0,0,0,False,False
10015,crossworld,,0,0,0,0,0,False,False
10016,crossworld,,0,0,0,0,0,False,False
10017,crossworld,,0,0,0,0,0,False,False
10018,crossworld,,0,0,0,0,0,False,False
10019,crossworld,,0,0,0,0,0,False,False
10020,crossworld,,0,0,0,0,0,False,False
10098,crossworld,,0,0,0,0,0,False,False
65534,outofrange1,,0,0,0,0,0,False,False
65535,outofrange2,,0,0,0,0,0,False,False
