#,Name,Impression,Description,Level,MinLevel,PlaceName,IconList,IconDiscovered,IconUndiscovered,Emote,MinTime,MaxTime,MaxLevel,IsInitial
2162771,Vigile du Crépuscule,"Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","À l'instar des autres Vigiles, ce bastion de la lutte anti-dragons fut édifié pour défendre Ishgard contre ses ennemis héréditaires. Des chevaliers de la maison Durendaire y étaient autrefois postés sous les ordres de sire Yuhelmeric. Le Fléau ayant détruit une partie des remparts, le froid a enfermé la place forte dans un cercueil de glace. Abandonnée, elle est aujourd'hui infestée de créatures maléfiques.",5927561,50,2200,81589,81089,81454,22,0,0,50,False
2162772,Bergeries de Gorgagne,"Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cette ferme fut bâtie par sire Gorgagne, un chevalier servant la maison Durendaire. S'étant impliqué dans l'éducation du fils aîné des Durendaire en qualité de maître d'armes, l'homme fut pro­fon­dé­ment affecté par la disparition brutale de celui-ci lors d'un voyage. L'héritier ne donna plus jamais signe de vie, et sire Gorgagne, abattu, renonça à sa carrière militaire pour se consacrer à cette ex­ploi­ta­tion.",5927562,50,2200,81590,81090,81454,22,0,0,50,False
2162773,Les Pruches,"Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Déserté suite au grand refroidissement d'après le Fléau, ce hameau était jadis un village de bûcherons qui vivaient du bois des nombreux conifères des environs. Ce sont d'ailleurs eux qui lui ont donné son nom de *pruches* ou pérusses, de l'appellation locale de ces pins emblématiques de la région.",5959933,50,2200,81591,81091,81454,22,0,0,50,False
2162774,Lit d'os,"Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Selon certaines rumeurs, les yétis pré­fé­re­raient dormir sur des couches improvisées qu'ils con­fec­tion­neraient avec les ossements de leurs victimes. Nul ne saurait confirmer ou infirmer ceci, notamment du fait que les plus grands naturalistes sont peu enthousiastes à l'idée d'aller vérifier sur place.",5959936,50,2200,81592,81092,81454,22,0,0,50,False
2162775,Loth ast Gnath,"Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Construits grâce à un mélange d'argile et de salive, les nids des Gnathes se montrent étonnamment solides. Ils sont notamment capables de résister aux intempéries de l'Avant-pays dravanien. La fumée qui s'élève de ces structures serait une sorte d'encens dont la fonction serait de repousser les dragons.",5927563,50,2000,81631,81131,81456,22,0,0,50,False
2162776,Annexe Mineure,"Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Ces ruines seraient les vestiges d'une grande cité disparue, mais selon la version officielle du Saint-Siège, il s'agirait de hameaux où vivaient autrefois des hérétiques et que Halone la Conquérante aurait rasés dans un acte de vengeance divine. De nombreux érudits contestent toutefois cette vision de l'Histoire.",5927564,50,2000,81632,81132,81456,22,0,0,50,False
2162777,Annexe Trine,"Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.",Ces trois tours se distinguent par le fait qu'elles semblent avoir été bâties pour accueillir à la fois des humains et des dragons. Cette particularité architecturale tendrait à corroborer la position du Saint-Siège selon laquelle elles auraient été érigées par des sorcières hérétiques pour elles-mêmes et leurs conjoints draconiques.,5927565,50,2000,81633,81133,81456,22,0,0,50,False
2162778,Les Cent Râles,"Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Le puissant courant de la rivière a presque emporté entièrement ces anciennes ruines situées au pied de Sohm Al. Désormais, cet endroit est habité par toutes sortes de créatures qui se nourrissent des poissons et autres formes de vie, et par les dragons qui chassent ces premières.",5927566,50,2000,81634,81134,81456,22,0,0,50,False
2162779,Halo,"Ce magnifique endroit de l'Avant-pays dravanien, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges, est un lieu idéal pour prier.","Cet ancien autel est situé dans les profondeurs ardentes de Morne. Il était autrefois décoré de deux statues, l'une à l'effigie d'une jeune femme et l'autre d'un dragon, mais seule la seconde existe encore de nos jours. En levant les yeux à cet endroit, il est possible d'observer le pic flottant de Sohm Al.",5927567,50,2000,81635,81135,81456,58,0,0,50,False
2162780,La Penne,"Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Créé par des chasseurs qui sont venus en ces lieux reculés dans l'espoir d'attraper les chocobos sauvages de la forêt alentour, ce hameau et ses habitants sont astucieusement protégés des regards hostiles des dragons grâce aux branches et aux feuillages des majestueux toucheciels.",5959938,50,2000,81636,81136,81456,22,0,0,50,False
2162781,Sohm Al,"Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","De tous les monts qui forment la chaîne d'Abalathia, aucun ne s'élève aussi haut que le pic de Sohm Al, le toit d'Éorzéa. Il est considéré comme une terre sacrée par les dragons, qui s'y rendent lorsqu'ils sentent leur dernière heure arrivée. La vue de cette imposante montagne formée de cristal et non de roche, et qui flotte dans le ciel, est quelque chose d'inoubliable.",5959940,50,2000,81637,81137,81456,22,0,0,50,False
2162782,Nid-Mog,"Lorsqu'on observe L'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cette colonie de Mogs est curieusement installée au sommet de Sohm Al, la plus haute montagne d'Éorzéa, au cœur du domaine des dragons. Sans doute ces créatures poilues ont-elles conclu un pacte avec le dragon ancien Hraesvelgr pour obtenir sa protection et le droit de vivre à cet endroit.",5927570,50,2002,81645,81145,81456,22,0,0,50,False
2162783,L'Aire,"Lorsqu'on observe L'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","De violentes tempêtes éthéréennes font continuellement rage autour du repaire de Nidhogg, empêchant d'approcher tous ceux qui chercheraient à déranger le dragon ancien dans son sommeil, fût-il de quelques années ou de plusieurs siècles.",5927571,50,2002,81646,81146,81456,22,0,0,50,False
2162784,Tharl Oom Khash,"Lorsqu'on observe L'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cet ancien édifice, dont le nom signifierait “cristal issu du remords” dans la langue des dragons, est à moitié absorbé par des formations de cette matière. De par le degré de cristallisation, certains postulent qu'un être qui possédait un pouvoir capable de rivaliser avec celui des sept dragons anciens a perdu la vie à cet endroit.",5927572,50,2002,81647,81147,81456,22,0,0,50,False
2162785,Zénith,"Lorsqu'on observe L'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cette majestueuse forteresse, située au centre même du domaine de Hraesvelgr, est gardée par les Mogs qui vivent dans L'Écume des cieux, selon un pacte conclu entre le dragon ancien et ces créatures. Malgré le millier d'années qui s'est écoulé, l'édifice continue de se dresser bravement, forçant le respect de tous ceux qui posent les yeux dessus.",5927573,50,2002,81648,81148,81456,22,0,0,50,False
2162786,L'Isolé,"Ce magnifique endroit de L'Écume des cieux de Dravania, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges, est un lieu idéal pour prier.",Cet imposant monument se dresse sur une île adjacente à celle appelée Clos-Vert. Les Mogs l'appelle L'Isolé car ils pensent qu'il s'agit d'une statue à l'effigie d'un “roi des habitants de la terre qui se serait perdu”. Il n'existe toutefois aucun document qui pourrait permettre d'établir l'identité de cet individu.,5927574,50,2002,81649,81149,81456,58,0,0,50,False
2162787,Maison des lettreux,"Lorsqu'on observe L'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.",Ces murs vieux de mille ans sont tout ce qu'il reste d'une tour qui aurait été bâtie par les humains et les dragons avant qu'ils ne se déclarent la guerre. Les lettres gravées que l'on peut encore deviner sur certaines de ces vieilles pierres ont amené les Mogs à donner à ces vestiges le nom qu'on leur connaît ac­tu­el­le­ment.,5959944,50,2002,81650,81150,81456,22,0,0,50,False
2162788,La Roquerie,"Lorsqu'on observe L'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","D'après les dires des Mogs, l'endroit connu sous le nom de la Roquerie était autrefois un port animé par lequel de nombreux voyageurs allaient et venaient à dos de wyverne. Si certes les bâtiments continuent d'exister, les dragons que l'on peut y voir de nos jours ne sont autres que de dangereux serviteurs de Nidhogg.",5959946,50,2002,81651,81151,81456,22,0,0,50,False
2162789,Camp de Cime-des-nuages,"Lorsqu'on observe L'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cet avant-poste occupé par les chevaliers de la Rose, de la maison Haillenarte, a pour principale fonction de prévenir toute incursion des Dravaniens par le biais des îles qui flottent dans le ciel. C'est également là que se trouve le Protecteur, un puissant aéronef qui donnerait un important avantage aux Ishgardais s'il n'était pas sujet à des pannes répétées.",5927575,50,2100,81671,81171,81457,22,0,0,50,False
2162790,Le Nidifice,"Ce magnifique endroit de L'Écume des cieux d'Abalathia, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges, est un lieu idéal pour somnoler.","C'est à cet endroit que divers oiseaux, qui voyagent entre le Proche-Orient et Éorzéa, viennent faire leurs nids. Là, ils pondent leurs œufs, élevent leurs petits et finalement leur apprennent à prendre leur envol, pour ainsi poursuivre le cycle inlassable de leurs migrations.",5927576,50,2100,81672,81172,81457,13,0,0,50,False
2162791,Voor Sian Siran,"Lorsqu'on observe L'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cette source s'est formée à partir de l'humidité de l'atmosphère, qui s'est accumulée sous l'effet de cristaux d'eau. Le chevalier qui a découvert cet endroit fabuleux en aurait fait part à un ménestrel errant, et celui-ci aurait alors composé un chant où il a comparé la beauté des lieux au paradis légendaire de Voor Sian Siran.",5927577,50,2100,81673,81173,81457,22,0,0,50,False
2162792,Île Mok Oogl,"Lorsqu'on observe L'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Sur cette île, dont le nom signifie “bruit venu d'en haut” dans la langue des Vanu Vanu, se trouve un monument portant un dessin d'origine mog. Il faut toutefois préciser qu'aucune de ces créatures poilues ne semble vivre dans les environs, ce qui laisse une grande part de mystère quant à l'origine de l'édifice.",5927578,50,2100,81674,81174,81457,22,0,0,50,False
2162793,Maison de la Plume tombée,"Lorsqu'on observe L'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Ce bâtiment, qui compte parmi les lieux les plus sacrés pour les Vanu Vanu, a été construit à l'endroit où une plume de Bismarck, le Migrateur des brumes, serait tombée. C'est là que l'ancien de la tribu agressive des Vundu aurait choisi d'asseoir son pouvoir.",5927579,50,2100,81675,81175,81457,22,0,0,50,False
2162794,Ok' Vundu Vana,"Lorsqu'on observe L'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Se traduisant à peu près par “haut village des Vundu”, Ok' Vundu Vana est le domicile de la tribu de Vanu Vanu la plus agressive. D'un tempérament fier, les Vundu croient que les voix de ceux qui vivent à l'endroit le plus élevé dans les cieux seront mieux entendues par le Migrateur des brumes.",5959948,50,2100,81676,81176,81457,22,0,0,50,False
2162795,Creuset de Hengr,"Lorsqu'on observe L'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Située dans la partie orientale de L'Écume des cieux d'Abalathia, cette île à la forme par­ti­cu­liè­re doit son nom à la sorcière Hengr, un personnage de conte de fées du Coerthas qui aurait un chaudron de forme similaire. Depuis quelque temps, elle est devenue le territoire de tocos tocos très agressifs.",5959950,50,2100,81677,81177,81457,22,0,0,50,False
2162796,L'Arkhitékton,"Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Autrefois atelier géant où les Sharlayanais construisaient une éthérite, ce bâtiment est désormais sous le contrôle de la Main indigo, une société secrète de Gobelins mégalomanes qui aimeraient avoir le monopole de toutes les technologies et con­nais­san­ces existantes en Éorzéa.",5927586,50,2001,81638,81138,81456,22,0,0,50,False
2162797,Quartier académique,"Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Située sur la berge ouest de la rivière Thaliak, cette partie de la cité de Sharlayan se distingue par son Arboretum Sainte-Mocianne et la présence de nombreux bâtiments voués à l'éducation, montrant à quel point le savoir et la magie étaient importants pour les gens de cette nation.",5927587,50,2001,81639,81139,81456,22,0,0,50,False
2162798,Cénotaphe,"Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cet imposant monolithe a été érigé en l'honneur des grands érudits qui ont contribué à la quête de con­nais­san­ces ayant permis la création de Sharlayan. Il porte notamment la longue liste de leurs noms, en plus de la devise de la cité : “Le savoir ne cherche pas l'homme”.",5927588,50,2001,81640,81140,81456,22,0,0,50,False
2162799,L'Aiguière inclinée,"Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.",Cet endroit est celui où les cours d'eau qui sont nourris par les neiges fondues des montagnes d'Abalathia se rejoignent pour devenir la puissante rivière Thaliak. Le nom serait une référence à une cruche magique de laquelle le dieu du savoir aurait versé les eaux du savoir en Éorzéa.,5927589,50,2001,81641,81141,81456,22,0,0,50,False
2162800,Grande bibliothèque de Gubal,"Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cet édifice massif avait été construit par les Sharlayanais pour conserver les myriades de livres et autres documents qu'ils avaient accumulés au cours de leurs pérégrinations en Éorzéa. Bien que la majorité des ouvrages qui y étaient entreposés aient été emportés lors de l'exode, il resterait de nombreux textes interdits dans des salles scellées magiquement.",5927590,50,2001,81642,81142,81456,22,0,0,50,False
2162801,Étendue d'Orn,"Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Située aux confins septentrionaux de l'Arrière-pays dravanien et irriguée par les eaux pures de la rivière Thaliak, cette large étendue est couverte par une luxuriante forêt, à laquelle l'homme n'a jamais touché et qui barre la route à quiconque voudrait atteindre Sharlayan sans traverser l'Avant-pays dravanien.",5959952,50,2001,81643,81143,81456,22,0,0,50,False
2162802,Arboretum Sainte-Mocianne,"Lorsqu'on observe l'Arrière-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Ce jardin botanique créé par les Sharlayanais accueillait autrefois une faune et une flore provenant de nombreux lieux d'Éorzéa et dont l'étude a permis de faire de nombreuses découvertes sur la nature. Mal­heu­reu­se­ment, suite à l'exode, toutes les créatures se sont échappées dans les environs.",5959954,50,2001,81644,81144,81456,22,0,0,50,False
2162803,Gration,"Lorsqu'on observe Azys Lla d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Vaisseau amiral de la 6e légion de l'empire garlemaldais, le Gration a été construit à l'image de l'Agrius. Il est désormais immobilisé, ses puissants moteurs à céruleum ayant été couvert de glace éthéréenne par Shiva.",5927581,50,2101,81678,81178,81457,22,0,0,50,False
2162804,Le Continuum fractal,"Lorsqu'on observe Azys Lla d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Ce bâtiment de guerre a été converti en musée dans le but de conserver pour l'éternité les précieux objets qui ont marqué l'histoire millénaire de l'ancien empire d'Allag. Des ustensiles de la vie quotidienne aux technologies militaires les plus avancées, tous les articles exposés témoignent de la puissance et de la prospérité de cette civilisation disparue.",5927582,50,2101,81679,81179,81457,22,0,0,50,False
2162805,Antithèse,"Lorsqu'on observe Azys Lla d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","C'est ici que Tiamat, l'un des sept enfants du dragon originel Midgardsormr, a été enchaînée par les Allagois. Ne pouvant mourir, elle continue de regretter amèrement sa décision d'invoquer son frère et bien-aimé Bahamut sous la forme d'un Primordial pour l'aider dans son combat contre ses ennemis.",5927583,50,2101,81680,81180,81457,22,0,0,50,False
2162806,Laboratoire de magismologie,"Lorsqu'on observe Azys Lla d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cette importante installation de recherche allagoise était dédiée à la mise au point de technologies pour capturer les dragons et contrôler les Primordiaux. Désormais, des sujets d'expériences ratées rôdent dans ses couloirs abandonnés depuis plusieurs millénaires.",5927584,50,2101,81681,81181,81457,22,0,0,50,False
2162807,Hélice,"Lorsqu'on observe Azys Lla d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cette imposante installation portuaire fait partie des vestiges d'Azys Lla. D'après les ex­pli­ca­tions que fournit la sphère de guidage, il s'agissait d'un des rares aérodromes allagois pouvant accueillir des vaisseaux de classe Ragnarok. Les anneaux qui subsistent de nos jours ne seraient qu'une fraction de ceux qui existaient autrefois.",5927585,50,2101,81682,81182,81457,22,0,0,50,False
2162808,Bloc de quarantaine,"Lorsqu'on observe Azys Lla d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Isolée des autres éléments d'Azys Lla, cette île flottante servait de zone d'isolement pour toutes les créatures chimériques qui ne répondaient pas aux normes de sécurité. Des documents historiques indiquent néanmoins que cette installation avait d'abord servi comme centre de recherche sur l'hybridation avancée à des fins agricoles.",5959957,50,2101,81683,81183,81457,22,0,0,50,False
2162809,Laboratoire de recombinaison,"Lorsqu'on observe Azys Lla d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Cette installation de recherche allagoise est à l'origine d'un nombre incalculable de créatures chimériques. Bien que la sphère de guidage assure à tout visiteur que “les expériences qui sont menées ici sont sûres et uniques”, nul ne saurait être assez prudent en s'approchant des monstres qui vivent à cet endroit.",5959961,50,2101,81684,81184,81457,22,0,0,50,False
2162810,La Pique,"Ce magnifique endroit des Hautes terres du Coerthas occidental, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges, est un lieu idéal pour se ressourcer.","Cette immense statue de pierre a été gravée à l'effigie de Haldrath, le premier Dragon céleste. Les Ishgardais la considèrent comme le chef-d'œuvre de Percelle, la sculptrice renommée qui y a consacré les trente dernières années de sa vie. Aucune autre œuvre d'art n'a été capable de la surpasser depuis son achèvement, il y a cent cinquante ans de cela.",6139045,50,2200,81593,81093,81454,34,0,0,50,False
2162811,Pont du Fer noir,"Lorsqu'on observe les Hautes terres du Coerthas occidental d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.",Ce pont de pierre conçu par les artisans de la maison Dzemael sert de route de ra­vi­tail­le­ment entre la sainte Cité et le Vigile du Crépuscule. Son nom fait référence aux chaînes noires qui le maintiennent en place et sont ex­trê­me­ment résistantes aux rafales enflammées des dragons.,6139049,50,2200,81594,81094,81454,22,0,0,50,False
2162812,Glaire-de-dragon,"Ce magnifique endroit des Hautes terres du Coerthas occidental, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges, est un lieu idéal pour se relaxer.","Ce nom pittoresque désigne des sources chaudes aussi brûlantes que le souffle du dragon qui, selon la légende, les a fait naître. Les bêtes sauvages des environs aiment beaucoup venir s'y réchauffer, surtout depuis que le Fléau a rendu les conditions de vie dans le Coerthas encore plus difficiles. Quant aux chevaliers d'Ishgard, ils prétendent que ces eaux ont des vertus médicinales très efficaces.",6139057,50,2200,81595,81095,81454,52,0,0,50,False
2162813,Monts d'Ardoise,"Ce magnifique endroit des Hautes terres du Coerthas occidental, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges, est un lieu idéal pour faire étalage de sa grandeur.","Il fut un temps où les montagnes périphériques du Coerthas permettaient d'extraire du schiste de qualité ex­cep­tion­nelle. Il y a trois ans, les chevaliers de la maison Dzemael s'étaient mis en tête d'y construire une place forte ishgardaise, mais le dragon Cuelebre et ses fidèles ne l'entendaient pas de cette oreille. Les vestiges des batailles sanglantes qui s'ensuivirent sont encore apparents de nos jours.",6139066,50,2200,81596,81096,81454,23,0,0,50,False
2162814,Rivière Vairlame,"Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Ce cours d'eau semble paisible de nos jours, mais selon les chasseurs qui fréquentent la région, il était autrefois rouge comme le sang des Dravaniens qui y avaient trouvé la mort. Cependant, ceux que certains qualifient d'hérétiques y voient le symbole du temps qui passe in­las­sa­ble­ment depuis le jour où la fatalité a désuni les humains et les dragons.",6140318,50,2000,81652,81152,81456,22,0,0,50,False
2162815,Loth ast Vath,"Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Jadis, un petit groupe de Gnathes a refusé de se plier à la volonté de leur groupe, entièrement voué à la vénération du Primordial Ravana. Les “Égarés” se sont alors séparés avec fracas des “Fidèles” pour se réfugier dans ce petit village qu'ils ont construit de leurs mains. Leur goût pour l'indépendance est quasiment contre nature, mais en bons individualistes, ils n'en ont cure.",6140320,50,2000,81653,81153,81456,22,0,0,50,False
2162816,Pavés chuintants,"Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.",La majeure partie de cette longue route en pierre autrefois très pratiquée n'est plus que ruines et poussière. Les chasseurs de La Penne l'ont surnommée ainsi à cause de toutes les proies qui leur ont échappé en entendant le bruit de leur bottes sur les couches de sable. ,6140322,50,2000,81654,81154,81456,22,0,0,50,False
2162817,La Danneroute,"Lorsqu'on observe l'Avant-pays dravanien d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Le nom primitif de cette route menant à Annexe Trine était Dran Errn, ou “la route des dragons et des hommes”. Avec le temps, cette prononciation archaïque a na­tu­rel­le­ment été simplifiée, et seuls les Dravaniens se souviennent aujourd'hui de son sens originel.",6140325,50,2000,81655,81155,81456,22,0,0,50,False
2162818,Le dragon sans nom,"Ce magnifique endroit de L'Écume des cieux de Dravania, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges, est un lieu idéal pour prier.","Cette statue d'un dragon au nom inconnu se dresse majestueusement au sud-est de L'Écume des cieux de Dravania. Les cir­cons­tan­ces de sa création restent un mystère pour tous, mais sur son socle figure une inscription en ancien ishgardais : “Que le souvenir des ailes de saphir vive dans nos cœurs à jamais.”",6140655,50,2002,81659,81159,81456,58,0,0,50,False
2162819,Colonie des Maîtres terriens,"Lorsqu'on observe L'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Quand il a réalisé que le roi Thordan avait trahi les dragons, Nidhogg est entré dans une colère si noire qu'il a voulu rayer de la carte toutes les colonies humaines qui se dresseraient devant ses yeux. C'est ainsi que celle des Maîtres terriens s'est rapidement transformée en un champ de ruines. Selon les Mogs célestes, un certain “roi des Maîtres terriens” y avait construit une demeure luxueuse, mais les preuves de son existence ont disparu dans les flammes.",6140660,50,2002,81660,81160,81456,22,0,0,50,False
2162820,Le Vieux-Père,"Lorsqu'on observe L'Écume des cieux de Dravania d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Les Mogs célestes considèrent cet arbre millénaire comme une figure paternelle qui veille sur la flore de L'Écume des cieux de Dravania. En effet, sa naissance remonte à une époque fort lointaine, bien avant que la Guerre du chant des dragons ne flétrisse la végétation foisonnante de l'archipel.",6140662,50,2002,81661,81161,81456,22,0,0,50,False
2162821,Ventfroid,"Lorsqu'on observe L'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Dans le langage des Vanu Vanu, cette petite île au nord-ouest d'Ok' Zundu s'appelle “l'île portée par le vent froid qui balaye les nuages du Coerthas”. Pour des raisons pratiques, les chevaliers de la Rose qui arrivèrent jadis sur les lieux ont décidé d'abréger cette appellation, afin d'éviter de s'écorcher la langue à chaque fois.",6140665,50,2100,81685,81185,81457,22,0,0,50,False
2162822,Dos-brisé,"Lorsqu'on observe L'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.",Les aspérités si singulières de cette île flottante sont dues aux rafales de vent ex­trê­me­ment puissantes qui s'y abattent ré­gu­liè­re­ment. Les Ishgardais qui l'ont découverte l'ont baptisée ainsi car elle leur rappelait l'échine imposante d'un monstre légendaire.,6140675,50,2100,81686,81186,81457,22,0,0,50,False
2162823,Provenance,"Lorsqu'on observe L'Écume des cieux d'Abalathia d'un point surélevé, on peut apercevoir ce magnifique endroit, dont la beauté pourrait inspirer des chants aux bardes jusqu'à la fin des âges.","Alors que Marielle admirait le paysage à bord de l'aéronef qui l'emmenait rejoindre les chevaliers de la Rose en poste au camp de Cime-des-nuages, elle a remarqué que cette petite île avait la forme d'un cœur. Cela a évoqué en elle les premiers émois des couples unis par un amour sincère, et c'est ainsi que l'endroit reçut le nom allégorique qu'il porte aujourd'hui.",6140678,50,2100,81687,81187,81457,22,0,0,50,False
