#,Icon,Hint,HintItem,UnlockLink,FeatureID,Unknown0,IsPurchasable
812,133032,639,13705,286,129,0,True
813,133033,0,0,0,122,0,False
814,133034,0,0,0,126,0,False
815,133035,0,0,0,127,0,False
816,133036,0,0,0,131,0,False
817,133037,0,0,0,132,0,False
818,133038,0,0,0,124,0,False
819,133039,0,0,0,135,0,False
820,133040,0,0,0,136,0,False
821,133041,0,0,0,137,0,False
822,133042,639,15612,321,143,0,True
823,133043,0,0,0,123,0,False
824,133044,0,0,0,141,0,False
825,133045,0,0,0,142,0,False
826,133046,639,16703,302,145,0,True
827,133047,0,0,0,146,0,False
828,133048,0,0,0,148,0,False
829,133049,639,17471,337,147,0,True
830,133050,639,17472,338,150,0,True
831,133051,0,0,0,140,0,False
832,133052,0,0,0,149,0,False
833,133053,0,0,0,138,0,False
834,133054,0,0,0,151,0,False
835,133055,0,0,0,152,0,False
836,133056,0,0,0,153,0,False
837,133057,639,23369,267,154,0,True
838,133058,639,23370,268,155,0,True
839,133059,639,24232,399,113,0,True
840,133060,639,24233,397,156,0,True
841,133061,639,24234,398,157,0,True
842,133062,639,24801,230,158,0,True
843,133063,639,24802,231,160,0,True
844,133064,0,0,0,161,0,False
845,133065,639,27970,413,162,0,True
846,133066,639,28615,79,164,0,True
847,133067,639,30113,72,165,0,True
848,133068,639,31406,280,166,0,True
849,133069,639,31407,281,167,0,True
850,133070,639,32835,66,168,0,True
851,133071,639,32836,67,169,0,True
852,133072,639,33706,419,170,0,True
853,133073,639,33707,420,163,0,True
854,133074,639,33708,421,171,0,True
855,133075,639,38442,441,128,0,True
856,133076,639,38443,442,173,0,True
857,133077,639,39472,447,174,0,True
858,133078,639,39473,448,175,0,True
859,133079,639,40601,460,177,0,True
860,133080,639,41465,476,176,0,True
861,133081,0,0,0,178,0,False
862,133082,639,43606,483,179,0,True
863,133083,639,44506,485,180,0,True
864,133084,639,44507,486,181,0,True
865,133085,639,44866,487,182,0,True
866,133086,639,44867,488,183,0,True
867,133087,639,44865,489,184,0,True
868,133088,639,47986,538,185,0,True
869,133089,639,47987,539,186,0,True
870,133090,639,46798,550,187,0,True
871,133091,639,46797,552,188,0,True
872,133092,639,46796,551,189,0,True
873,133093,639,50324,573,190,0,True
874,133094,639,50325,574,191,0,True
875,133095,639,50326,575,192,0,True
876,133096,639,50327,576,193,0,True
877,0,0,0,0,0,0,False
878,0,0,0,0,0,0,False
879,0,0,0,0,0,0,False
880,0,0,0,0,0,0,False
881,0,0,0,0,0,0,False
882,0,0,0,0,0,0,False
883,0,0,0,0,0,0,False
884,0,0,0,0,0,0,False
885,0,0,0,0,0,0,False
886,0,0,0,0,0,0,False
887,0,0,0,0,0,0,False
888,0,0,0,0,0,0,False
889,0,0,0,0,0,0,False
890,0,0,0,0,0,0,False
891,0,0,0,0,0,0,False
892,0,0,0,0,0,0,False
893,0,0,0,0,0,0,False
894,0,0,0,0,0,0,False
895,0,0,0,0,0,0,False
896,0,0,0,0,0,0,False
897,0,0,0,0,0,0,False
898,0,0,0,0,0,0,False
899,0,0,0,0,0,0,False
900,0,0,0,0,0,0,False
901,0,0,0,0,0,0,False
902,0,0,0,0,0,0,False
903,0,0,0,0,0,0,False
904,0,0,0,0,0,0,False
905,0,0,0,0,0,0,False
906,0,0,0,0,0,0,False
907,0,0,0,0,0,0,False
908,0,0,0,0,0,0,False
909,0,0,0,0,0,0,False
910,0,0,0,0,0,0,False
911,133201,0,0,0,1,0,False
912,133202,0,0,0,2,0,False
913,133203,0,0,0,3,0,False
914,133204,0,0,0,4,0,False
915,133205,0,0,0,5,0,False
916,133206,0,0,0,6,0,False
917,133207,0,0,0,7,0,False
918,133208,0,0,0,8,0,False
919,133209,0,0,0,9,0,False
920,133210,0,0,0,10,0,False
921,133211,0,0,0,11,0,False
922,133212,0,0,0,12,0,False
923,133213,0,0,0,13,0,False
924,133214,0,0,0,51,0,False
925,133215,0,0,0,52,0,False
926,133216,0,0,0,53,0,False
927,133218,640,14970,303,101,0,True
928,133220,0,0,0,103,0,False
929,133221,0,0,0,104,0,False
930,133219,0,0,0,102,0,False
931,133222,0,0,0,105,0,False
932,133217,641,0,228,61,0,True
933,133223,0,0,0,106,0,False
934,133224,0,0,0,107,0,False
935,133225,0,0,0,108,0,False
936,133227,0,0,0,111,0,False
937,133228,639,10084,243,112,0,True
938,133226,0,0,0,110,0,False
939,133229,0,0,0,115,0,False
940,133230,0,0,0,118,0,False
941,133231,0,0,0,119,0,False
942,133232,0,0,0,120,0,False
943,133233,0,0,0,121,0,False
944,133234,639,13704,287,125,0,True
945,133235,639,13705,286,130,0,True
946,133236,639,13703,290,133,0,True
947,133237,0,0,0,122,0,False
948,133238,0,0,0,126,0,False
949,133239,0,0,0,127,0,False
950,133240,0,0,0,131,0,False
951,133241,0,0,0,132,0,False
952,133242,0,0,0,124,0,False
953,133243,0,0,0,135,0,False
954,133244,0,0,0,136,0,False
955,133245,0,0,0,137,0,False
956,133246,639,15613,322,144,0,True
957,133247,0,0,0,123,0,False
958,133248,0,0,0,141,0,False
959,133249,0,0,0,142,0,False
960,133250,639,16703,302,145,0,True
961,133251,0,0,0,146,0,False
962,133252,0,0,0,148,0,False
963,133253,639,17471,337,147,0,True
964,133254,639,17472,338,150,0,True
965,133255,0,0,0,140,0,False
966,133256,0,0,0,149,0,False
967,133257,0,0,0,138,0,False
968,133258,0,0,0,151,0,False
969,133259,0,0,0,152,0,False
970,133260,0,0,0,153,0,False
971,133261,639,23369,267,154,0,True
972,133262,639,23370,268,155,0,True
973,133263,639,24232,399,113,0,True
974,133264,639,24233,397,156,0,True
975,133265,639,24234,398,157,0,True
976,133266,639,24801,230,159,0,True
977,133267,639,24802,231,160,0,True
978,133268,0,0,0,161,0,False
979,133269,639,27970,413,162,0,True
980,133270,639,28615,79,164,0,True
981,133271,639,30113,72,165,0,True
982,133272,639,31406,280,166,0,True
983,133273,639,31407,281,167,0,True
984,133274,639,32835,66,168,0,True
985,133275,639,32836,67,169,0,True
986,133276,639,33706,419,170,0,True
987,133277,639,33707,420,163,0,True
988,133278,639,33708,421,171,0,True
989,133279,639,36812,435,172,0,True
990,133280,639,38442,441,128,0,True
991,133281,639,38443,442,173,0,True
992,133282,639,39472,447,174,0,True
993,133283,639,39473,448,175,0,True
994,133284,639,40601,460,177,0,True
995,133285,639,41465,476,176,0,True
996,133286,0,0,0,178,0,False
997,133287,639,43606,483,179,0,True
998,133288,639,44506,485,180,0,True
999,133289,639,44507,486,181,0,True
1000,133290,639,44866,487,182,0,True
1001,133291,639,44867,488,183,0,True
1002,133292,639,44865,489,184,0,True
1003,133293,639,47986,538,185,0,True
1004,133294,639,47987,539,186,0,True
1005,133295,639,46798,550,187,0,True
1006,133296,639,46797,552,188,0,True
1007,133297,639,46796,551,189,0,True
1008,133298,639,50324,573,190,0,True
1009,133299,639,50325,574,191,0,True
1010,250700,639,50326,575,192,0,True
1011,250701,639,50327,576,193,0,True
1012,0,0,0,0,0,0,False
1013,0,0,0,0,0,0,False
1014,0,0,0,0,0,0,False
1015,0,0,0,0,0,0,False
1016,0,0,0,0,0,0,False
1017,0,0,0,0,0,0,False
1018,0,0,0,0,0,0,False
1019,0,0,0,0,0,0,False
1020,0,0,0,0,0,0,False
1021,0,0,0,0,0,0,False
1022,0,0,0,0,0,0,False
1023,0,0,0,0,0,0,False
1024,0,0,0,0,0,0,False
1025,0,0,0,0,0,0,False
1026,0,0,0,0,0,0,False
1027,0,0,0,0,0,0,False
1028,0,0,0,0,0,0,False
1029,0,0,0,0,0,0,False
1030,0,0,0,0,0,0,False
1031,0,0,0,0,0,0,False
1032,0,0,0,0,0,0,False
1033,0,0,0,0,0,0,False
1034,0,0,0,0,0,0,False
1035,0,0,0,0,0,0,False
1036,0,0,0,0,0,0,False
1037,0,0,0,0,0,0,False
1038,0,0,0,0,0,0,False
1039,0,0,0,0,0,0,False
1040,0,0,0,0,0,0,False
1041,134001,0,0,0,1,0,False
1042,134002,0,0,0,2,0,False
1043,134003,0,0,0,3,0,False
1044,134004,0,0,0,4,0,False
1045,134005,0,0,0,5,0,False
1046,134006,0,0,0,6,0,False
1047,134007,0,0,0,7,0,False
1048,134008,0,0,0,8,0,False
1049,134009,0,0,0,9,0,False
1050,134010,0,0,0,10,0,False
1051,134011,0,0,0,11,0,False
1052,134012,0,0,0,12,0,False
1053,134014,640,14970,303,101,0,True
1054,134016,0,0,0,103,0,False
1055,134015,0,0,0,102,0,False
1056,134017,0,0,0,105,0,False
1057,134013,641,0,228,61,0,True
1058,134018,0,0,0,106,0,False
1059,134020,0,0,0,108,0,False
1060,134019,0,0,0,107,0,False
1061,134022,0,0,0,111,0,False
1062,134023,639,10084,243,112,0,True
1063,134021,0,0,0,109,0,False
1064,134024,0,0,0,114,0,False
1065,134025,0,0,0,116,0,False
1066,134026,0,0,0,117,0,False
1067,134027,0,0,0,120,0,False
1068,134028,0,0,0,121,0,False
1069,134029,639,13704,287,125,0,True
1070,134030,639,13705,286,129,0,True
1071,134031,0,0,0,122,0,False
1072,134032,0,0,0,126,0,False
1073,134033,0,0,0,127,0,False
1074,134034,0,0,0,131,0,False
1075,134035,0,0,0,132,0,False
1076,134036,0,0,0,124,0,False
1077,134037,0,0,0,135,0,False
1078,134038,0,0,0,136,0,False
1079,134039,0,0,0,137,0,False
1080,134040,639,15612,321,143,0,True
1081,134041,0,0,0,123,0,False
1082,134042,0,0,0,141,0,False
1083,134043,0,0,0,142,0,False
1084,134044,639,16703,302,145,0,True
1085,134045,0,0,0,146,0,False
1086,134046,0,0,0,148,0,False
1087,134047,639,17471,337,147,0,True
1088,134048,639,17472,338,150,0,True
1089,134049,0,0,0,140,0,False
1090,134050,0,0,0,149,0,False
1091,134051,0,0,0,138,0,False
1092,134052,0,0,0,151,0,False
1093,134053,0,0,0,152,0,False
1094,134054,0,0,0,153,0,False
1095,134055,639,23369,267,154,0,True
1096,134056,639,23370,268,155,0,True
1097,134057,639,24232,399,113,0,True
1098,134058,639,24233,397,156,0,True
1099,134059,639,24234,398,157,0,True
1100,134060,639,24801,230,158,0,True
1101,134061,639,24802,231,160,0,True
1102,134062,0,0,0,161,0,False
1103,134063,639,27970,413,162,0,True
1104,134064,639,28615,79,164,0,True
1105,134065,639,30113,72,165,0,True
1106,134066,639,31406,280,166,0,True
1107,134067,639,31407,281,167,0,True
1108,134068,639,32835,66,168,0,True
1109,134069,639,32836,67,169,0,True
1110,134070,639,33706,419,170,0,True
1111,134071,639,33707,420,163,0,True
1112,134072,639,33708,421,171,0,True
1113,134073,639,38442,441,128,0,True
1114,134074,639,38443,442,173,0,True
1115,134075,639,39472,447,174,0,True
1116,134076,639,39473,448,175,0,True
1117,134077,639,40601,460,177,0,True
1118,134078,639,41465,476,176,0,True
1119,134079,0,0,0,178,0,False
1120,134080,639,43606,483,179,0,True
1121,134081,639,44506,485,180,0,True
1122,134082,639,44507,486,181,0,True
1123,134083,639,44866,487,182,0,True
1124,134084,639,44867,488,183,0,True
1125,134085,639,44865,489,184,0,True
1126,134086,639,47986,538,185,0,True
1127,134087,639,47987,539,186,0,True
1128,134088,639,46798,550,187,0,True
1129,134089,639,46797,552,188,0,True
1130,134090,639,46796,551,189,0,True
1131,134091,639,50324,573,190,0,True
1132,134092,639,50325,574,191,0,True
1133,134093,639,50326,575,192,0,True
1134,134094,639,50327,576,193,0,True
1135,0,0,0,0,0,0,False
1136,0,0,0,0,0,0,False
1137,0,0,0,0,0,0,False
1138,0,0,0,0,0,0,False
1139,0,0,0,0,0,0,False
1140,0,0,0,0,0,0,False
1141,0,0,0,0,0,0,False
1142,0,0,0,0,0,0,False
1143,0,0,0,0,0,0,False
1144,0,0,0,0,0,0,False
1145,0,0,0,0,0,0,False
1146,0,0,0,0,0,0,False
1147,0,0,0,0,0,0,False
1148,0,0,0,0,0,0,False
1149,0,0,0,0,0,0,False
1150,0,0,0,0,0,0,False
1151,0,0,0,0,0,0,False
1152,0,0,0,0,0,0,False
1153,0,0,0,0,0,0,False
1154,0,0,0,0,0,0,False
1155,0,0,0,0,0,0,False
1156,0,0,0,0,0,0,False
1157,0,0,0,0,0,0,False
1158,0,0,0,0,0,0,False
1159,0,0,0,0,0,0,False
1160,0,0,0,0,0,0,False
1161,0,0,0,0,0,0,False
1162,0,0,0,0,0,0,False
1163,0,0,0,0,0,0,False
1164,0,0,0,0,0,0,False
1165,0,0,0,0,0,0,False
1166,0,0,0,0,0,0,False
1167,0,0,0,0,0,0,False
1168,0,0,0,0,0,0,False
1169,0,0,0,0,0,0,False
1170,0,0,0,0,0,0,False
1171,134201,0,0,0,1,0,False
1172,134202,0,0,0,2,0,False
1173,134203,0,0,0,3,0,False
1174,134204,0,0,0,4,0,False
1175,134205,0,0,0,5,0,False
1176,134206,0,0,0,6,0,False
1177,134207,0,0,0,7,0,False
1178,134208,0,0,0,8,0,False
1179,134209,0,0,0,9,0,False
1180,134210,0,0,0,10,0,False
1181,134211,0,0,0,11,0,False
1182,134212,0,0,0,12,0,False
1183,134213,0,0,0,51,0,False
1184,134214,0,0,0,52,0,False
1185,134215,0,0,0,53,0,False
1186,134216,0,0,0,54,0,False
1187,134217,0,0,0,55,0,False
1188,134219,640,14970,303,101,0,True
1189,134221,0,0,0,103,0,False
1190,134220,0,0,0,102,0,False
1191,134222,0,0,0,105,0,False
1192,134218,641,0,228,61,0,True
1193,134223,0,0,0,106,0,False
1194,134225,0,0,0,108,0,False
1195,134224,0,0,0,107,0,False
1196,134227,0,0,0,111,0,False
1197,134228,639,10084,243,112,0,True
1198,134226,0,0,0,110,0,False
1199,134229,0,0,0,115,0,False
1200,134230,0,0,0,118,0,False
1201,134231,0,0,0,119,0,False
1202,134232,0,0,0,120,0,False
1203,134233,0,0,0,121,0,False
1204,134234,639,13704,287,125,0,True
1205,134235,639,13705,286,130,0,True
1206,134236,639,13703,290,133,0,True
1207,134237,0,0,0,122,0,False
1208,134238,0,0,0,126,0,False
1209,134239,0,0,0,127,0,False
1210,134240,0,0,0,131,0,False
1211,134241,0,0,0,132,0,False
1212,134242,0,0,0,124,0,False
1213,134243,0,0,0,135,0,False
1214,134244,0,0,0,136,0,False
1215,134245,0,0,0,137,0,False
1216,134246,639,15613,322,144,0,True
1217,134247,0,0,0,123,0,False
1218,134248,0,0,0,141,0,False
1219,134249,0,0,0,142,0,False
1220,134250,639,16703,302,145,0,True
1221,134251,0,0,0,146,0,False
1222,134252,0,0,0,148,0,False
1223,134253,639,17471,337,147,0,True
1224,134254,639,17472,338,150,0,True
1225,134255,0,0,0,140,0,False
1226,134256,0,0,0,149,0,False
1227,134257,0,0,0,138,0,False
1228,134258,0,0,0,151,0,False
1229,134259,0,0,0,152,0,False
1230,134260,0,0,0,153,0,False
1231,134261,639,23369,267,154,0,True
1232,134262,639,23370,268,155,0,True
1233,134263,639,24232,399,113,0,True
1234,134264,639,24233,397,156,0,True
1235,134265,639,24234,398,157,0,True
1236,134266,639,24801,230,159,0,True
1237,134267,639,24802,231,160,0,True
1238,134268,0,0,0,161,0,False
1239,134269,639,27970,413,162,0,True
1240,134270,639,28615,79,164,0,True
1241,134271,639,30113,72,165,0,True
1242,134272,639,31406,280,166,0,True
1243,134273,639,31407,281,167,0,True
1244,134274,639,32835,66,168,0,True
1245,134275,639,32836,67,169,0,True
1246,134276,639,33706,419,170,0,True
1247,134277,639,33707,420,163,0,True
1248,134278,639,33708,421,171,0,True
1249,134279,639,36812,435,172,0,True
1250,134280,639,38442,441,128,0,True
1251,134281,639,38443,442,173,0,True
1252,134282,639,39472,447,174,0,True
1253,134283,639,39473,448,175,0,True
1254,134284,639,40601,460,177,0,True
1255,134285,639,41465,476,176,0,True
1256,134286,0,0,0,178,0,False
1257,134287,639,43606,483,179,0,True
1258,134288,639,44506,485,180,0,True
1259,134289,639,44507,486,181,0,True
1260,134290,639,44866,487,182,0,True
1261,134291,639,44867,488,183,0,True
1262,134292,639,44865,489,184,0,True
1263,134293,639,47986,538,185,0,True
1264,134294,639,47987,539,186,0,True
1265,134295,639,46798,550,187,0,True
1266,134296,639,46797,552,188,0,True
1267,134297,639,46796,551,189,0,True
1268,134298,639,50324,573,190,0,True
1269,134299,639,50325,574,191,0,True
1270,250900,639,50326,575,192,0,True
1271,250901,639,50327,576,193,0,True
1272,0,0,0,0,0,0,False
1273,0,0,0,0,0,0,False
1274,0,0,0,0,0,0,False
1275,0,0,0,0,0,0,False
1276,0,0,0,0,0,0,False
1277,0,0,0,0,0,0,False
1278,0,0,0,0,0,0,False
1279,0,0,0,0,0,0,False
1280,0,0,0,0,0,0,False
1281,0,0,0,0,0,0,False
1282,0,0,0,0,0,0,False
1283,0,0,0,0,0,0,False
1284,0,0,0,0,0,0,False
1285,0,0,0,0,0,0,False
1286,0,0,0,0,0,0,False
1287,0,0,0,0,0,0,False
1288,0,0,0,0,0,0,False
1289,0,0,0,0,0,0,False
1290,0,0,0,0,0,0,False
1291,0,0,0,0,0,0,False
1292,0,0,0,0,0,0,False
1293,0,0,0,0,0,0,False
1294,0,0,0,0,0,0,False
1295,0,0,0,0,0,0,False
1296,0,0,0,0,0,0,False
1297,0,0,0,0,0,0,False
1298,0,0,0,0,0,0,False
1299,0,0,0,0,0,0,False
1300,0,0,0,0,0,0,False
1301,135001,0,0,0,1,0,False
1302,135002,0,0,0,2,0,False
1303,135003,0,0,0,3,0,False
1304,135004,0,0,0,4,0,False
1305,135005,0,0,0,5,0,False
1306,135006,0,0,0,6,0,False
1307,135007,0,0,0,7,0,False
1308,135008,0,0,0,8,0,False
1309,135009,0,0,0,9,0,False
1310,135010,0,0,0,10,0,False
1311,135011,0,0,0,11,0,False
1312,135012,0,0,0,12,0,False
1313,135013,0,0,0,13,0,False
1314,135014,0,0,0,51,0,False
1315,135015,0,0,0,52,0,False
1316,135016,0,0,0,53,0,False
1317,135017,0,0,0,54,0,False
1318,135018,0,0,0,55,0,False
1319,135020,640,14970,303,101,0,True
1320,135022,0,0,0,103,0,False
1321,135023,0,0,0,104,0,False
1322,135021,0,0,0,102,0,False
1323,135024,0,0,0,105,0,False
1324,135019,641,0,228,61,0,True
1325,135025,0,0,0,106,0,False
1326,135026,0,0,0,107,0,False
1327,135027,0,0,0,108,0,False
1328,135029,0,0,0,111,0,False
1329,135030,639,10084,243,112,0,True
1330,135028,0,0,0,109,0,False
1331,135031,0,0,0,114,0,False
1332,135032,0,0,0,116,0,False
1333,135033,0,0,0,117,0,False
1334,135034,0,0,0,120,0,False
1335,135035,0,0,0,121,0,False
1336,135036,639,13704,287,125,0,True
1337,135037,639,13705,286,129,0,True
1338,135038,0,0,0,122,0,False
1339,135039,0,0,0,126,0,False
1340,135040,0,0,0,127,0,False
1341,135041,0,0,0,131,0,False
1342,135042,0,0,0,132,0,False
1343,135043,0,0,0,124,0,False
1344,135044,0,0,0,135,0,False
1345,135045,0,0,0,136,0,False
1346,135046,0,0,0,137,0,False
1347,135047,639,15612,321,143,0,True
1348,135048,0,0,0,123,0,False
1349,135049,0,0,0,141,0,False
1350,135050,0,0,0,142,0,False
1351,135051,639,16703,302,145,0,True
1352,135052,0,0,0,146,0,False
1353,135053,0,0,0,148,0,False
1354,135054,639,17471,337,147,0,True
1355,135055,639,17472,338,150,0,True
1356,135056,0,0,0,140,0,False
1357,135057,0,0,0,149,0,False
1358,135058,0,0,0,138,0,False
1359,135059,0,0,0,151,0,False
1360,135060,0,0,0,152,0,False
1361,135061,0,0,0,153,0,False
1362,135062,639,23369,267,154,0,True
1363,135063,639,23370,268,155,0,True
1364,135064,639,24232,399,113,0,True
1365,135065,639,24233,397,156,0,True
1366,135066,639,24234,398,157,0,True
1367,135067,639,24801,230,158,0,True
1368,135068,639,24802,231,160,0,True
1369,135069,0,0,0,161,0,False
1370,135070,639,27970,413,162,0,True
1371,135071,639,28615,79,164,0,True
1372,135072,639,30113,72,165,0,True
1373,135073,639,31406,280,166,0,True
1374,135074,639,31407,281,167,0,True
1375,135075,639,32835,66,168,0,True
1376,135076,639,32836,67,169,0,True
1377,135077,639,33706,419,170,0,True
1378,135078,639,33707,420,163,0,True
1379,135079,639,33708,421,171,0,True
1380,135080,639,38442,441,128,0,True
1381,135081,639,38443,442,173,0,True
1382,135082,639,39472,447,174,0,True
1383,135083,639,39473,448,175,0,True
1384,135084,639,40601,460,177,0,True
1385,135085,639,41465,476,176,0,True
1386,135086,0,0,0,178,0,False
1387,135087,639,43606,483,179,0,True
1388,135088,639,44506,485,180,0,True
1389,135089,639,44507,486,181,0,True
1390,135090,639,44866,487,182,0,True
1391,135091,639,44867,488,183,0,True
1392,135092,639,44865,489,184,0,True
1393,135093,639,47986,538,185,0,True
1394,135094,639,47987,539,186,0,True
1395,135095,639,46798,550,187,0,True
1396,135096,639,46797,552,188,0,True
1397,135097,639,46796,551,189,0,True
1398,135098,639,50324,573,190,0,True
1399,135099,639,50325,574,191,0,True
1400,251000,639,50326,575,192,0,True
1401,251001,639,50327,576,193,0,True
1402,0,0,0,0,0,0,False
1403,0,0,0,0,0,0,False
1404,0,0,0,0,0,0,False
1405,0,0,0,0,0,0,False
1406,0,0,0,0,0,0,False
1407,0,0,0,0,0,0,False
1408,0,0,0,0,0,0,False
1409,0,0,0,0,0,0,False
1410,0,0,0,0,0,0,False
1411,0,0,0,0,0,0,False
1412,0,0,0,0,0,0,False
1413,0,0,0,0,0,0,False
1414,0,0,0,0,0,0,False
1415,0,0,0,0,0,0,False
1416,0,0,0,0,0,0,False
1417,0,0,0,0,0,0,False
1418,0,0,0,0,0,0,False
1419,0,0,0,0,0,0,False
1420,0,0,0,0,0,0,False
1421,0,0,0,0,0,0,False
1422,0,0,0,0,0,0,False
1423,0,0,0,0,0,0,False
1424,0,0,0,0,0,0,False
1425,0,0,0,0,0,0,False
1426,0,0,0,0,0,0,False
1427,0,0,0,0,0,0,False
1428,0,0,0,0,0,0,False
1429,0,0,0,0,0,0,False
1430,0,0,0,0,0,0,False
1431,135201,0,0,0,1,0,False
1432,135202,0,0,0,2,0,False
1433,135203,0,0,0,3,0,False
1434,135204,0,0,0,4,0,False
1435,135205,0,0,0,5,0,False
1436,135206,0,0,0,6,0,False
1437,135207,0,0,0,7,0,False
1438,135208,0,0,0,8,0,False
1439,135209,0,0,0,9,0,False
1440,135210,0,0,0,10,0,False
1441,135211,0,0,0,11,0,False
1442,135212,0,0,0,12,0,False
1443,135214,640,14970,303,101,0,True
1444,135216,0,0,0,103,0,False
1445,135217,0,0,0,104,0,False
1446,135215,0,0,0,102,0,False
1447,135218,0,0,0,105,0,False
1448,135213,641,0,228,61,0,True
1449,135219,0,0,0,106,0,False
1450,135220,0,0,0,107,0,False
1451,135221,0,0,0,108,0,False
1452,135223,0,0,0,111,0,False
1453,135224,639,10084,243,112,0,True
1454,135222,0,0,0,110,0,False
1455,135225,0,0,0,115,0,False
1456,135226,0,0,0,118,0,False
1457,135227,0,0,0,119,0,False
1458,135228,0,0,0,120,0,False
1459,135229,0,0,0,121,0,False
1460,135230,639,13704,287,125,0,True
1461,135231,639,13705,286,130,0,True
1462,135232,639,13703,290,133,0,True
1463,135233,0,0,0,122,0,False
1464,135234,0,0,0,126,0,False
1465,135235,0,0,0,127,0,False
1466,135236,0,0,0,131,0,False
1467,135237,0,0,0,132,0,False
1468,135238,0,0,0,124,0,False
1469,135239,0,0,0,135,0,False
1470,135240,0,0,0,136,0,False
1471,135241,0,0,0,137,0,False
1472,135242,639,15613,322,144,0,True
1473,135243,0,0,0,123,0,False
1474,135244,0,0,0,141,0,False
1475,135245,0,0,0,142,0,False
1476,135246,639,16703,302,145,0,True
1477,135247,0,0,0,146,0,False
1478,135248,0,0,0,148,0,False
1479,135249,639,17471,337,147,0,True
1480,135250,639,17472,338,150,0,True
1481,135251,0,0,0,140,0,False
1482,135252,0,0,0,149,0,False
1483,135253,0,0,0,138,0,False
1484,135254,0,0,0,151,0,False
1485,135255,0,0,0,152,0,False
1486,135256,0,0,0,153,0,False
1487,135257,639,23369,267,154,0,True
1488,135258,639,23370,268,155,0,True
1489,135259,639,24232,399,113,0,True
1490,135260,639,24233,397,156,0,True
1491,135261,639,24234,398,157,0,True
1492,135262,639,24801,230,159,0,True
1493,135263,639,24802,231,160,0,True
1494,135264,0,0,0,161,0,False
1495,135265,639,27970,413,162,0,True
1496,135266,639,28615,79,164,0,True
1497,135267,639,30113,72,165,0,True
1498,135268,639,31406,280,166,0,True
1499,135269,639,31407,281,167,0,True
1500,135270,639,32835,66,168,0,True
1501,135271,639,32836,67,169,0,True
1502,135272,639,33706,419,170,0,True
1503,135273,639,33707,420,163,0,True
1504,135274,639,33708,421,171,0,True
1505,135275,639,36812,435,172,0,True
1506,135276,639,38442,441,128,0,True
1507,135277,639,38443,442,173,0,True
1508,135278,639,39472,447,174,0,True
1509,135279,639,39473,448,175,0,True
1510,135280,639,40601,460,177,0,True
1511,135281,639,41465,476,176,0,True
1512,135282,0,0,0,178,0,False
1513,135283,639,43606,483,179,0,True
1514,135284,639,44506,485,180,0,True
1515,135285,639,44507,486,181,0,True
1516,135286,639,44866,487,182,0,True
1517,135287,639,44867,488,183,0,True
1518,135288,639,44865,489,184,0,True
1519,135289,639,47986,538,185,0,True
1520,135290,639,47987,539,186,0,True
1521,135291,639,46798,550,187,0,True
1522,135292,639,46797,552,188,0,True
1523,135293,639,46796,551,189,0,True
1524,135294,639,50324,573,190,0,True
1525,135295,639,50325,574,191,0,True
1526,135296,639,50326,575,192,0,True
1527,135297,639,50327,576,193,0,True
1528,0,0,0,0,0,0,False
1529,0,0,0,0,0,0,False
1530,0,0,0,0,0,0,False
1531,0,0,0,0,0,0,False
1532,0,0,0,0,0,0,False
1533,0,0,0,0,0,0,False
1534,0,0,0,0,0,0,False
1535,0,0,0,0,0,0,False
1536,0,0,0,0,0,0,False
1537,0,0,0,0,0,0,False
1538,0,0,0,0,0,0,False
1539,0,0,0,0,0,0,False
1540,0,0,0,0,0,0,False
1541,0,0,0,0,0,0,False
1542,0,0,0,0,0,0,False
1543,0,0,0,0,0,0,False
1544,0,0,0,0,0,0,False
1545,0,0,0,0,0,0,False
1546,0,0,0,0,0,0,False
1547,0,0,0,0,0,0,False
1548,0,0,0,0,0,0,False
1549,0,0,0,0,0,0,False
1550,0,0,0,0,0,0,False
1551,0,0,0,0,0,0,False
1552,0,0,0,0,0,0,False
1553,0,0,0,0,0,0,False
1554,0,0,0,0,0,0,False
1555,0,0,0,0,0,0,False
1556,0,0,0,0,0,0,False
1557,0,0,0,0,0,0,False
1558,0,0,0,0,0,0,False
1559,0,0,0,0,0,0,False
1560,0,0,0,0,0,0,False
1561,136001,0,0,0,1,0,False
1562,136002,0,0,0,2,0,False
1563,136003,0,0,0,3,0,False
1564,136004,0,0,0,4,0,False
1565,136005,0,0,0,5,0,False
1566,136006,0,0,0,6,0,False
1567,136007,0,0,0,7,0,False
1568,136008,0,0,0,8,0,False
1569,136009,0,0,0,9,0,False
1570,136010,0,0,0,10,0,False
1571,136011,0,0,0,11,0,False
1572,136012,0,0,0,12,0,False
1573,136014,640,14970,303,101,0,True
1574,136016,0,0,0,103,0,False
1575,136017,0,0,0,105,0,False
1576,136015,0,0,0,102,0,False
1577,136013,641,0,228,61,0,True
1578,136018,0,0,0,106,0,False
1579,136019,0,0,0,107,0,False
1580,136020,0,0,0,108,0,False
1581,136022,0,0,0,111,0,False
1582,136023,639,10084,243,112,0,True
1583,136021,0,0,0,109,0,False
1584,136024,0,0,0,114,0,False
1585,136025,0,0,0,116,0,False
1586,136026,0,0,0,117,0,False
1587,136027,0,0,0,120,0,False
1588,136028,0,0,0,121,0,False
1589,136029,639,13704,287,125,0,True
1590,136030,639,13705,286,129,0,True
1591,136031,0,0,0,122,0,False
