#,Item[0],Item[1],Item[2],Item[3],Item[4]
13197,51382,0,0,0,0
13198,51382,0,0,0,0
13199,51382,0,0,0,0
13200,51382,0,0,0,0
13201,51382,0,0,0,0
13203,51376,0,0,0,0
13204,51376,0,0,0,0
13205,51376,0,0,0,0
13206,51376,0,0,0,0
13207,51377,51378,0,0,0
13208,51377,51378,0,0,0
13209,51377,51378,0,0,0
13210,51377,51378,0,0,0
13211,51379,51380,0,0,0
13212,51379,51380,0,0,0
13213,51379,51380,0,0,0
13214,51379,51380,0,0,0
13215,51381,0,0,0,0
13216,51381,0,0,0,0
13217,51381,0,0,0,0
13218,51381,0,0,0,0
13219,51382,0,0,0,0
13220,51382,0,0,0,0
13221,51382,0,0,0,0
13222,51382,0,0,0,0
13251,45170,0,0,0,0
13252,45170,0,0,0,0
13253,45170,0,0,0,0
13254,45170,0,0,0,0
13255,45170,0,0,0,0
13266,45171,0,0,0,0
13267,45171,0,0,0,0
13268,45171,0,0,0,0
13269,45172,0,0,0,0
13270,45172,0,0,0,0
13271,45172,0,0,0,0
13272,45173,0,0,0,0
13300,45174,0,0,0,0
13322,45175,0,0,0,0
13323,45176,0,0,0,0
13324,45177,0,0,0,0
13325,45177,0,0,0,0
13326,45178,0,0,0,0
13327,45179,0,0,0,0
13330,45180,0,0,0,0
13331,45180,0,0,0,0
13332,45180,0,0,0,0
13333,45180,0,0,0,0
13334,45180,0,0,0,0
13639,45181,0,0,0,0
13682,45182,0,0,0,0
13683,45182,0,0,0,0
13684,45182,0,0,0,0
13685,45183,0,0,0,0
13686,45183,0,0,0,0
13687,45183,0,0,0,0
13688,45184,0,0,0,0
13691,45175,0,0,0,0
13692,45175,0,0,0,0
13693,45176,0,0,0,0
13694,45176,0,0,0,0
13695,45176,0,0,0,0
13696,45178,0,0,0,0
13697,45178,0,0,0,0
13698,45178,0,0,0,0
13699,45178,0,0,0,0
13700,45179,0,0,0,0
13701,45179,0,0,0,0
13702,45179,0,0,0,0
13724,45174,0,0,0,0
13725,45181,0,0,0,0
13769,45173,0,0,0,0
13770,45173,0,0,0,0
13771,45184,0,0,0,0
13772,45184,0,0,0,0
13987,45185,0,0,0,0
13988,45185,0,0,0,0
13989,45185,0,0,0,0
13990,45185,0,0,0,0
14031,51383,0,0,0,0
14032,51383,0,0,0,0
14033,51383,0,0,0,0
14034,51383,0,0,0,0
14035,51384,0,0,0,0
14036,51384,0,0,0,0
14037,51384,0,0,0,0
14038,51384,0,0,0,0
14039,51385,0,0,0,0
14040,51385,0,0,0,0
14041,51385,0,0,0,0
14042,51385,0,0,0,0
14043,51383,51384,51385,0,0
14650,51386,0,0,0,0
14651,51386,0,0,0,0
14652,51386,0,0,0,0
14653,51386,0,0,0,0
14654,51386,0,0,0,0
14656,51387,0,0,0,0
14657,51387,0,0,0,0
14658,51387,0,0,0,0
14659,51387,0,0,0,0
14660,51387,0,0,0,0
14662,51388,0,0,0,0
14663,51388,0,0,0,0
14664,51388,0,0,0,0
14665,51388,0,0,0,0
14666,51388,0,0,0,0
14668,51389,0,0,0,0
14669,51389,0,0,0,0
14670,51389,0,0,0,0
14671,51389,0,0,0,0
14672,51389,0,0,0,0
14674,51390,0,0,0,0
14675,51390,0,0,0,0
14676,51390,0,0,0,0
14677,51390,0,0,0,0
14678,51390,0,0,0,0
14680,51391,0,0,0,0
14681,51391,0,0,0,0
14682,51391,0,0,0,0
14683,51391,0,0,0,0
14684,51391,0,0,0,0
14686,51392,0,0,0,0
14687,51392,0,0,0,0
14688,51392,0,0,0,0
14689,51392,0,0,0,0
14690,51392,0,0,0,0
14692,51386,0,0,0,0
14693,51386,0,0,0,0
14694,51386,0,0,0,0
14695,51386,0,0,0,0
14696,51387,51388,0,0,0
14697,51387,51388,0,0,0
14698,51387,51388,0,0,0
14699,51387,51388,0,0,0
14700,51389,51390,0,0,0
14701,51389,51390,0,0,0
14702,51389,51390,0,0,0
14703,51389,51390,0,0,0
14704,51391,0,0,0,0
14705,51391,0,0,0,0
14706,51391,0,0,0,0
14707,51391,0,0,0,0
14708,51392,0,0,0,0
14709,51392,0,0,0,0
14710,51392,0,0,0,0
14711,51392,0,0,0,0
14830,45186,0,0,0,0
14831,45186,0,0,0,0
14832,45186,0,0,0,0
14833,45188,0,0,0,0
14834,45188,0,0,0,0
14835,45188,0,0,0,0
14836,45188,0,0,0,0
14850,45190,0,0,0,0
14851,45190,0,0,0,0
14852,45191,0,0,0,0
14853,45191,0,0,0,0
14854,50506,0,0,0,0
14855,50506,0,0,0,0
14856,50506,0,0,0,0
14857,50507,0,0,0,0
14858,50507,0,0,0,0
14859,50507,0,0,0,0
14861,45192,0,0,0,0
14862,45192,0,0,0,0
14863,45193,0,0,0,0
14864,45193,0,0,0,0
14865,45193,0,0,0,0
14866,45193,0,0,0,0
14867,45193,0,0,0,0
14868,45194,0,0,0,0
14869,45194,0,0,0,0
14894,45194,0,0,0,0
14924,45195,0,0,0,0
14925,45195,0,0,0,0
14926,45195,0,0,0,0
14927,45196,0,0,0,0
14928,45196,0,0,0,0
14929,45196,0,0,0,0
14930,45196,0,0,0,0
14939,45197,0,0,0,0
14940,45197,0,0,0,0
14941,45197,0,0,0,0
14942,45197,0,0,0,0
14943,45197,0,0,0,0
14972,45198,0,0,0,0
14973,45198,0,0,0,0
14974,45198,0,0,0,0
14975,45198,0,0,0,0
14976,45198,0,0,0,0
14977,45199,0,0,0,0
14978,45199,0,0,0,0
14979,45199,0,0,0,0
14980,45199,0,0,0,0
14981,45199,0,0,0,0
15273,45222,0,0,0,0
15274,45222,0,0,0,0
15275,45222,0,0,0,0
15276,45222,0,0,0,0
15277,45222,0,0,0,0
15278,45223,0,0,0,0
15279,45223,0,0,0,0
15280,45223,0,0,0,0
15281,45223,0,0,0,0
15282,45223,0,0,0,0
15359,51393,0,0,0,0
15360,51393,0,0,0,0
15361,51393,0,0,0,0
15362,51393,0,0,0,0
15363,51393,0,0,0,0
15365,51394,0,0,0,0
15366,51394,0,0,0,0
15367,51394,0,0,0,0
15368,51394,0,0,0,0
15369,51394,0,0,0,0
15371,51395,0,0,0,0
15372,51395,0,0,0,0
15373,51395,0,0,0,0
15374,51395,0,0,0,0
15375,51395,0,0,0,0
15377,51396,0,0,0,0
15378,51396,0,0,0,0
15379,51396,0,0,0,0
15380,51396,0,0,0,0
15381,51396,0,0,0,0
15383,51397,0,0,0,0
15384,51397,0,0,0,0
15385,51397,0,0,0,0
15386,51397,0,0,0,0
15387,51397,0,0,0,0
15389,51398,0,0,0,0
15390,51398,0,0,0,0
15391,51398,0,0,0,0
15392,51398,0,0,0,0
15393,51398,0,0,0,0
15395,51399,0,0,0,0
15396,51399,0,0,0,0
15397,51399,0,0,0,0
15398,51399,0,0,0,0
15399,51399,0,0,0,0
15401,51393,0,0,0,0
15402,51393,0,0,0,0
15403,51393,0,0,0,0
15404,51393,0,0,0,0
15405,51394,51395,0,0,0
15406,51394,51395,0,0,0
15407,51394,51395,0,0,0
15408,51394,51395,0,0,0
15409,51396,51397,0,0,0
15410,51396,51397,0,0,0
15411,51396,51397,0,0,0
15412,51396,51397,0,0,0
15413,51398,0,0,0,0
15414,51398,0,0,0,0
15415,51398,0,0,0,0
15416,51398,0,0,0,0
15417,51399,0,0,0,0
15418,51399,0,0,0,0
15419,51399,0,0,0,0
15420,51399,0,0,0,0
15452,45224,0,0,0,0
15453,45224,0,0,0,0
15454,45224,0,0,0,0
15455,45224,0,0,0,0
15456,45224,0,0,0,0
15457,45225,45268,0,0,0
15458,45225,0,0,0,0
15459,45225,45268,0,0,0
15460,45225,45268,0,0,0
15461,45225,45268,0,0,0
15462,45226,0,0,0,0
15463,45226,0,0,0,0
15464,45226,0,0,0,0
15465,45226,0,0,0,0
15466,45226,0,0,0,0
15467,45227,0,0,0,0
15468,45227,0,0,0,0
15469,45227,0,0,0,0
15470,45227,0,0,0,0
15471,45227,0,0,0,0
15472,45228,0,0,0,0
15473,45228,0,0,0,0
15474,45228,0,0,0,0
15475,45228,0,0,0,0
15476,45229,0,0,0,0
15477,45229,0,0,0,0
15478,45230,0,0,0,0
15479,45230,0,0,0,0
15480,45231,0,0,0,0
15481,45231,0,0,0,0
15482,45232,0,0,0,0
15483,45232,0,0,0,0
15484,45232,0,0,0,0
15485,45232,0,0,0,0
15486,45232,0,0,0,0
15487,45233,0,0,0,0
15488,45233,0,0,0,0
15489,45233,0,0,0,0
15490,45233,0,0,0,0
15491,45233,0,0,0,0
15639,50508,0,0,0,0
15640,50508,0,0,0,0
15641,50508,0,0,0,0
15642,50509,0,0,0,0
15643,50509,0,0,0,0
15644,50509,0,0,0,0
15665,50670,0,0,0,0
15666,50670,0,0,0,0
15667,50670,0,0,0,0
15668,50670,0,0,0,0
15669,50670,0,0,0,0
15670,50671,0,0,0,0
15671,50671,0,0,0,0
15672,50671,0,0,0,0
15673,50671,0,0,0,0
15674,50671,0,0,0,0
15675,50672,0,0,0,0
15676,50672,0,0,0,0
15677,50672,0,0,0,0
15678,50672,0,0,0,0
15679,50672,0,0,0,0
15680,50673,0,0,0,0
15681,50673,0,0,0,0
15682,50673,0,0,0,0
15683,50673,0,0,0,0
15684,50673,0,0,0,0
15685,50674,0,0,0,0
15686,50674,0,0,0,0
15687,50674,0,0,0,0
15688,50674,0,0,0,0
15689,50674,0,0,0,0
15690,50675,0,0,0,0
15691,50675,0,0,0,0
15692,50675,0,0,0,0
15693,50675,0,0,0,0
15694,50675,0,0,0,0
15695,50676,0,0,0,0
15696,50676,0,0,0,0
15697,50676,0,0,0,0
15698,50676,0,0,0,0
15699,50676,0,0,0,0
15700,50677,0,0,0,0
15701,50677,0,0,0,0
15702,50677,0,0,0,0
15703,50677,0,0,0,0
15704,50677,0,0,0,0
15705,50678,0,0,0,0
15706,50678,0,0,0,0
15707,50678,0,0,0,0
15708,50678,0,0,0,0
15709,50678,0,0,0,0
15710,50679,0,0,0,0
15711,50679,0,0,0,0
15712,50679,0,0,0,0
15713,50679,0,0,0,0
15714,50679,0,0,0,0
15715,50680,0,0,0,0
15716,50680,0,0,0,0
15717,50680,0,0,0,0
15718,50680,0,0,0,0
15719,50680,0,0,0,0
15921,45234,45235,0,0,0
15922,45234,0,0,0,0
15923,45234,0,0,0,0
15924,45234,0,0,0,0
15925,45235,0,0,0,0
15926,45235,0,0,0,0
15927,45235,0,0,0,0
15928,45236,0,0,0,0
15929,45236,0,0,0,0
15930,45236,0,0,0,0
15931,45236,0,0,0,0
15938,45237,0,0,0,0
15939,45237,0,0,0,0
15940,45237,0,0,0,0
15941,45237,0,0,0,0
15942,45238,0,0,0,0
15943,45238,0,0,0,0
15944,45238,0,0,0,0
16042,45239,0,0,0,0
16043,45239,0,0,0,0
16044,45239,0,0,0,0
16045,45239,0,0,0,0
16046,45240,0,0,0,0
16047,45240,0,0,0,0
16048,45240,0,0,0,0
16081,50489,0,0,0,0
16082,50489,0,0,0,0
16083,50489,0,0,0,0
16084,50489,0,0,0,0
16085,50489,0,0,0,0
16086,50490,0,0,0,0
16087,50490,0,0,0,0
16088,50490,0,0,0,0
16089,50490,0,0,0,0
16090,50490,0,0,0,0
16091,50491,0,0,0,0
16092,50491,0,0,0,0
16093,50491,0,0,0,0
16094,50491,0,0,0,0
16095,50491,0,0,0,0
16096,50492,0,0,0,0
16097,50492,0,0,0,0
16098,50492,0,0,0,0
16099,50492,0,0,0,0
16100,50492,0,0,0,0
16101,50493,0,0,0,0
16102,50493,0,0,0,0
16103,50493,0,0,0,0
16104,50493,0,0,0,0
16105,50493,0,0,0,0
16106,50494,0,0,0,0
16107,50494,0,0,0,0
16108,50494,0,0,0,0
16109,50494,0,0,0,0
16110,50494,0,0,0,0
16111,50495,0,0,0,0
16112,50495,0,0,0,0
16113,50495,0,0,0,0
16114,50495,0,0,0,0
16115,50495,0,0,0,0
16116,50496,0,0,0,0
16117,50496,0,0,0,0
16118,50496,0,0,0,0
16119,50496,0,0,0,0
16120,50496,0,0,0,0
16121,50497,0,0,0,0
16122,50497,0,0,0,0
16123,50497,0,0,0,0
16124,50497,0,0,0,0
16125,50497,0,0,0,0
16126,50498,0,0,0,0
16127,50498,0,0,0,0
16128,50498,0,0,0,0
16129,50498,0,0,0,0
16130,50498,0,0,0,0
16131,50499,0,0,0,0
16132,50499,0,0,0,0
16133,50499,0,0,0,0
16134,50499,0,0,0,0
16135,50499,0,0,0,0
16136,50500,0,0,0,0
16137,50500,0,0,0,0
16138,50500,0,0,0,0
16139,50500,0,0,0,0
16140,50500,0,0,0,0
16141,50501,0,0,0,0
16142,50501,0,0,0,0
16143,50501,0,0,0,0
16144,50501,0,0,0,0
16145,50501,0,0,0,0
16189,51400,0,0,0,0
16190,51400,0,0,0,0
16191,51400,0,0,0,0
16192,51400,0,0,0,0
16193,51400,0,0,0,0
16195,51401,0,0,0,0
16196,51401,0,0,0,0
16197,51401,0,0,0,0
16198,51401,0,0,0,0
16199,51401,0,0,0,0
16201,51402,0,0,0,0
16202,51402,0,0,0,0
16203,51402,0,0,0,0
16204,51402,0,0,0,0
16205,51402,0,0,0,0
16207,51403,0,0,0,0
16208,51403,0,0,0,0
16209,51403,0,0,0,0
16210,51403,0,0,0,0
16211,51403,0,0,0,0
16213,51404,0,0,0,0
16214,51404,0,0,0,0
16215,51404,0,0,0,0
16216,51404,0,0,0,0
16217,51404,0,0,0,0
16219,51405,0,0,0,0
16220,51405,0,0,0,0
16221,51405,0,0,0,0
16222,51405,0,0,0,0
16223,51405,0,0,0,0
16225,51406,0,0,0,0
16226,51406,0,0,0,0
16227,51406,0,0,0,0
16228,51406,0,0,0,0
16229,51406,0,0,0,0
16231,51400,0,0,0,0
16232,51400,0,0,0,0
16233,51400,0,0,0,0
16234,51400,0,0,0,0
16235,51401,51402,0,0,0
16236,51401,51402,0,0,0
16237,51401,51402,0,0,0
16238,51401,51402,0,0,0
16239,51403,51404,0,0,0
16240,51403,51404,0,0,0
16241,51403,51404,0,0,0
16242,51403,51404,0,0,0
16243,51405,0,0,0,0
16244,51405,0,0,0,0
16245,51405,0,0,0,0
16246,51405,0,0,0,0
16247,51406,0,0,0,0
16248,51406,0,0,0,0
16249,51406,0,0,0,0
16250,51406,0,0,0,0
16578,45241,0,0,0,0
16579,45241,0,0,0,0
16580,45241,0,0,0,0
16581,45241,0,0,0,0
16582,45241,0,0,0,0
16583,45242,0,0,0,0
16584,45242,0,0,0,0
16585,45242,0,0,0,0
16586,45242,0,0,0,0
16587,45242,0,0,0,0
16588,45243,0,0,0,0
16589,45243,0,0,0,0
16590,45243,0,0,0,0
16591,45243,0,0,0,0
16592,45244,0,0,0,0
16593,45244,0,0,0,0
16594,45244,0,0,0,0
16595,45244,0,0,0,0
16596,45245,0,0,0,0
16597,45245,0,0,0,0
16598,45245,0,0,0,0
16599,45246,0,0,0,0
16600,45246,0,0,0,0
16601,45246,0,0,0,0
16602,45247,0,0,0,0
16603,45247,0,0,0,0
16604,45247,0,0,0,0
16605,45247,0,0,0,0
16606,45247,0,0,0,0
16607,45248,0,0,0,0
16608,45248,0,0,0,0
16609,45248,0,0,0,0
16610,45248,0,0,0,0
16611,45248,0,0,0,0
16909,45245,0,0,0,0
16910,45246,0,0,0,0
17179,45249,0,0,0,0
17180,45249,0,0,0,0
17181,45249,0,0,0,0
17182,45249,0,0,0,0
17183,45249,0,0,0,0
17184,45250,0,0,0,0
17185,45250,0,0,0,0
17186,45250,0,0,0,0
17187,45250,0,0,0,0
17188,45250,0,0,0,0
17189,45251,0,0,0,0
17190,45251,0,0,0,0
17191,45251,0,0,0,0
17192,45251,0,0,0,0
17193,45251,0,0,0,0
17194,45252,0,0,0,0
17195,45252,0,0,0,0
17196,45252,0,0,0,0
17197,45252,0,0,0,0
17198,45252,0,0,0,0
17199,45253,0,0,0,0
17200,45253,0,0,0,0
17201,45253,0,0,0,0
17202,45253,0,0,0,0
17203,45253,0,0,0,0
17204,45254,0,0,0,0
17205,45254,0,0,0,0
17206,45254,0,0,0,0
17207,45254,0,0,0,0
17208,45254,0,0,0,0
17209,45255,0,0,0,0
17210,45255,0,0,0,0
17211,45255,0,0,0,0
17212,45255,0,0,0,0
17213,45255,0,0,0,0
17214,45256,0,0,0,0
17215,45256,0,0,0,0
17216,45256,0,0,0,0
17217,45256,0,0,0,0
17218,45256,0,0,0,0
17219,45257,0,0,0,0
17220,45257,0,0,0,0
17221,45257,0,0,0,0
17222,45257,0,0,0,0
17223,45257,0,0,0,0
17224,45258,0,0,0,0
17225,45258,0,0,0,0
17226,45258,0,0,0,0
17227,45258,0,0,0,0
17228,45258,0,0,0,0
17229,45259,0,0,0,0
17230,45259,0,0,0,0
17231,45259,0,0,0,0
17232,45259,0,0,0,0
17233,45259,0,0,0,0
17234,45260,0,0,0,0
17235,45260,0,0,0,0
17236,45260,0,0,0,0
17237,45260,0,0,0,0
17238,45260,0,0,0,0
17239,45261,0,0,0,0
17240,45261,0,0,0,0
17241,45261,0,0,0,0
17242,45261,0,0,0,0
17243,45261,0,0,0,0
17385,51407,0,0,0,0
17386,51407,0,0,0,0
17387,51407,0,0,0,0
17388,51407,0,0,0,0
17389,51407,0,0,0,0
17391,51408,0,0,0,0
17392,51408,0,0,0,0
17393,51408,0,0,0,0
17394,51408,0,0,0,0
17395,51408,0,0,0,0
17397,51409,0,0,0,0
17398,51409,0,0,0,0
17399,51409,0,0,0,0
17400,51409,0,0,0,0
17401,51409,0,0,0,0
17403,51410,0,0,0,0
17404,51410,0,0,0,0
17405,51410,0,0,0,0
17406,51410,0,0,0,0
17407,51410,0,0,0,0
17409,51411,0,0,0,0
17410,51411,0,0,0,0
17411,51411,0,0,0,0
17412,51411,0,0,0,0
17413,51411,0,0,0,0
17415,51412,0,0,0,0
17416,51412,0,0,0,0
17417,51412,0,0,0,0
17418,51412,0,0,0,0
17419,51412,0,0,0,0
17421,51413,0,0,0,0
17422,51413,0,0,0,0
17423,51413,0,0,0,0
17424,51413,0,0,0,0
17425,51413,0,0,0,0
17427,51407,0,0,0,0
17428,51407,0,0,0,0
17429,51407,0,0,0,0
17430,51407,0,0,0,0
17431,51408,51409,0,0,0
17432,51408,51409,0,0,0
17433,51408,51409,0,0,0
17434,51408,51409,0,0,0
17435,51410,51411,0,0,0
17436,51410,51411,0,0,0
17437,51410,51411,0,0,0
17438,51410,51411,0,0,0
17439,51412,0,0,0,0
17440,51412,0,0,0,0
17441,51412,0,0,0,0
17442,51412,0,0,0,0
17443,51413,0,0,0,0
17444,51413,0,0,0,0
17445,51413,0,0,0,0
17446,51413,0,0,0,0
17462,45262,0,0,0,0
17463,45262,0,0,0,0
17464,45262,0,0,0,0
17465,45262,0,0,0,0
17466,45263,0,0,0,0
17467,45263,0,0,0,0
17468,45263,0,0,0,0
17469,45263,0,0,0,0
17473,45264,0,0,0,0
17474,45264,0,0,0,0
17476,45265,0,0,0,0
17477,45265,0,0,0,0
17478,45265,0,0,0,0
17479,45265,0,0,0,0
17480,45265,0,0,0,0
17481,45266,0,0,0,0
17482,45266,0,0,0,0
17483,45266,0,0,0,0
17484,45266,0,0,0,0
17485,45266,0,0,0,0
17486,45267,0,0,0,0
17487,45267,0,0,0,0
17488,45267,0,0,0,0
17489,45267,0,0,0,0
17490,45268,0,0,0,0
17491,45269,0,0,0,0
17492,45269,0,0,0,0
17493,45269,0,0,0,0
17494,45269,0,0,0,0
17496,45270,0,0,0,0
17497,45270,0,0,0,0
17498,45270,0,0,0,0
17499,45270,0,0,0,0
17596,45271,0,0,0,0
17597,45271,0,0,0,0
17598,45271,0,0,0,0
17599,45271,0,0,0,0
17600,45272,0,0,0,0
17601,45272,0,0,0,0
17602,45272,0,0,0,0
17603,45272,0,0,0,0
17618,45267,0,0,0,0
17718,45273,0,0,0,0
17719,45273,0,0,0,0
17720,45273,0,0,0,0
17721,45273,0,0,0,0
17722,45273,0,0,0,0
18127,51414,0,0,0,0
18128,51414,0,0,0,0
18129,51414,0,0,0,0
18130,51414,0,0,0,0
18131,51414,0,0,0,0
18133,51415,0,0,0,0
18134,51415,0,0,0,0
18135,51415,0,0,0,0
18136,51415,0,0,0,0
18137,51415,0,0,0,0
18139,51416,0,0,0,0
18140,51416,0,0,0,0
18141,51416,0,0,0,0
18142,51416,0,0,0,0
18143,51416,0,0,0,0
18145,51417,0,0,0,0
18146,51417,0,0,0,0
18147,51417,0,0,0,0
18148,51417,0,0,0,0
18149,51417,0,0,0,0
18151,51418,0,0,0,0
18152,51418,0,0,0,0
18153,51418,0,0,0,0
18154,51418,0,0,0,0
18155,51418,0,0,0,0
18157,51419,0,0,0,0
18158,51419,0,0,0,0
18159,51419,0,0,0,0
18160,51419,0,0,0,0
18161,51419,0,0,0,0
18163,51420,0,0,0,0
18164,51420,0,0,0,0
18165,51420,0,0,0,0
18166,51420,0,0,0,0
18167,51420,0,0,0,0
18169,51414,0,0,0,0
18170,51415,51416,0,0,0
18171,51417,51418,0,0,0
18172,51419,0,0,0,0
18173,51420,0,0,0,0
18174,51414,0,0,0,0
18175,51415,51416,0,0,0
18176,51417,51418,0,0,0
18177,51419,0,0,0,0
18178,51420,0,0,0,0
18179,51414,0,0,0,0
18180,51415,51416,0,0,0
18181,51417,51418,0,0,0
18182,51419,0,0,0,0
18183,51420,0,0,0,0
18184,51414,0,0,0,0
18185,51415,51416,0,0,0
18186,51417,51418,0,0,0
18187,51419,0,0,0,0
18188,51420,0,0,0,0
18283,51421,0,0,0,0
18284,51421,0,0,0,0
18285,51421,0,0,0,0
18286,51421,0,0,0,0
18287,51421,0,0,0,0
18289,51422,0,0,0,0
18290,51422,0,0,0,0
18291,51422,0,0,0,0
18292,51422,0,0,0,0
18293,51422,0,0,0,0
18295,51423,0,0,0,0
18296,51423,0,0,0,0
18297,51423,0,0,0,0
18298,51423,0,0,0,0
18299,51423,0,0,0,0
18301,51424,0,0,0,0
18302,51424,0,0,0,0
18303,51424,0,0,0,0
18304,51424,0,0,0,0
18305,51424,0,0,0,0
18307,51425,0,0,0,0
18308,51425,0,0,0,0
18309,51425,0,0,0,0
18310,51425,0,0,0,0
18311,51425,0,0,0,0
18313,51426,0,0,0,0
18314,51426,0,0,0,0
18315,51426,0,0,0,0
18316,51426,0,0,0,0
18317,51426,0,0,0,0
18319,51427,0,0,0,0
18320,51427,0,0,0,0
18321,51427,0,0,0,0
18322,51427,0,0,0,0
18323,51427,0,0,0,0
18325,51421,0,0,0,0
18326,51422,51423,0,0,0
18327,51424,51425,0,0,0
18328,51426,0,0,0,0
18329,51427,0,0,0,0
18330,51421,0,0,0,0
18331,51422,51423,0,0,0
18332,51424,51425,0,0,0
18333,51426,0,0,0,0
18334,51427,0,0,0,0
18335,51421,0,0,0,0
18336,51422,51423,0,0,0
18337,51424,51425,0,0,0
18338,51426,0,0,0,0
18339,51427,0,0,0,0
18340,51421,0,0,0,0
18341,51422,51423,0,0,0
18342,51424,51425,0,0,0
18343,51426,0,0,0,0
18344,51427,0,0,0,0
18439,51428,0,0,0,0
18440,51428,0,0,0,0
18441,51428,0,0,0,0
18442,51428,0,0,0,0
18443,51428,0,0,0,0
18445,51429,0,0,0,0
18446,51429,0,0,0,0
18447,51429,0,0,0,0
18448,51429,0,0,0,0
18449,51429,0,0,0,0
18451,51430,0,0,0,0
18452,51430,0,0,0,0
18453,51430,0,0,0,0
18454,51430,0,0,0,0
18455,51430,0,0,0,0
18457,51431,0,0,0,0
18458,51431,0,0,0,0
18459,51431,0,0,0,0
18460,51431,0,0,0,0
18461,51431,0,0,0,0
18463,51432,0,0,0,0
18464,51432,0,0,0,0
18465,51432,0,0,0,0
18466,51432,0,0,0,0
18467,51432,0,0,0,0
18469,51433,0,0,0,0
18470,51433,0,0,0,0
18471,51433,0,0,0,0
18472,51433,0,0,0,0
18473,51433,0,0,0,0
18475,51434,0,0,0,0
18476,51434,0,0,0,0
18477,51434,0,0,0,0
18478,51434,0,0,0,0
18479,51434,0,0,0,0
18481,51428,0,0,0,0
18482,51429,51430,0,0,0
18483,51431,51432,0,0,0
18484,51433,0,0,0,0
18485,51434,0,0,0,0
18486,51428,0,0,0,0
18487,51429,51430,0,0,0
18488,51431,51432,0,0,0
18489,51433,0,0,0,0
18490,51434,0,0,0,0
18491,51428,0,0,0,0
18492,51429,51430,0,0,0
18493,51431,51432,0,0,0
18494,51433,0,0,0,0
18495,51434,0,0,0,0
18496,51428,0,0,0,0
18497,51429,51430,0,0,0
18498,51431,51432,0,0,0
18499,51433,0,0,0,0
18500,51434,0,0,0,0
18595,51435,0,0,0,0
18596,51435,0,0,0,0
18597,51435,0,0,0,0
18598,51435,0,0,0,0
18599,51435,0,0,0,0
18601,51436,0,0,0,0
18602,51436,0,0,0,0
18603,51436,0,0,0,0
18604,51436,0,0,0,0
18605,51436,0,0,0,0
18607,51437,0,0,0,0
18608,51437,0,0,0,0
18609,51437,0,0,0,0
18610,51437,0,0,0,0
18611,51437,0,0,0,0
18613,51438,0,0,0,0
18614,51438,0,0,0,0
18615,51438,0,0,0,0
18616,51438,0,0,0,0
18617,51438,0,0,0,0
18619,51439,0,0,0,0
18620,51439,0,0,0,0
18621,51439,0,0,0,0
18622,51439,0,0,0,0
18623,51439,0,0,0,0
18625,51440,0,0,0,0
18626,51440,0,0,0,0
18627,51440,0,0,0,0
18628,51440,0,0,0,0
18629,51440,0,0,0,0
18631,51441,0,0,0,0
18632,51441,0,0,0,0
18633,51441,0,0,0,0
18634,51441,0,0,0,0
18635,51441,0,0,0,0
18637,51435,0,0,0,0
18638,51436,51437,0,0,0
18639,51438,51439,0,0,0
18640,51440,0,0,0,0
18641,51441,0,0,0,0
18642,51435,0,0,0,0
18643,51436,51437,0,0,0
18644,51438,51439,0,0,0
18645,51440,0,0,0,0
18646,51441,0,0,0,0
18647,51435,0,0,0,0
18648,51436,51437,0,0,0
18649,51438,51439,0,0,0
18650,51440,0,0,0,0
18651,51441,0,0,0,0
18652,51435,0,0,0,0
18653,51436,51437,0,0,0
18654,51438,51439,0,0,0
18655,51440,0,0,0,0
18656,51441,0,0,0,0
18751,51442,0,0,0,0
18752,51442,0,0,0,0
18753,51442,0,0,0,0
18754,51442,0,0,0,0
18755,51442,0,0,0,0
18757,51443,0,0,0,0
18758,51443,0,0,0,0
18759,51443,0,0,0,0
18760,51443,0,0,0,0
18761,51443,0,0,0,0
18763,51444,0,0,0,0
18764,51444,0,0,0,0
18765,51444,0,0,0,0
18766,51444,0,0,0,0
18767,51444,0,0,0,0
18769,51445,0,0,0,0
18770,51445,0,0,0,0
18771,51445,0,0,0,0
18772,51445,0,0,0,0
18773,51445,0,0,0,0
18775,51446,0,0,0,0
18776,51446,0,0,0,0
18777,51446,0,0,0,0
18778,51446,0,0,0,0
18779,51446,0,0,0,0
18781,51447,0,0,0,0
18782,51447,0,0,0,0
18783,51447,0,0,0,0
18784,51447,0,0,0,0
18785,51447,0,0,0,0
18787,51448,0,0,0,0
18788,51448,0,0,0,0
18789,51448,0,0,0,0
18790,51448,0,0,0,0
18791,51448,0,0,0,0
18793,51442,0,0,0,0
18794,51443,51444,0,0,0
18795,51445,51446,0,0,0
18796,51447,0,0,0,0
18797,51448,0,0,0,0
18798,51442,0,0,0,0
18799,51443,51444,0,0,0
18800,51445,51446,0,0,0
18801,51447,0,0,0,0
18802,51448,0,0,0,0
18803,51442,0,0,0,0
18804,51443,51444,0,0,0
18805,51445,51446,0,0,0
18806,51447,0,0,0,0
18807,51448,0,0,0,0
18808,51442,0,0,0,0
18809,51443,51444,0,0,0
18810,51445,51446,0,0,0
18811,51447,0,0,0,0
18812,51448,0,0,0,0
18829,51449,0,0,0,0
18830,51449,0,0,0,0
18831,51449,0,0,0,0
18832,51449,0,0,0,0
18833,51449,0,0,0,0
18835,51450,0,0,0,0
