#,SupplyItem[0],SupplyItem[1],SupplyItem[2],SupplyItem[3],SupplyItem[4],SupplyItem[5],SupplyItem[6],SupplyItem[7],SupplyItem[8],SupplyItem[9],SupplyItem[10],SupplyItem[11],SetQuantity[0],SetQuantity[1],SetQuantity[2],SetQuantity[3],SetQuantity[4],SetQuantity[5],SetQuantity[6],SetQuantity[7],SetQuantity[8],SetQuantity[9],SetQuantity[10],SetQuantity[11],SetsRequired[0],SetsRequired[1],SetsRequired[2],SetsRequired[3],SetsRequired[4],SetsRequired[5],SetsRequired[6],SetsRequired[7],SetsRequired[8],SetsRequired[9],SetsRequired[10],SetsRequired[11]
758,125,120,228,362,0,0,0,0,0,0,0,0,3,4,4,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
759,112,232,223,0,0,0,0,0,0,0,0,0,10,6,10,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
760,120,228,358,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
761,122,228,360,354,362,0,0,0,0,0,0,0,10,10,10,5,3,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
762,122,227,112,357,0,0,0,0,0,0,0,0,10,10,7,10,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
763,19,117,228,358,0,0,0,0,0,0,0,0,10,3,5,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
764,133,235,22,360,0,0,0,0,0,0,0,0,3,5,2,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
765,134,238,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
766,36,117,214,234,0,0,0,0,0,0,0,0,3,3,10,10,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
767,139,122,359,378,643,0,0,0,0,0,0,0,3,10,10,4,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
768,135,238,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
769,36,240,223,117,0,0,0,0,0,0,0,0,3,4,10,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
770,252,361,354,658,378,643,0,0,0,0,0,0,3,6,10,10,4,6,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
771,136,238,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
772,36,111,110,117,0,0,0,0,0,0,0,0,3,10,10,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
773,252,140,240,378,643,0,0,0,0,0,0,0,3,5,4,4,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
774,137,238,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
775,36,240,377,0,0,0,0,0,0,0,0,0,3,4,6,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
776,252,132,360,365,378,643,0,0,0,0,0,0,3,10,10,5,4,6,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
777,138,238,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
778,36,361,253,377,0,0,0,0,0,0,0,0,3,6,5,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
779,139,235,22,378,643,0,0,0,0,0,0,0,3,5,2,4,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
780,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
800,106,108,223,220,0,0,0,0,0,0,0,0,10,10,10,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
801,108,214,229,0,0,0,0,0,0,0,0,0,10,10,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
802,12,110,319,0,0,0,0,0,0,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
803,106,112,223,237,0,0,0,0,0,0,0,0,10,10,10,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
804,108,120,214,229,0,0,0,0,0,0,0,0,10,6,10,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
805,110,226,329,346,619,0,0,0,0,0,0,0,10,3,10,6,10,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
806,108,106,223,237,0,0,0,0,0,0,0,0,10,10,10,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
807,108,120,223,229,0,0,0,0,0,0,0,0,10,6,10,4,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
808,16,115,362,346,0,0,0,0,0,0,0,0,4,10,3,4,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
809,112,232,223,0,0,0,0,0,0,0,0,0,10,6,10,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
810,122,228,223,0,0,0,0,0,0,0,0,0,10,10,10,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
811,116,222,228,21,346,0,0,0,0,0,0,0,6,10,10,3,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
812,226,115,223,357,0,0,0,0,0,0,0,0,3,5,10,10,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
813,229,357,228,358,0,0,0,0,0,0,0,0,5,10,5,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
814,246,235,127,360,0,0,0,0,0,0,0,0,3,5,5,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
815,247,126,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
816,36,214,117,0,0,0,0,0,0,0,0,0,3,10,4,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
817,139,359,378,643,0,0,0,0,0,0,0,0,3,10,4,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
818,248,126,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
819,36,240,214,117,0,0,0,0,0,0,0,0,3,6,10,4,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
820,252,354,355,658,378,643,0,0,0,0,0,0,3,10,6,10,4,6,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
821,249,126,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
822,36,240,223,117,0,0,0,0,0,0,0,0,3,6,10,4,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
823,139,253,355,378,643,0,0,0,0,0,0,0,3,10,6,4,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
824,250,126,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
825,36,132,253,0,0,0,0,0,0,0,0,0,3,10,10,0,0,0,0,0,0,0,0,0,3,3,3,0,0,0,0,0,0,0,0,0
826,252,117,253,21,378,643,0,0,0,0,0,0,3,4,10,3,4,6,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
827,251,126,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
828,36,117,240,377,0,0,0,0,0,0,0,0,3,4,6,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
829,252,235,127,378,643,0,0,0,0,0,0,0,3,5,5,4,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
830,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
850,11,114,104,206,0,0,0,0,0,0,0,0,4,7,7,7,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
851,106,213,229,224,0,0,0,0,0,0,0,0,7,7,4,7,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
852,116,111,213,340,0,0,0,0,0,0,0,0,4,6,7,7,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
853,11,125,107,213,0,0,0,0,0,0,0,0,4,3,7,7,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
854,106,108,220,228,0,0,0,0,0,0,0,0,7,7,7,7,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
855,116,218,417,527,0,0,0,0,0,0,0,0,6,6,6,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
856,108,106,223,237,0,0,0,0,0,0,0,0,10,10,10,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
857,108,120,223,229,0,0,0,0,0,0,0,0,10,6,10,4,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
858,16,112,116,362,346,0,0,0,0,0,0,0,4,6,6,3,4,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
859,112,232,353,223,0,0,0,0,0,0,0,0,10,6,4,10,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
860,120,222,228,21,0,0,0,0,0,0,0,0,10,6,6,3,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
861,122,228,344,363,348,0,0,0,0,0,0,0,10,6,10,4,2,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
862,120,112,360,354,0,0,0,0,0,0,0,0,10,10,10,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
863,226,122,228,19,0,0,0,0,0,0,0,0,3,10,5,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
864,246,22,127,360,0,0,0,0,0,0,0,0,3,2,5,10,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
865,371,238,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
866,36,111,117,228,0,0,0,0,0,0,0,0,3,7,4,7,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
867,139,117,346,378,643,0,0,0,0,0,0,0,3,4,7,2,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
868,372,126,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
869,36,110,234,253,0,0,0,0,0,0,0,0,3,7,7,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
870,252,419,527,378,643,0,0,0,0,0,0,0,3,6,3,2,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
871,373,238,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
872,36,240,223,117,0,0,0,0,0,0,0,0,3,6,10,4,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
873,139,115,117,355,378,643,0,0,0,0,0,0,3,7,4,4,2,6,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
874,374,126,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
875,36,21,240,253,0,0,0,0,0,0,0,0,3,3,6,6,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
876,252,132,253,376,378,643,0,0,0,0,0,0,3,10,6,2,2,6,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
877,375,126,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0
878,36,230,132,253,0,0,0,0,0,0,0,0,3,3,10,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
879,252,22,127,378,643,0,0,0,0,0,0,0,3,2,5,2,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
880,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1000,4,104,321,625,817,924,0,0,0,0,0,0,10,10,10,10,10,10,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1001,5,104,613,513,921,0,0,0,0,0,0,0,10,10,10,10,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1002,6,107,615,628,828,846,0,0,0,0,0,0,10,10,10,6,10,10,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1003,4,104,321,625,817,924,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1004,5,104,613,513,921,0,0,0,0,0,0,0,30,30,30,30,40,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1005,6,107,615,628,828,846,0,0,0,0,0,0,30,30,30,15,30,30,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1006,4,104,321,625,817,924,0,0,0,0,0,0,55,55,55,55,55,55,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1007,5,104,613,513,921,0,0,0,0,0,0,0,55,55,55,55,65,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1008,6,107,615,628,828,846,0,0,0,0,0,0,55,55,55,25,55,55,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1009,4,104,321,625,817,924,0,0,0,0,0,0,10,10,10,10,10,10,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1010,5,104,613,513,921,0,0,0,0,0,0,0,10,10,10,10,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1011,6,107,615,628,828,846,0,0,0,0,0,0,10,10,10,6,10,10,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1012,4,104,321,625,817,924,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1013,5,104,613,513,921,0,0,0,0,0,0,0,30,30,30,30,40,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1014,6,107,615,628,828,846,0,0,0,0,0,0,30,30,30,15,30,30,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1015,4,104,321,625,817,924,0,0,0,0,0,0,55,55,55,55,55,55,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1016,5,104,613,513,921,0,0,0,0,0,0,0,55,55,55,55,65,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1017,6,107,615,628,828,846,0,0,0,0,0,0,55,55,55,25,55,55,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1018,4,104,321,625,817,924,0,0,0,0,0,0,10,10,10,10,10,10,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1019,5,104,613,513,921,0,0,0,0,0,0,0,10,10,10,10,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1020,6,107,615,628,828,846,0,0,0,0,0,0,10,10,10,6,10,10,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1021,4,104,321,625,817,924,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1022,5,104,613,513,921,0,0,0,0,0,0,0,30,30,30,30,40,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1023,6,107,615,628,828,846,0,0,0,0,0,0,30,30,30,15,30,30,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1024,4,104,321,625,817,924,0,0,0,0,0,0,55,55,55,55,55,55,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1025,5,104,613,513,921,0,0,0,0,0,0,0,55,55,55,55,65,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1026,6,107,615,628,828,846,0,0,0,0,0,0,55,55,55,25,55,55,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1027,4,104,321,625,817,924,0,0,0,0,0,0,10,10,10,10,10,10,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1028,5,104,613,513,921,0,0,0,0,0,0,0,10,10,10,10,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1029,6,107,615,628,828,846,0,0,0,0,0,0,10,10,10,6,10,10,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1030,4,104,321,625,817,924,0,0,0,0,0,0,30,30,30,30,30,30,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1031,5,104,613,513,921,0,0,0,0,0,0,0,30,30,30,30,40,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1032,6,107,615,628,828,846,0,0,0,0,0,0,30,30,30,15,30,30,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1033,4,104,321,625,817,924,0,0,0,0,0,0,55,55,55,55,55,55,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1034,5,104,613,513,921,0,0,0,0,0,0,0,55,55,55,55,65,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1035,6,107,615,628,828,846,0,0,0,0,0,0,55,55,55,25,55,55,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1036,15,104,625,928,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1037,16,113,513,929,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1038,17,846,936,938,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1039,15,104,625,928,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0
1040,16,113,513,929,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0
1041,17,846,936,938,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0
1042,15,104,625,928,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0
1043,16,113,513,929,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0
1044,17,846,936,938,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0
1045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1046,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1047,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1050,3,6,7,107,621,0,0,0,0,0,0,0,10,10,10,10,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1051,4,5,113,223,621,0,0,0,0,0,0,0,10,10,6,10,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1052,6,113,223,321,510,619,0,0,0,0,0,0,6,10,10,10,6,3,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1053,3,6,7,107,621,0,0,0,0,0,0,0,30,30,30,30,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1054,4,5,113,223,621,0,0,0,0,0,0,0,30,30,15,30,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1055,6,113,223,321,510,619,0,0,0,0,0,0,15,30,30,30,15,8,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1056,3,6,7,107,621,0,0,0,0,0,0,0,55,55,55,55,25,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1057,4,5,113,223,621,0,0,0,0,0,0,0,55,55,25,55,25,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1058,6,113,223,321,510,619,0,0,0,0,0,0,25,55,55,55,25,15,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1059,3,6,7,107,621,0,0,0,0,0,0,0,10,10,10,10,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1060,4,5,113,223,621,0,0,0,0,0,0,0,10,10,6,10,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1061,6,113,223,321,510,619,0,0,0,0,0,0,6,10,10,10,6,3,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1062,3,6,7,107,621,0,0,0,0,0,0,0,30,30,30,30,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1063,4,5,113,223,621,0,0,0,0,0,0,0,30,30,15,30,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1064,6,113,223,321,510,619,0,0,0,0,0,0,15,30,30,30,15,8,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1065,3,6,7,107,621,0,0,0,0,0,0,0,55,55,55,55,25,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1066,4,5,113,223,621,0,0,0,0,0,0,0,55,55,25,55,25,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1067,6,113,223,321,510,619,0,0,0,0,0,0,25,55,55,55,25,15,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1068,3,6,7,107,621,0,0,0,0,0,0,0,10,10,10,10,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1069,4,5,113,223,621,0,0,0,0,0,0,0,10,10,6,10,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1070,6,113,223,321,510,619,0,0,0,0,0,0,6,10,10,10,6,3,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1071,3,6,7,107,621,0,0,0,0,0,0,0,30,30,30,30,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1072,4,5,113,223,621,0,0,0,0,0,0,0,30,30,15,30,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1073,6,113,223,321,510,619,0,0,0,0,0,0,15,30,30,30,15,8,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1074,3,6,7,107,621,0,0,0,0,0,0,0,55,55,55,55,25,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1075,4,5,113,223,621,0,0,0,0,0,0,0,55,55,25,55,25,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1076,6,113,223,321,510,619,0,0,0,0,0,0,25,55,55,55,25,15,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1077,3,6,7,107,621,0,0,0,0,0,0,0,10,10,10,10,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1078,4,5,113,223,621,0,0,0,0,0,0,0,10,10,6,10,6,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1079,6,113,223,321,510,619,0,0,0,0,0,0,6,10,10,10,6,3,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1080,3,6,7,107,621,0,0,0,0,0,0,0,30,30,30,30,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1081,4,5,113,223,621,0,0,0,0,0,0,0,30,30,15,30,15,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1082,6,113,223,321,510,619,0,0,0,0,0,0,15,30,30,30,15,8,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1083,3,6,7,107,621,0,0,0,0,0,0,0,55,55,55,55,25,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1084,4,5,113,223,621,0,0,0,0,0,0,0,55,55,25,55,25,0,0,0,0,0,0,0,3,3,3,3,3,0,0,0,0,0,0,0
1085,6,113,223,321,510,619,0,0,0,0,0,0,25,55,55,55,25,15,0,0,0,0,0,0,3,3,3,3,3,3,0,0,0,0,0,0
1086,10,16,107,621,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1087,17,18,113,621,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1088,18,321,936,938,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,3,3,3,3,0,0,0,0,0,0,0,0
1089,10,16,107,621,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0
1090,17,18,113,621,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0
1091,18,321,936,938,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,9,9,9,9,0,0,0,0,0,0,0,0
1092,10,16,107,621,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0
1093,17,18,113,621,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0
1094,18,321,936,938,0,0,0,0,0,0,0,0,5,5,5,5,0,0,0,0,0,0,0,0,15,15,15,15,0,0,0,0,0,0,0,0
1095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1096,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1097,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
