#,X,Y,Z,Yaw,Radius,Object,EventId,Map,Territory,Type
3636443,-413.638,237.115,-124.407,-2.10854,13.3565,0,0,53,155,40
3636559,-607.607,212.546,-348.64,0.996139,31.4954,0,0,53,155,40
3636560,-584.579,210.905,-362.671,1.24821,18.2413,0,0,53,155,40
3636568,-594.429,211.724,-326.008,1.19464,16.9758,0,0,53,155,40
3636570,-630.084,215.307,-381.559,1.19163,16.9958,0,0,53,155,40
3636571,-632.525,221.255,-337.443,1.19771,15.8059,0,0,53,155,40
3636767,-127.047,4.14908,-44.2812,2.56432,1,1000435,0,4,148,8
3636801,-508.009,214.017,-158.611,2.79165,30.1854,0,0,53,155,40
3636804,-514.965,207.578,-194.072,1.96328,13.228,0,0,53,155,40
3636806,-473.31,212.151,-175.522,-3.07557,13.3684,0,0,53,155,40
3636819,-537.383,220.752,-152.098,2.39615,13.6632,0,0,53,155,40
3636823,-491.766,224.748,-129.145,2.65458,14.182,0,0,53,155,40
3636824,561.672,89.783,-81.5093,0.0346836,1,1002112,0,16,135,8
3636968,-552.357,231.354,-110.768,2.31183,18.7196,0,0,53,155,40
3637019,-529.566,228.865,-114.877,2.56982,11.3202,0,0,53,155,40
3637021,-552.064,225.513,-126.98,2.28178,11.4172,0,0,53,155,40
3637027,-560.108,232.209,-91.738,2.59369,8.52254,0,0,53,155,40
3637031,-579.151,226.811,-103.144,2.28478,11.4547,0,0,53,155,40
3637080,-626.732,212.196,-445.489,0.470468,24.1651,0,0,53,155,40
3637088,-636.684,215.644,-421.05,0.576545,12.2645,0,0,53,155,40
3637090,-602.009,208.383,-435.6,0,13.7235,0,0,53,155,40
3637118,-655.313,212.392,-456.423,0,14.8451,0,0,53,155,40
3637119,-612.939,198.117,-468.684,0,11.9041,0,0,53,155,40
3637200,562.348,89.8803,-80.2167,-1.585,1,1002115,0,16,135,8
3637450,-315.796,254.021,-124.084,0,4,0,0,53,155,51
3637456,-517.428,207.349,-343.573,0,4,0,0,53,155,51
3637466,-407.334,225.042,-145.209,0,4,0,0,53,155,51
3637488,-615.127,204.046,-354.752,0,4,0,0,53,155,51
3637501,-507.416,211.579,-158.617,0,4,0,0,53,155,51
3637507,-558.881,223.609,-109.761,0,4,0,0,53,155,51
3637508,-637.924,205.929,-453.73,0,4,0,0,53,155,51
3637589,-193.214,56.2647,-116.471,1.11383,1,1000436,0,4,148,8
3638263,18.3691,-4.52534,221.637,-0.0325499,1,1000437,0,5,152,8
3638452,-211.588,6.85476,39.8059,-2.32952,1,1000439,0,6,153,8
3640623,44.5208,0.999954,0.175393,-1.63294,5.04568,0,0,81,175,40
3640624,-42.8336,0.999954,-0.179917,1.58728,5.04568,0,0,81,175,40
3642535,-196.887,18.46,59.9526,-0.560343,1,1002279,0,13,130,8
3642819,-107.176,40.2,132.025,-1.32552,1,1001945,0,73,131,8
3642867,106.065,4.62344,-71.9769,2.14238,1,1001963,0,14,131,8
3642868,118.517,4.44031,-67.8264,2.12119,1,1001964,0,14,131,8
3642870,126.757,3.98256,-83.8484,-0.954774,1,1001966,0,14,131,8
3642871,131.945,4.44033,-76.2799,-1.00636,1,1001967,0,14,131,8
3642872,136.095,3.98256,-67.8569,-1.10654,1,1001968,0,14,131,8
3642873,141.894,4.10467,-61.4176,1.77345,1,1001969,0,14,131,8
3642874,135.057,3.98254,-9.59796,1.63079,1,1001970,0,14,131,8
3642876,151.69,4.44031,-9.41486,-1.50903,1,1001972,0,14,131,8
3643001,227.617,221.991,341.681,2.47915,1,1002384,0,53,155,8
3643002,239.068,222.194,327.896,0.719232,1,1002385,0,53,155,8
3643124,-35.3552,13.5957,97.2457,0.244722,1,1002280,0,14,131,8
3643126,-115.74,41.6,118.897,0.302055,1,1002281,0,73,131,8
3643127,3.56848,7.59996,153.232,-1.35719,1,1002282,0,14,131,8
3643128,134.905,7.59196,98.0392,1.46473,1,1002283,0,14,131,8
3643138,55.3597,4.12408,-143.899,-0.34174,1,1001978,0,13,130,8
3643221,-87.0837,5,-73.6925,-2.29128,1,1001646,0,13,130,8
3643459,-143.422,4.54993,-108.532,0.959569,1,1002390,0,13,130,8
3643460,-144.382,4.09996,-107.22,0.980465,1,1002391,0,13,130,8
3643492,-441.104,211.014,-235.496,-0.301405,1,1002401,0,53,155,8
3643494,-405.742,210.798,-267.746,-1.56806,1,1002402,0,53,155,8
3643652,-238.941,22.0017,344.381,0.992453,1,1002397,0,6,153,8
3643712,-442.576,211.936,-234.33,2.27391,1,0,0,53,155,40
3643713,229.923,222.484,340.84,-1.21776,1,0,0,53,155,40
3643762,188.586,65.1818,292.879,-1.85615,1,1002119,0,15,134,8
3643763,188.617,64.783,277.802,-1.51066,1,1002120,0,15,134,8
3643768,184.778,64.5145,258.072,3.06714,1,1002125,0,15,134,8
3645035,34.8973,4.92865,396.719,0.00528774,1,1002398,0,24,147,8
3645041,33.7766,5.26826,398.259,2.38124,1,0,0,24,147,40
3651435,45.9815,33.9513,-31.5652,1.9351,1,1001983,0,73,131,8
3656481,-219.226,20.8896,338.43,2.87554,1,1002754,0,6,153,8
3656482,-218.697,20.9044,336.097,-0.00109935,1,1002755,0,6,153,8
3656491,-203.693,20.9595,367.33,2.53116,1,1002762,0,6,153,8
3656492,-194.28,15.746,307.376,0.585046,1,1002763,0,6,153,8
3656517,52.4398,-39.5531,235.008,1.37538,1,1002767,0,7,154,8
3656518,22.507,-44.8656,254.597,-1.00662,1,1002768,0,7,154,8
3656534,-34.4701,-40.5128,221.027,-0.481534,1,1002779,0,7,154,8
3656535,-89.7994,-45.3347,195.88,0.436805,1,1002780,0,7,154,8
3656536,-80.4609,-45.3346,197.65,1.00683,1,1002781,0,7,154,8
3656539,-63.1485,-47.3614,320.036,-0.0228482,1,1002784,0,7,154,8
3656553,-40.4047,-46.5713,273.906,-1.09551,1,1002792,0,7,154,8
3656564,-23.7278,-40.2508,174.914,3.01849,1,1002800,0,7,154,8
3656570,-26.2608,-40.7264,172.747,-0.208064,1,1002804,0,7,154,8
3656571,-20.8425,-40.7051,185.425,-1.61617,1,1002805,0,7,154,8
3656573,-55.2113,-45.5601,266.772,-1.00212,1,1002807,0,7,154,8
3656574,-54.8257,-45.5601,268.452,-2.13078,1,1002808,0,7,154,8
3656575,-12.4056,-34.6835,171.039,-0.423625,1,1002809,0,7,154,8
3656577,-13.3336,-40.95,198.256,2.47215,1,1002811,0,0,0,8
3656581,-27.3022,-34.6184,173.08,2.0816,1,1002815,0,7,154,8
3670895,-162.487,15.9826,314.681,2.9419,1,1001561,0,21,141,8
3670913,-9.68953,-2.04814,-145.098,-1.90049,1,1001564,0,21,141,8
3678101,-33.1923,-2.55005,58.897,1.57045,1,0,0,2,132,5
3678103,-32.0202,-0.210317,53.6696,0,1,0,0,2,132,5
3679085,-209.504,7.41954,39.4768,2.88408,1,1000438,0,6,153,8
3684554,370.194,-31.9541,455.661,0.220264,1,2000685,0,4,148,45
3686617,-48.1548,5.91045,67.7251,0,2.03687,0,0,1,1,40
3686763,-71.7285,6.11843,55.8457,0,1,0,0,1,1,40
3687683,-98.4882,3.85546,-145.34,-1.60793,1,2000688,0,4,148,45
3687684,-95.4492,3.50579,-150.787,0,0.991789,2000689,0,4,148,45
3687900,-32.0152,-2.55005,58.9115,0,1,2000684,0,2,132,45
3689362,-89.475,7.00812,10.8589,2.91095,1,1001675,0,14,131,8
3689363,-88.7013,7.0081,10.6376,-2.23404,1,1001676,0,14,131,8
3689364,-90.3487,7.00809,10.3093,1.58822,1,1001677,0,14,131,8
3692670,-87.2622,6.99977,14.9481,0,1,2000696,0,14,131,45
3692671,-88.2666,7.02335,11.5429,0,1,2000697,0,14,131,45
3692715,-93.592,6.99993,11.2525,0,1,2000695,0,14,131,45
3693652,32.9423,2.69501,30.0329,0,1,2,0,2,132,12
3693820,-238.031,8,-146.174,1.5708,1,2000701,0,3,133,45
3693827,-238.692,8,-146.174,1.56155,1,0,0,3,133,5
3693831,-238.008,9.19336,-149.223,0,1,0,0,3,133,5
3693847,-238.707,8.43792,-146.174,1.56155,1,0,0,3,133,5
3693860,-84.0011,20.7768,0.0341485,0,1,8,0,12,129,12
3704936,-90.7316,0.0151991,61.1098,0.560962,0.991789,2000709,0,6,153,45
3704954,278.617,8.29488,-38.2121,1.10328,1,1000795,0,6,153,8
3706679,-89.3706,-3.0081,12.1608,0,202,0,0,14,131,51
3706821,-275.433,12.8966,369.839,0,0.991789,30120,0,5,152,14
3706822,-254.678,1.45852,338.535,0,0.991789,30121,0,5,152,14
3706823,-254.4,8.46817,362.043,0,0.991789,30122,0,5,152,14
3706824,-286.277,4.88339,340.318,0,0.991789,30123,0,5,152,14
3706840,217.118,60.4714,121.538,-2.31069,0.74762,2000738,0,20,140,45
3706841,212.965,52.824,148,-2.3772,0.74762,2000739,0,20,140,45
3706842,228.449,55.5692,172.083,-3.0282,0.74762,2000740,0,20,140,45
3708874,15.7975,0.709689,-59.3816,-0.514131,0.991789,2000741,0,21,141,45
3708875,10.2602,2.65859,-28.1259,-0.850329,1,2000742,0,21,141,45
3708948,15.5547,0.648601,-59.5347,-2.25705,6,205,0,21,141,9
3708949,10.3374,2.6756,-28.1385,-1.09362,6,205,0,21,141,9
3708966,304.28,6.76784,-39.455,-1.44412,6,1430,0,6,231,9
3714772,-1.90059,0,-2.13963,0,1,1000076,0,1,20,8
3715772,299.885,7.67523,-38.9564,-1.44124,6,1429,0,6,231,9
3715773,438.784,-0.447733,-49.5649,0,3.79919,0,0,6,231,40
3721321,-78.9862,-8.37558,264.909,-0.0000480055,0.991789,2000711,0,5,152,45
3721323,-84.2324,-8.19202,260.098,0.843059,6,44,0,5,152,9
3722121,13.9689,-1.15185,188.814,0,1,30134,0,5,152,14
3722122,-9.23977,-3.8769,202.671,0,0.991789,30135,0,5,152,14
3722123,64.4803,3.20682,213.594,0,0.991789,30136,0,5,152,14
3722124,-15.1521,-6.94785,255.628,0,0.930753,30137,0,5,152,14
3722166,-248.493,-0.760656,201.038,0,0.991789,30138,0,5,152,14
3722178,-210.977,-3.51862,195.063,0,1,30139,0,5,152,14
3722181,-204.789,-5.79004,213.277,0,1,30140,0,5,152,14
3722183,-240.282,-1.22377,194.531,0,0.991789,30141,0,5,152,14
3722267,-318.502,20.415,393.545,-0.283564,0.99176,2000717,0,5,152,45
3722268,-363.363,5.07221,277.424,-1.11488,0.99176,2000718,0,5,152,45
3722270,-223.896,-5.19102,198.352,2.17378,0.99176,2000719,0,5,152,45
3725084,55.325,8.01827,408.002,0,1,30130,0,5,152,14
3725085,-20.749,6.93529,404.078,0,1,30131,0,5,152,14
3725086,29.0543,7.00523,389.828,0,0.99176,30132,0,5,152,14
3725087,41.3775,5.19188,370.956,0,1,30133,0,5,152,14
3725435,-209.088,-4.64191,195.804,-0.0000479198,0.99176,2000720,0,5,152,45
3725436,-146.024,-5.25509,199.26,-0.0000479198,0.99176,2000721,0,5,152,45
3725438,-173.327,2.18847,137.682,-0.0000479198,0.99176,2000722,0,5,152,45
3727742,-265.766,22.9037,-69.5964,0.00925183,0.99176,2000300,0,21,141,45
3739377,-225.1,16.7411,-57.7228,-0.689701,0.99176,2000753,0,21,141,45
3739388,-262.592,29.0073,-118.456,1.19168,0.99176,2000754,0,21,141,45
3742257,-135.21,5.7089,-117.418,1.82925,6,100,0,21,141,9
3742258,-96.1109,-1.34389,-163.212,-0.0787616,6,100,0,21,141,9
3742259,-104.517,0.157003,-213.633,-0.000239758,6,100,0,21,141,9
3742261,-0.625269,-1.6342,-110.809,-2.30796,6,100,0,21,141,9
3746516,-65.0216,-36.7971,477.611,0.796401,1,1002932,0,4,148,8
3746651,-276.938,25.0894,368.241,0,4,0,0,5,152,51
3746652,19.0603,26.8185,225.147,0,4,0,0,5,152,51
3746653,18.3569,39.1839,388.892,0,4,0,0,5,152,51
3746657,-235.498,29.1462,217.068,0,4,0,0,5,152,51
3751381,-80.2084,-8.3901,265.011,1.55802,1,1002933,0,5,152,8
3759749,-207.701,-9.7214,-66.1063,0,204,0,0,4,148,51
3760899,-297.263,4.97202,334.556,0,1,30124,0,5,152,14
3761091,-295.714,11.6943,362.027,0,1,30125,0,5,152,14
3761092,-283.562,18.9355,388.993,0,1,30126,0,5,152,14
3761093,-261.082,16.3625,387.203,0,1,30127,0,5,152,14
3761094,-219.958,2.16205,349.281,0,1,30128,0,5,152,14
3761095,-234.271,0.0859454,342.405,0,1,30129,0,5,152,14
3762245,-305.409,16.406,-169.371,-2.36119,2.25937,0,0,6,153,40
3762253,-226.459,10.6277,16.6781,0,0.991789,2000727,0,6,153,45
3762254,-240.419,11.1064,52.2387,0,1,2000728,0,6,153,45
3762256,-261.672,16.4125,49.8716,0,1,2000729,0,6,153,45
3762257,275.277,8.58491,-38.2121,-1.44608,2.83323,0,0,6,153,40
3762258,-111.675,2.40464,58.6256,1.07395,1.30969,0,0,6,153,40
3762259,-71.8023,0.030685,62.7807,-0.960473,6,1431,0,6,236,9
3762262,-74.23,0.39093,55.2064,-1.08595,6,1432,0,6,236,9
3762264,-79.6294,0.0307129,55.0858,-1.04574,6,1431,0,6,236,9
3762265,-72.2423,0.0308021,60.0788,-0.848228,6,1432,0,6,236,9
3762267,-72.5125,0.0306933,61.8615,-0.919793,6,540,0,6,236,9
3762271,304.904,5.63092,-36.5454,-1.52407,6,1430,0,6,231,9
3762272,281.085,8.24175,-38.0654,1.59846,2.28994,0,0,6,231,40
3765383,-0.473083,36.1791,598.596,-1.54987,1,1002229,0,16,135,8
3765426,181.292,9.04855,611.536,-2.87928,1,1002232,0,16,135,8
3765457,225.36,14.096,621.027,2.1862,1,1002233,0,16,135,8
3766208,184.039,8.97365,585.931,0.0581484,1,1002234,0,16,135,8
3766209,237.058,8.97467,589.725,0.472521,1,1002235,0,16,135,8
3766212,185.138,14.0959,677.363,-2.69922,1,1002236,0,16,135,8
3766545,325.327,-4.88504,390.474,0,1,2000883,0,7,154,45
3766655,167.559,14.0959,683.925,-2.60834,1,1002237,0,16,135,8
3766680,247.364,14.0382,611.932,1.0565,1,1002238,0,16,135,8
3766690,131.639,22.8808,668.482,1.12361,1,1002239,0,16,135,8
3766692,118.527,23.0008,735.702,0,1,1002240,0,16,135,8
3767041,-34.6397,8.92132,861.475,1.39812,1,1002274,0,16,135,8
3767042,-34.6964,8.92135,844.97,1.46804,1,1002446,0,16,135,8
3767056,136.85,58.9528,937.438,0.598861,1,1002445,0,16,135,8
3767101,102.251,68.1552,328.939,0.734452,1,1002231,0,16,135,8
3767109,113.565,68.1552,376.228,-1.47159,1,1002447,0,16,135,8
3767114,41.4587,71.3016,388.205,0.942789,1,1002448,0,16,135,8
3767120,41.7608,71.3016,389.651,1.9583,1,1002449,0,16,135,8
3767125,42.8446,71.3016,389.042,-0.994658,1,1002450,0,16,135,8
3767128,32.879,71.3016,392.604,2.12167,1,1002451,0,16,135,8
3767129,49.4545,71.3016,382.956,-0.764239,1,1002452,0,16,135,8
3767183,-164.393,8.39893,-63.5893,-0.847082,1,1002934,0,6,153,8
3767676,36.8094,71.3016,393.422,-2.52778,1,2000756,0,16,135,45
3767681,48.1876,71.2748,386.737,0.41142,0.991789,2000756,0,16,135,45
3767687,28.9971,71.2748,399.714,-2.14654,0.991789,2000756,0,16,135,45
3767692,55.3625,71.2748,379.783,0.894372,0.991789,2000756,0,16,135,45
3768148,-510.665,5.9998,35.8789,0,6,295,0,5,152,9
3768182,-510.615,6.31782,35.7881,0,1,2000885,0,5,152,45
3769497,332.357,-31.5188,414.694,0,0.930753,2000895,0,4,148,45
3769499,335.971,-31.6828,423.64,-2.77591,1,1002963,0,4,148,8
3770450,155.989,-6.36145,-35.5078,-1.50817,1,1002962,0,4,148,8
3771393,147.021,-5.66384,-35.4974,0,0.991789,2000893,0,4,148,45
3775547,-72.2203,-2.54636,187.873,0,1,1002937,0,5,152,8
3775589,-35.4162,-2.05769,-154.925,-2.68062,1,1001578,0,21,141,8
3776272,271.013,-11.793,-192.938,0,6,42,0,4,148,9
3776273,272.477,-9.48114,-187.1,-0.0000480078,6,42,0,4,148,9
3776274,249.327,-10.6043,-184.736,-0.0000480078,6,42,0,4,148,9
3776275,253.784,-11.793,-193.729,-0.0000480078,6,42,0,4,148,9
3776276,262.872,-11.793,-172.291,0,6,42,0,4,148,9
3776277,264.912,-11.793,-179.233,0,6,42,0,4,148,9
3776278,263.047,-9.95062,-163.917,0,6,42,0,4,148,9
3776279,261.354,-11.793,-156.886,0,6,42,0,4,148,9
3777620,273.459,-11.7931,-190.24,0,1,2000908,0,4,148,45
3777622,252.089,-11.793,-188.133,0,1,2000909,0,4,148,45
3777623,266.326,-11.7931,-174.858,0,1,2000910,0,4,148,45
3777624,261.858,-11.793,-161.36,0,1,2000911,0,4,148,45
3777631,302.316,2.10213,88.0487,0,1,2000914,0,4,148,45
3777633,327.128,3.71192,93.6556,0,1,2000915,0,4,148,45
3777635,305.417,4.50383,103.995,0,1,2000916,0,4,148,45
3777647,302.697,2.31127,88.1884,-0.0000480078,6,41,0,4,148,9
3777652,326.398,3.63766,93.7021,0,6,41,0,4,148,9
3777654,298.914,3.1915,104.051,1.48925,6,26,0,4,148,9
3777809,-1.81012,6.92705,-93.0217,0,1,2000951,0,6,153,45
3777844,134.596,-7.00001,-57.7145,-3.0476,6,539,0,4,230,9
3777847,134.724,-7,-73.4965,0,1,0,0,4,230,40
3777862,134.281,-7,-74.5593,0,3.30644,0,0,4,148,40
3777942,134.479,-7,-69.9743,-2.82511,1,1000534,0,4,148,8
3778164,-127.104,-45.6282,214.574,-1.23062,1,1002788,0,7,154,8
3779080,-16.6975,-16.75,156.028,0,204,0,0,21,141,51
3779404,-25.8641,-2.07039,-176.806,0.512214,1,1002938,0,21,141,8
3780149,35.2726,16.4875,-109.546,0,5,0,0,21,141,51
3780150,-132.322,-24.7642,-55.7078,0,405,0,0,21,141,51
3780980,-231.879,-5.87313,226.535,0,1,30142,0,5,152,14
3780981,-256.977,-2.64588,240.308,0,1,30143,0,5,152,14
3781016,309.456,-18.646,-12.0997,0,204,0,0,7,154,51
3781017,309.744,-33.5721,180.027,0,304,0,0,7,154,51
3781085,288.594,-11.3004,52.3963,-0.0000479198,0.99176,2000962,0,7,154,45
3781086,289.485,-11.2063,52.4198,2.88068,1,0,0,7,154,40
3781205,-318.051,18.9562,-165.099,0,1,2000947,0,6,153,45
3781206,-270.008,15.4896,-91.1681,1.43631,0.991789,2000948,0,6,153,45
3781207,-258.965,10.3355,-45.9763,2.12381,1,2000949,0,6,153,45
3781381,210.112,12.5276,591.434,-1.92239,1.93785,2000760,0,16,135,45
3781382,171.588,10.3592,589.783,-0.0342755,1.48008,2000761,0,16,135,45
3781602,335.347,32.2696,644.556,-0.795333,1,1002453,0,16,135,8
3781604,-103.685,6.4461,101.61,-0.0000479198,0.99176,2000921,0,6,153,45
3781638,284.779,6.33921,615.198,-1.53597,1,1002454,0,16,135,8
3781639,200.183,8.97365,616.052,2.98302,1,1002455,0,16,135,8
3781642,217.341,8.9734,606.443,-0.0000480055,0.991789,2000762,0,16,135,45
3781643,287.165,32.204,607.054,0,1,2000763,0,16,135,45
3781659,249.995,6.22238,772.706,-1.59767,0.900235,2000766,0,16,135,45
3781662,249.958,6.37159,775.265,0,0.900235,2000767,0,16,135,45
3781814,-94.8654,2.37114,734.303,-1.02381,1,1002456,0,16,135,8
3781816,28.262,-54.3178,512.945,0,1,2000922,0,7,154,45
3781817,28.262,-54.3178,512.945,0,1,2000923,0,7,154,45
3781818,-145.095,1.07196,709.132,-0.0000480055,0.991789,2000769,0,16,135,45
3781824,-185.682,-0.117385,694.674,0,1,2000770,0,16,135,45
3781825,-168.841,1.97413,659.327,-0.000143862,0.961271,2000771,0,16,135,45
3781826,-147.35,2.47665,704.938,0.122711,6,170,0,16,135,9
3781827,29.4165,-54.2842,513.033,-2.14736,6,566,0,7,154,9
3781831,-187.779,0.156929,689.211,0,6,170,0,16,135,9
3781834,-164.534,3.00433,659.421,-1.40296,6,170,0,16,135,9
3781879,97.9275,20.6464,773.438,-0.000527104,0.869751,2000772,0,16,135,45
3782106,-82.0134,-11.5794,252.812,0,305,0,0,5,152,51
3782137,46.7152,30.713,756.489,1.62163,0.808655,2000773,0,16,135,45
3782142,-122.985,-10.4041,274.657,0,204,0,0,5,152,51
3782147,94.6021,24.7735,820.624,2.32632,0.808655,2000774,0,16,135,45
3782177,99.5126,20.8923,773.216,-0.736466,6,9,0,16,135,9
3782179,97.887,21.087,771.559,0.508954,6,9,0,16,135,9
3782180,98.0472,20.6185,775.429,-2.60968,6,9,0,16,135,9
3782187,97.9868,20.818,773.302,-0.895715,6,10,0,16,135,9
3782196,47.9169,30.5274,756.389,-0.000527382,6,9,0,16,135,9
3782197,46.803,30.7517,757.928,-1.42447,6,9,0,16,135,9
3782198,45.2677,31.1463,756.654,1.47653,6,9,0,16,135,9
3782209,46.635,30.8151,756.375,-0.000623226,6,10,0,16,135,9
3782220,94.1938,25.1621,822.141,3.01858,6,9,0,16,135,9
3782386,94.4603,24.3473,818.437,-1.4399,6,9,0,16,135,9
3782387,92.639,24.6757,820.243,1.48295,6,9,0,16,135,9
3782389,94.3274,24.8279,820.46,3.01437,6,10,0,16,135,9
3782531,36.1626,46.9799,716.528,-2.19746,0.808681,2000775,0,16,135,45
3782535,58.6503,43.4036,692.919,-2.86881,0.839199,2000776,0,16,135,45
3782540,68.9172,46.2048,676.176,-2.12904,0.869717,2000777,0,16,135,45
3783324,36.9392,-1.85911,332,0.314159,6,38,0,5,152,9
3783329,-249.28,0.87335,77.1202,0,204,0,0,5,152,51
3783331,-154.667,-11.8962,159.757,0,304,0,0,5,152,51
3783340,39.25,-0.5,337.4,0,1,2000963,0,5,152,45
3783563,-291.165,6.84371,-33.1567,0,204,0,0,5,152,51
3783938,-287.007,-54.4063,289.998,1.01612,1,1000448,0,7,154,8
3784038,-258.292,10.2699,-5.56781,0,204,0,0,5,152,51
3784372,34.4804,-7.80001,92.7114,-0.747743,1,1000542,0,2,132,8
3784492,-180.363,12.662,-130.377,0,4,0,0,6,153,51
3784612,-228.002,12.5741,75.4824,0,4,0,0,6,153,51
3784777,-120.984,6.5179,-138.659,0,4,0,0,6,153,51
3784801,-0.57069,0,-6.37083,0,1,1000077,0,1,20,8
3784802,2.0156,0,-6.99763,0,1,1000078,0,1,20,8
3784803,0.839199,-0.015306,-4.04369,0,0.991789,2000964,0,1,20,45
3784804,-3.61644,0.228838,-5.99684,-0.0000480055,0.991789,2000965,0,1,20,45
3785120,72.1187,14.0202,-254.97,-0.382429,1,1000170,0,3,133,8
3785130,31.4922,12.9998,49.7883,-0.956099,6,187,0,21,141,9
3785131,28.3784,12.9998,46.3266,-0.820449,6,187,0,21,141,9
3785134,26.9919,12.9999,56.7194,-3.00166,6,187,0,21,141,9
3785247,514.877,43.7994,-48.6365,0,1,2000966,0,4,148,45
3785248,514.865,43.8089,-48.611,0,1,2000967,0,4,148,45
3785532,510.785,44.3139,-44.0515,-0.175749,7.04335,5000000,65571,4,148,49
3785533,57.3359,1.16238,247.538,-3.09049,6,205,0,21,141,9
3785534,67.9969,1.13222,245.236,-2.94409,6,205,0,21,141,9
3785535,60.2108,1.20871,239.414,1.29082,6,205,0,21,141,9
3785539,514.75,44.0079,-45.0188,-0.400804,6,142,0,4,148,9
3785540,508.661,43.4076,-50.5617,0,6,142,0,4,148,9
3785545,216,23.5386,153.213,0,1,2000917,0,4,148,45
3785546,216,23.582,153.217,0,1,2000918,0,4,148,45
3785665,211.908,24.3891,157.11,0,4.67,5000000,65571,4,148,49
3785703,213.67,23.4607,157.078,0,6,21,0,4,148,9
3785704,210.014,23.4612,157.175,0,6,21,0,4,148,9
3790571,-418.584,0.319694,127.087,0,1,2000919,0,5,152,45
3790598,-422.52,0.971887,132,2.60291,6,24,0,5,152,9
3790611,-415.995,0.1646,61.5348,-1.23878,1,1000492,0,5,152,8
3790613,-415.995,0.164627,61.5348,-1.23878,1,1000493,0,5,152,8
3792898,323.344,0.323779,-309.86,-0.797993,0,543,0,4,237,9
3792905,308.471,-1.16522,-306.892,-0.0000479221,6,1433,0,4,237,9
3792907,306.83,-1.1741,-299.367,-1.04451,6,1433,0,4,237,9
3792908,317.23,-1.28687,-299.063,-0.83805,6,1433,0,4,237,9
3792909,322.437,-1.28451,-295.047,-1.42562,6,1433,0,4,237,9
3792911,335.078,0.290655,-287.125,0.106933,6,1433,0,4,237,9
3792912,311.351,-1.24025,-291.377,-1.09789,6,1433,0,4,237,9
3792913,313.2,-1.15612,-313.967,-1.25012,6,1433,0,4,237,9
3792914,277.565,1.04142,-306.165,0.0272372,6,1433,0,4,237,9
3792916,278.04,0.901859,-307.61,0.458313,6,1433,0,4,237,9
3792917,330.193,0.178467,-265.551,-2.04101,6,1433,0,4,237,9
3792944,269.972,-1.01735,-257.311,2.40104,1.40682,0,0,4,237,40
3792976,267.862,-0.738653,-254.409,0,4.09219,0,0,4,148,40
3792999,267.584,-0.583424,-253.827,0,1,2000920,0,4,148,45
3793244,-238.921,11.5674,29.0761,0,1,2000978,0,5,152,45
3793424,157.525,16.208,-273.614,0,1,2000977,0,3,133,45
3793517,157.491,16.1052,-273.653,-0.00253308,1,0,0,3,133,40
3793588,157.604,16,-273.605,1.56018,1,0,0,3,238,40
3793627,167.46,15.9004,-272.036,-1.73041,6,544,0,3,238,9
3793628,167.501,15.9004,-272.064,-1.70454,6,545,0,3,238,9
3793632,167.359,15.9004,-272.025,-1.50985,6,546,0,3,238,9
3796198,-193.47,9.61938,-31.0482,1.38584,1,1002945,0,6,153,8
3796294,331.96,4.35535,-86.9307,-1.17568,6,301,0,6,235,9
3796339,146.499,-5.97923,-35.5274,0,6,299,0,4,148,9
3796483,43.9002,6.5744,-1.93227,0,0.991789,2000899,0,6,153,45
3796485,49.4533,6.57792,-3.26162,-1.58873,1,1002965,0,6,153,8
3796487,122.362,17.9151,-136.858,0,0.991789,2000901,0,6,153,45
3796488,124.216,17.5489,-129.894,-2.96677,1,1002966,0,6,153,8
3796491,293.294,16.1593,-112.688,-0.693271,1,1002967,0,6,153,8
3796492,292.042,15.3949,-107.286,0,0.961271,2000906,0,6,153,45
3799185,65.052,9.92547,-237.792,0,1,30152,0,4,148,14
3799189,39.2365,8.8497,-237.075,0,1,30153,0,4,148,14
3799191,24.821,8.15933,-236.281,0,1,30154,0,4,148,14
3799192,35.1443,7.35608,-218.894,0,1,30156,0,4,148,14
3799193,12.0545,7.84293,-237.227,0,1,30157,0,4,148,14
3799194,5.0207,7.11339,-236.507,0,1,30158,0,4,148,14
3799195,-2.15894,5.67314,-242.887,0,1,30159,0,4,148,14
3799196,-4.43212,6.13878,-222.243,0,1,30160,0,4,148,14
3799198,-2.33003,4.81651,-251.537,0,1,30161,0,4,148,14
3799199,45.1689,9.75672,-249.621,0,1,30155,0,4,148,14
3799202,332.166,4.35568,-85.6443,-0.622144,1,1002968,0,6,153,8
3799205,26.157,-5.90311,-114.126,0,1,30162,0,4,148,14
3799206,34.9911,-5.77346,-115.496,0,1,30163,0,4,148,14
3799207,39.7481,-6.12191,-89.9101,0,1,30164,0,4,148,14
3799210,69.4618,-7.11572,-51.034,0,1,30165,0,4,148,14
3799211,82.411,-6.82455,-26.3174,0,1,30166,0,4,148,14
3799212,79.6829,-7.0989,-38.8445,0,1,30167,0,4,148,14
3799216,71.1215,-6.78535,-70.7511,0,1,30168,0,4,148,14
3799217,81.5064,-6.02304,1.46078,0,1,30169,0,4,148,14
3799218,88.7195,-6.2273,28.3717,0,1,30170,0,4,148,14
3799219,96.1008,-5.90039,42.1571,0,1,30171,0,4,148,14
3799225,-276.936,11.7341,367.208,-0.000143862,0.961271,2000889,0,5,152,45
