#,Singular,Plural,Description,Name,Adjective,PossessivePronoun,StartsWithVowel,Unknown0,Pronoun,Article,ModelMain,ModelSub,DamagePhys,DamageMag,Delayms,BlockRate,Block,DefensePhys,DefenseMag,BaseParamValue[0],BaseParamValue[1],BaseParamValue[2],BaseParamValue[3],BaseParamValue[4],BaseParamValue[5],BaseParamValueSpecial[0],BaseParamValueSpecial[1],BaseParamValueSpecial[2],BaseParamValueSpecial[3],BaseParamValueSpecial[4],BaseParamValueSpecial[5],LevelEquip,RequiredPvpRank,EquipRestriction,ClassJobCategory,GrandCompany,ItemSeries,BaseParamModifier,ClassJobUse,Unknown2,DefaultActionRange,BaseParam[0],BaseParam[1],BaseParam[2],BaseParam[3],BaseParam[4],BaseParam[5],ItemSpecialBonus,ItemSpecialBonusParam,BaseParamSpecial[0],BaseParamSpecial[1],BaseParamSpecial[2],BaseParamSpecial[3],BaseParamSpecial[4],BaseParamSpecial[5],MaterializeType,MateriaSlotCount,SubStatCategory,IsAdvancedMeldingPermitted,IsPvP,IsGlamorous,AdditionalData,StackSize,PriceMid,PriceLow,ItemRepair,ItemGlamour,Icon,LevelItem,SubcategorySort,ItemAction,Cooldowns,Desynth,AetherialReduce,Rarity,FilterGroup,ItemUICategory,ItemSearchCategory,EquipSlotCategory,ItemSortCategory,DyeCount,CastTimeSeconds,ClassJobRepair,IsUnique,IsUntradable,IsIndisposable,Lot,CanBeHq,IsCrestWorthy,IsCollectable,AlwaysCollectable
1950,arc d'Ifrit,arcs d'Ifrit,,Arc d'Ifrit,0,0,1,1,0,0,4295295577,4295361210,58,29,3440,0,0,0,0,18,20,26,18,0,0,0,0,0,0,0,0,50,0,1,50,0,0,4,5,2,25,2,3,44,22,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,20528,321,5,21800,32227,60,26060,0,0,6049,0,3,1,4,0,13,5,0,2,8,True,True,False,True,False,False,False,False
1951,arc mog moqueur,arcs mogs moqueurs,,Arc mog moqueur,0,0,1,1,0,0,4295361113,4295426746,60,30,3360,0,0,0,0,24,26,31,22,0,0,0,0,0,0,0,0,50,0,1,50,0,0,4,5,2,25,2,3,22,27,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,25660,401,5,21800,32228,75,26060,0,0,6182,0,3,1,4,0,13,5,0,2,8,True,True,False,True,False,False,False,False
1952,échine de Garuda,échines de Garuda,,Échine de Garuda,0,0,1,1,1,0,4295033434,4295164602,59,30,2480,0,0,0,0,22,24,29,20,0,0,0,0,0,0,0,0,50,0,1,50,0,0,4,5,2,25,2,3,45,22,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,21621,375,5,21800,32230,70,26060,0,0,6054,0,3,1,4,0,13,5,0,2,8,True,True,False,True,False,False,False,False
1953,Sarnga,Sarnga,,Sarnga,0,0,0,1,0,0,4295033437,4295754426,53,27,3280,0,0,0,0,20,22,26,18,0,0,6,3,2,2,3,2,50,0,1,50,0,0,4,5,2,25,2,3,22,45,0,0,1,0,12,13,2,3,22,45,6,2,0,True,False,True,0,1,19958,150,5,21800,32231,70,26320,0,0,3417,0,2,1,4,12,13,5,0,2,8,False,False,False,True,True,False,False,False
1954,arche de Titan,arches de Titan,,Arche de Titan,0,0,1,1,1,0,4295033439,4295885498,60,30,3360,0,0,0,0,27,28,33,23,0,0,0,0,0,0,0,0,50,0,1,50,0,0,4,5,2,25,2,3,22,44,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,24710,428,5,21800,32264,80,26060,0,0,6066,0,3,1,4,0,13,5,0,2,14,True,True,False,True,False,False,False,False
1955,Arc d'Artémis,Arcs d'Artémis,[Arme antique],Arc d'Artémis,0,0,1,1,0,0,4295033435,4295230138,60,30,3280,0,0,0,0,27,28,33,23,0,0,0,0,0,0,0,0,50,0,1,24,0,0,4,23,2,25,2,3,22,45,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,False,0,1,1000,0,5,21800,32238,80,25010,0,0,0,0,4,1,4,0,13,5,0,2,8,True,True,False,True,False,False,False,False
1956,arc composite allagois,arcs composites allagois,,Arc composite allagois,0,0,1,1,0,0,4296147545,4295819962,62,31,3200,0,0,0,0,34,35,39,27,0,0,0,0,0,0,0,0,50,0,1,50,0,0,4,5,2,25,2,3,45,22,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,32503,534,5,21800,32265,95,26020,0,0,6195,0,3,1,4,0,13,5,0,2,9,True,True,False,True,False,False,False,False
1957,arc elfique,arcs elfiques,,Arc elfique,0,0,1,1,0,0,4296213081,4296016570,61,31,2800,0,0,0,0,31,33,37,26,0,0,0,0,0,0,0,0,50,0,1,50,0,0,4,5,2,25,2,3,27,44,0,0,0,0,0,0,0,0,0,0,6,0,0,False,False,True,0,1,25233,482,5,21800,32268,90,26060,0,0,6185,0,3,1,4,0,13,5,0,2,8,True,True,False,True,False,False,False,False
1958,baguette,baguettes,,Baguette,0,0,0,1,1,0,4295033533,0,11,11,2400,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,5,0,1,53,0,0,6,6,3,3,5,0,0,0,0,0,1,0,12,13,5,0,0,0,9,0,0,False,False,True,0,1,154,3,1,21800,32401,5,42320,0,0,4645,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1959,baguette ornée,baguettes ornées,,Baguette ornée,0,0,0,1,1,0,4295033533,0,13,13,2400,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,8,0,1,53,0,0,6,6,3,3,5,0,0,0,0,0,1,0,12,13,5,0,0,0,9,0,0,False,False,True,0,1,240,4,1,21800,32401,8,42320,0,0,4369,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1960,baguette bourgeonnante,baguettes bourgeonnantes,,Baguette bourgeonnante,0,0,0,1,1,0,17179935421,0,15,15,2400,0,0,0,0,2,1,2,0,0,0,2,2,0,0,0,0,11,0,1,53,0,0,6,6,3,3,5,3,6,0,0,0,1,0,12,13,5,3,6,0,9,0,0,False,False,True,0,1,344,5,2,21800,32403,11,42320,0,0,3914,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1961,baguette en frêne,baguettes en frêne,,Baguette en frêne,0,0,0,1,1,0,8590000829,0,21,21,2400,0,0,0,0,2,2,2,0,0,0,2,2,0,0,0,0,16,0,1,53,0,0,6,6,3,3,5,3,6,0,0,0,1,0,12,13,5,3,6,0,9,1,0,True,False,True,0,1,560,8,2,21800,32402,16,42320,0,0,2644,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1962,baguette en frêne éthéréenne,baguettes en frêne éthéréennes,,Baguette en frêne éthéréenne,0,0,0,1,1,0,8590000829,0,23,23,2400,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,15,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,644,4,2,21800,32420,16,42250,0,0,6109,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1963,baguette en frêne bourgeonnant,baguettes en frêne bourgeonnant,,Baguette en frêne bourgeonnant,0,0,0,1,1,0,17179935421,0,26,26,2400,0,0,0,0,3,3,3,0,0,0,3,3,0,0,0,0,21,0,1,53,0,0,6,6,3,3,5,3,6,0,0,0,1,0,12,13,5,3,6,0,9,1,0,True,False,True,0,1,904,13,3,21800,32403,21,42320,0,0,3910,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1964,baguette en frêne bourgeonnant éthéréenne,baguettes en frêne bourgeonnant éthéréennes,,Baguette en frêne bourgeonnant éthéréenne,0,0,0,1,1,0,17179935421,0,29,29,2400,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,20,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,1040,7,2,21800,32423,21,42250,0,0,6113,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1965,baguette en frêne ornée,baguettes en frêne ornées,,Baguette en frêne ornée,0,0,0,1,1,0,8590000829,0,30,30,2400,0,0,0,0,4,4,5,0,0,0,3,3,0,0,0,0,26,0,1,53,0,0,6,6,3,3,5,3,6,0,0,0,1,0,12,13,5,3,6,0,9,1,0,True,False,True,0,1,1778,21,3,21800,32402,26,42320,0,0,2645,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1966,baguette en frêne ornée éthéréenne,baguettes en frêne ornées éthéréennes,,Baguette en frêne ornée éthéréenne,0,0,0,1,1,0,8590000829,0,33,33,2400,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,26,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,2045,11,3,21800,32420,26,42250,0,0,6113,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1967,baguette en if,baguettes en if,,Baguette en if,0,0,0,1,1,0,12884968125,0,31,31,2400,0,0,0,0,4,5,5,0,0,0,4,4,0,0,1,0,29,0,1,53,0,0,6,6,3,3,5,3,6,0,0,0,1,0,12,13,5,3,6,0,9,1,0,True,False,True,0,1,2487,27,3,21800,32411,29,42320,0,0,4413,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1968,baguette en if éthéréenne,baguettes en if éthéréennes,,Baguette en if éthéréenne,0,0,0,1,1,0,12884968125,0,35,35,2400,0,0,0,0,4,5,0,0,0,0,0,0,0,0,0,0,28,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,2860,14,3,21800,32420,29,42250,0,0,6122,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1969,baguette en if bourgeonnant,baguettes en if bourgeonnant,,Baguette en if bourgeonnant,0,0,0,1,1,0,21474902717,0,35,35,2400,0,0,0,0,4,4,7,0,0,0,4,4,1,1,1,0,34,0,1,53,0,0,6,6,3,3,5,3,6,0,0,0,1,0,12,13,5,3,6,0,9,1,0,True,False,True,0,1,3539,38,4,21800,32404,34,42320,0,0,3912,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1970,baguette en if bourgeonnant éthéréenne,baguettes en if bourgeonnant éthéréennes,,Baguette en if bourgeonnant éthéréenne,0,0,0,1,1,0,21474902717,0,39,39,2400,0,0,0,0,5,5,0,0,0,0,0,0,0,0,0,0,34,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,4070,19,4,21800,32422,34,42250,0,0,6131,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1971,baguette en chêne bourgeonnant,baguettes en chêne bourgeonnant,,Baguette en chêne bourgeonnant,0,0,0,1,1,0,30064837309,0,38,38,2400,0,0,0,0,5,5,8,0,0,0,4,4,1,1,1,0,38,0,1,53,0,0,6,6,3,3,5,3,6,0,0,0,1,0,12,13,5,3,6,0,9,1,0,True,False,True,0,1,4258,45,4,21800,32424,38,42320,0,0,3911,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1972,baguette en chêne bourgeonnant éthéréenne,baguettes en chêne bourgeonnant éthéréennes,,Baguette en chêne bourgeonnant éthéréenne,0,0,0,1,1,0,30064837309,0,42,42,2400,0,0,0,0,6,6,0,0,0,0,0,0,0,0,0,0,35,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,4897,23,4,21800,32425,38,42250,0,0,6131,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1973,baguette uldienne,baguettes uldiennes,,Baguette uldienne,0,0,0,1,1,0,25769870013,0,43,43,2400,0,0,0,0,7,7,10,0,0,0,10,0,0,0,0,0,39,0,1,53,3,3,6,6,3,3,5,3,46,0,0,0,2,0,44,0,0,0,0,0,9,0,0,False,False,True,0,1,5805,92,4,21800,32418,40,42230,0,0,6142,0,2,2,8,0,1,5,0,2,14,True,True,False,True,False,False,False,False
1974,baguette de la glace,baguettes de la glace,,Baguette de la glace,0,0,0,1,1,0,55834641085,0,41,41,2400,0,0,0,0,6,7,0,11,0,0,5,5,1,1,0,1,42,0,1,53,0,0,6,6,3,3,5,3,0,6,0,0,1,0,12,13,5,3,0,6,9,1,0,True,False,True,0,1,5043,53,5,21800,32410,42,42320,0,0,2607,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1975,baguette de la glace éthéréenne,baguettes de la glace éthéréennes,,Baguette de la glace éthéréenne,0,0,0,1,1,0,55834641085,0,46,46,2400,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,40,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,5799,27,4,21800,32432,42,42250,0,0,6147,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1976,baguette de la terre,baguettes de la terre,,Baguette de la terre,0,0,0,1,1,0,47244706493,0,41,41,2400,0,0,0,0,6,7,0,11,0,0,5,5,1,1,0,1,42,0,1,53,0,0,6,6,3,3,5,3,0,6,0,0,1,0,12,13,5,3,0,6,9,1,0,True,False,True,0,1,5043,53,5,21800,32408,42,42320,0,0,2548,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1977,baguette de la terre éthéréenne,baguettes de la terre éthéréennes,,Baguette de la terre éthéréenne,0,0,0,1,1,0,47244706493,0,46,46,2400,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,40,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,5799,27,4,21800,32426,42,42250,0,0,6147,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1978,baguette de l'eau,baguettes de l'eau,,Baguette de l'eau,0,0,0,1,1,0,51539673789,0,41,41,2400,0,0,0,0,6,7,0,11,0,0,5,5,1,1,0,1,42,0,1,53,0,0,6,6,3,3,5,3,0,6,0,0,1,0,12,13,5,3,0,6,9,1,0,True,False,True,0,1,5043,53,5,21800,32409,42,42320,0,0,2814,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1979,baguette de l'eau éthéréenne,baguettes de l'eau éthéréennes,,Baguette de l'eau éthéréenne,0,0,0,1,1,0,51539673789,0,46,46,2400,0,0,0,0,7,8,0,0,0,0,0,0,0,0,0,0,40,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,5799,27,4,21800,32428,42,42250,0,0,6147,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1980,baguette gridanienne,baguettes gridaniennes,,Baguette gridanienne,0,0,0,1,1,0,38654771901,0,47,47,2400,0,0,0,0,8,9,12,0,0,0,12,0,0,0,0,0,42,0,1,53,2,2,6,6,3,3,5,3,6,0,0,0,2,0,44,0,0,0,0,0,9,0,0,False,False,True,0,1,6561,104,5,21800,32419,43,42210,0,0,6143,0,2,2,8,0,1,5,0,2,14,True,True,False,True,False,False,False,False
1981,baguette du feu,baguettes du feu,,Baguette du feu,0,0,0,1,1,0,34359804605,0,46,46,2400,0,0,0,0,7,9,0,13,0,0,5,5,1,1,0,1,46,0,1,53,0,0,6,6,3,3,5,3,0,6,0,0,1,0,12,13,5,3,0,6,9,1,0,True,False,True,0,1,5892,62,5,21800,32405,46,42320,0,0,3962,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1982,baguette du feu éthéréenne,baguettes du feu éthéréennes,,Baguette du feu éthéréenne,0,0,0,1,1,0,34359804605,0,51,51,2400,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,45,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,6776,31,5,21800,32429,46,42250,0,0,6141,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1983,baguette du vent,baguettes du vent,,Baguette du vent,0,0,0,1,1,0,38654771901,0,46,46,2400,0,0,0,0,7,9,0,13,0,0,5,5,1,1,0,1,46,0,1,53,0,0,6,6,3,3,5,3,0,6,0,0,1,0,12,13,5,3,0,6,9,1,0,True,False,True,0,1,5892,62,5,21800,32406,46,42320,0,0,2783,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1984,baguette du vent éthéréenne,baguettes du vent éthéréennes,,Baguette du vent éthéréenne,0,0,0,1,1,0,38654771901,0,51,51,2400,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,45,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,6776,31,5,21800,32431,46,42250,0,0,6141,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1985,baguette de la foudre,baguettes de la foudre,,Baguette de la foudre,0,0,0,1,1,0,42949739197,0,46,46,2400,0,0,0,0,7,9,0,13,0,0,5,5,1,1,0,1,46,0,1,53,0,0,6,6,3,3,5,3,0,6,0,0,1,0,12,13,5,3,0,6,9,1,0,True,False,True,0,1,5892,62,5,21800,32407,46,42320,0,0,3421,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1986,baguette de la foudre éthéréenne,baguettes de la foudre éthéréennes,,Baguette de la foudre éthéréenne,0,0,0,1,1,0,42949739197,0,51,51,2400,0,0,0,0,8,10,0,0,0,0,0,0,0,0,0,0,45,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,6776,31,5,21800,32427,46,42250,0,0,6141,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1987,baguette en palissandre bourgeonnant,baguettes en palissandre bourgeonnant,,Baguette en palissandre bourgeonnant,0,0,0,1,1,0,25769870013,0,50,50,2400,0,0,0,0,8,10,14,0,0,0,6,6,1,1,2,0,49,0,1,53,0,0,6,6,3,3,5,3,6,0,0,0,1,0,12,13,5,3,6,0,9,1,0,True,False,True,0,1,6573,69,5,21800,32412,49,42320,0,0,3913,0,1,2,8,15,1,5,0,2,14,False,False,False,True,True,False,False,False
1988,baguette en palissandre bourgeonnant éthéréenne,baguettes en palissandre bourgeonnant éthéréennes,,Baguette en palissandre bourgeonnant éthéréenne,0,0,0,1,1,0,25769870013,0,56,56,2400,0,0,0,0,9,11,0,0,0,0,0,0,0,0,0,0,49,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,7559,35,5,21800,32430,49,42250,0,0,6141,0,7,2,8,0,1,5,0,2,14,False,True,False,True,False,False,False,False
1989,baguette d'officier des Deux Vipères,baguettes d'officier des Deux Vipères,,Baguette d'officier des Deux Vipères,0,0,0,1,1,0,4295361213,0,58,58,2560,0,0,0,0,11,13,18,0,0,0,0,0,18,0,0,0,50,0,1,53,2,2,6,6,3,3,5,3,46,0,0,0,2,0,0,0,44,0,0,0,9,0,0,False,False,True,0,1,9365,148,5,21800,32416,55,42210,0,0,6163,0,2,2,8,0,1,5,0,2,11,True,True,False,True,False,False,False,False
1990,baguette d'officier du Maelstrom,baguettes d'officier du Maelstrom,,Baguette d'officier du Maelstrom,0,0,0,1,1,0,4295295677,0,58,58,2640,0,0,0,0,11,13,18,0,0,0,0,0,18,0,0,0,50,0,1,53,1,1,6,6,3,3,5,3,46,0,0,0,2,0,0,0,27,0,0,0,9,0,0,False,False,True,0,1,9365,148,5,21800,32415,55,42220,0,0,6163,0,2,2,8,0,1,5,0,2,11,True,True,False,True,False,False,False,False
1991,baguette d'officier des Immortels,baguettes d'officier des Immortels,,Baguette d'officier des Immortels,0,0,0,1,1,0,4295426749,0,58,58,2720,0,0,0,0,11,13,18,0,0,0,0,0,18,0,0,0,50,0,1,53,3,3,6,6,3,3,5,3,27,0,0,0,2,0,0,0,44,0,0,0,9,0,0,False,False,True,0,1,9365,148,5,21800,32417,55,42230,0,0,6163,0,2,2,8,0,1,5,0,2,11,True,True,False,True,False,False,False,False
1992,lys mog mortifiant,lys mogs mortifiants,,Lys mog mortifiant,0,0,0,1,0,0,4295230141,0,60,60,2480,0,0,0,0,17,17,22,15,0,0,0,0,0,0,0,0,50,0,1,53,0,0,6,6,3,3,5,3,6,27,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,15325,268,5,21800,32413,75,42060,0,0,6182,0,3,2,8,0,1,5,0,2,14,True,True,False,True,False,False,False,False
1993,ruse de Garuda,ruses de Garuda,,Ruse de Garuda,0,0,0,1,1,0,4295164605,0,59,59,2640,0,0,0,0,16,15,21,15,0,0,0,0,0,0,0,0,50,0,1,53,0,0,6,6,3,3,5,3,46,6,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,14303,250,5,21800,32414,70,42060,0,0,6055,0,3,2,8,0,1,5,0,2,11,True,True,False,True,False,False,False,False
1994,rameau de Titan,rameaux de Titan,,Rameau de Titan,0,0,0,1,0,0,4295951137,0,60,60,3440,0,0,0,0,27,25,33,23,0,0,0,0,0,0,0,0,50,0,1,53,0,0,6,6,3,3,5,3,6,44,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,16346,428,5,21800,32433,80,42060,0,0,6067,0,3,2,9,0,13,5,0,2,14,True,True,False,True,False,False,False,False
1995,canne usée,cannes usées,,Canne usée,0,0,0,1,1,0,51539673889,0,8,8,3200,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,1,53,0,0,6,6,3,3,0,0,0,0,0,0,1,0,12,13,0,0,0,0,9,0,0,False,False,True,0,1,94,2,1,21800,32611,1,42320,0,0,6101,0,1,2,9,15,13,5,0,2,8,False,False,False,True,False,False,False,False
1996,canne,cannes,,Canne,0,0,0,1,1,0,4295033633,0,11,11,3200,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,6,0,1,53,0,0,6,6,3,3,5,0,0,0,0,0,1,0,12,13,5,0,0,0,9,0,0,False,False,True,0,1,257,4,1,21800,32601,6,42320,0,0,4366,0,1,2,9,15,13,5,0,2,8,False,False,False,True,True,False,False,False
1997,crosse,crosses,,Crosse,0,0,0,1,1,0,4295099169,0,14,14,3200,0,0,0,0,2,1,2,0,0,0,2,2,0,0,0,0,10,0,1,53,0,0,6,6,3,3,5,3,44,0,0,0,1,0,12,13,5,3,44,0,9,0,0,False,False,True,0,1,446,7,1,21800,32607,10,42320,0,0,4365,0,1,2,9,15,13,5,0,2,8,False,False,False,True,True,False,False,False
1998,radicelle,radicelles,,Radicelle,0,0,0,1,1,0,8590132001,0,19,19,3360,0,0,0,0,3,2,3,0,0,0,2,2,0,0,0,0,14,0,1,53,0,0,6,6,3,3,5,3,44,0,0,0,1,0,12,13,5,3,44,0,9,0,0,False,False,True,0,1,707,10,2,21800,32613,14,42320,0,0,2642,0,1,2,9,15,13,5,0,2,8,False,False,False,True,True,False,False,False
1999,radicelle éthéréenne,radicelles éthéréennes,,Radicelle éthéréenne,0,0,0,1,1,0,8590132001,0,21,21,3360,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,0,14,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,813,5,2,21800,32639,14,42250,0,0,6109,0,7,2,9,0,13,5,0,2,8,False,True,False,True,False,False,False,False
2000,canne en orme,cannes en orme,,Canne en orme,0,0,0,1,1,0,8590000929,0,22,22,3200,0,0,0,0,3,3,4,0,0,0,2,2,0,0,0,0,17,0,1,53,0,0,6,6,3,3,5,3,44,0,0,0,1,0,12,13,5,3,44,0,9,2,0,True,False,True,0,1,882,13,2,21800,32602,17,42320,0,0,2867,0,1,2,9,15,13,5,0,2,8,False,False,False,True,True,False,False,False
2001,canne en orme éthéréenne,cannes en orme éthéréennes,,Canne en orme éthéréenne,0,0,0,1,1,0,8590000929,0,24,24,3200,0,0,0,0,3,3,0,0,0,0,0,0,0,0,0,0,16,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,1015,7,2,21800,32635,17,42250,0,0,6109,0,7,2,9,0,13,5,0,2,8,False,True,False,True,False,False,False,False
2002,crosse en orme,crosses en orme,,Crosse en orme,0,0,0,1,1,0,12885033761,0,25,25,3200,0,0,0,0,4,4,4,0,0,0,3,3,0,0,0,0,20,0,1,53,0,0,6,6,3,3,5,3,44,0,0,0,1,0,12,13,5,3,44,0,9,2,0,True,False,True,0,1,1116,17,2,21800,32609,20,42320,0,0,2866,0,1,2,9,15,13,5,0,2,8,False,False,False,True,True,False,False,False
2003,crosse en orme éthéréenne,crosses en orme éthéréennes,,Crosse en orme éthéréenne,0,0,0,1,1,0,12885033761,0,28,28,3200,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,20,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,1283,9,2,21800,32638,20,42250,0,0,6113,0,7,2,9,0,13,5,0,2,8,False,True,False,True,False,False,False,False
2004,radicelle en if,radicelles en if,,Radicelle en if,0,0,0,1,1,0,8590132001,0,26,26,3360,0,0,0,0,4,4,4,0,0,0,3,3,0,0,0,0,21,0,1,53,0,0,6,6,3,3,5,3,44,0,0,0,1,0,12,13,5,3,44,0,9,2,0,True,False,True,0,1,1367,19,3,21800,32613,21,42320,0,0,4411,0,1,2,9,15,13,5,0,2,8,False,False,False,True,True,False,False,False
2005,radicelle en if éthéréenne,radicelles en if éthéréennes,,Radicelle en if éthéréenne,0,0,0,1,1,0,8590132001,0,29,29,3360,0,0,0,0,4,4,0,0,0,0,0,0,0,0,0,0,20,0,1,53,0,0,6,6,3,3,5,3,0,0,0,0,0,0,0,0,0,0,0,0,9,0,1,False,False,True,0,1,1572,10,2,21800,32639,21,42250,0,0,6113,0,7,2,9,0,13,5,0,2,8,False,True,False,True,False,False,False,False
2006,crosse de laniste,crosses de laniste,,Crosse de laniste,0,0,0,1,1,0,8590066465,0,30,30,3200,0,0,0,0,4,4,5,4,0,0,0,0,0,0,0,0,20,0,1,53,0,0,6,6,3,3,5,3,27,6,0,0,0,0,0,0,0,0,0,0,9,0,0,False,False,True,0,1,1897,39,2,21800,32629,22,42270,0,0,6119,0,2,2,9,0,13,5,0,2,8,True,True,False,True,False,False,False,False
2007,canne de soldat des Deux Vipères,cannes de soldat des Deux Vipères,,Canne de soldat des Deux Vipères,0,0,0,1,1,0,4295033633,0,30,30,3200,0,0,0,0,4,5,5,0,0,0,5,0,0,0,0,0,22,0,1,53,2,2,6,6,3,3,5,3,6,0,0,0,2,0,27,0,0,0,0,0,9,0,0,False,False,True,0,1,2182,43,3,21800,32646,23,42210,0,0,6120,0,2,2,9,0,13,5,0,2,8,True,True,False,True,False,False,False,False
2008,canne de soldat du Maelstrom,cannes de soldat du Maelstrom,,Canne de soldat du Maelstrom,0,0,0,1,1,0,4295033633,0,30,30,3200,0,0,0,0,4,5,5,0,0,0,5,0,0,0,0,0,22,0,1,53,1,1,6,6,3,3,5,3,6,0,0,0,2,0,27,0,0,0,0,0,9,0,0,False,False,True,0,1,2182,43,3,21800,32646,23,42220,0,0,6120,0,2,2,9,0,13,5,0,2,8,True,True,False,True,False,False,False,False
