#,Item,QuestRequired[0],QuestRequired[1],AchievementRequired,StateRequired,Patch,Unknown_70_1,Unknown_70_2,Unknown1,IsHQ
262422.47,35744,0,0,0,100,600,0,0,0,False
262422.48,37302,0,0,0,100,610,0,0,0,False
262422.49,38659,0,0,0,100,620,0,0,0,False
262422.50,39460,0,0,0,100,630,0,0,0,False
262422.51,40686,0,0,0,100,640,0,0,0,False
262422.52,41160,0,0,0,100,650,0,0,0,False
262422.53,43962,0,0,0,100,700,0,0,0,False
262422.54,44832,0,0,0,100,710,0,0,0,False
262422.55,47950,0,0,0,100,720,0,0,0,False
262422.56,46803,0,0,0,100,730,0,0,0,False
262422.57,49773,0,0,0,100,740,0,0,0,False
262423.0,2644,0,0,0,100,0,0,0,0,False
262423.1,2706,0,0,0,100,0,0,0,0,False
262423.2,2705,0,0,0,100,0,0,0,0,False
262423.3,2645,0,0,0,100,0,0,0,0,False
262423.4,2646,0,0,0,100,0,0,0,0,False
262423.5,2647,0,0,0,100,0,0,0,0,False
262423.6,2648,0,0,0,100,0,0,0,0,False
262423.7,6106,0,0,0,100,0,0,0,0,False
262423.8,4680,0,0,0,100,0,0,0,0,False
262424.0,4301,0,0,0,100,0,0,0,0,False
262424.1,4302,0,0,0,100,0,0,0,0,False
262424.2,4303,0,0,0,100,0,0,0,0,False
262424.3,6996,0,0,0,100,0,0,0,0,False
262424.4,6997,0,0,0,100,0,0,0,0,False
262425.0,4200,0,0,0,100,0,0,0,0,False
262425.1,5888,0,0,0,100,0,0,0,0,False
262425.2,4744,0,0,0,100,0,0,0,0,False
262426.0,4551,0,0,0,100,0,0,0,0,False
262427.0,4551,0,0,0,100,0,0,0,0,False
262428.0,4551,0,0,0,100,0,0,0,0,False
262429.0,4551,0,0,0,100,0,0,0,0,False
262430.0,4551,0,0,0,100,0,0,0,0,False
262431.0,4551,0,0,0,100,0,0,0,0,False
262432.0,4551,0,0,0,100,0,0,0,0,False
262433.0,4551,0,0,0,100,0,0,0,0,False
262434.0,6320,0,0,0,100,0,0,0,0,False
262434.1,6321,0,0,0,100,0,0,0,0,False
262434.2,6322,0,0,0,100,0,0,0,0,False
262435.0,6323,0,0,0,100,0,0,0,0,False
262435.1,6324,0,0,0,100,0,0,0,0,False
262435.2,6325,0,0,0,100,0,0,0,0,False
262436.0,6326,0,0,0,100,0,0,0,0,False
262436.1,6327,0,0,0,100,0,0,0,0,False
262436.2,6328,0,0,0,100,0,0,0,0,False
262437.0,6329,0,0,0,100,0,0,0,0,False
262437.1,6330,0,0,0,100,0,0,0,0,False
262437.2,6331,0,0,0,100,0,0,0,0,False
262438.0,6332,0,0,0,100,0,0,0,0,False
262438.1,6333,0,0,0,100,0,0,0,0,False
262438.2,6334,0,0,0,100,0,0,0,0,False
262439.0,6335,0,0,0,100,0,0,0,0,False
262439.1,6336,0,0,0,100,0,0,0,0,False
262439.2,6337,0,0,0,100,0,0,0,0,False
262440.0,6338,0,0,0,100,0,0,0,0,False
262440.1,6339,0,0,0,100,0,0,0,0,False
262440.2,6340,0,0,0,100,0,0,0,0,False
262441.0,6341,0,0,0,100,0,0,0,0,False
262441.1,6342,0,0,0,100,0,0,0,0,False
262441.2,6343,0,0,0,100,0,0,0,0,False
262442.0,6344,0,0,0,100,0,0,0,0,False
262442.1,6345,0,0,0,100,0,0,0,0,False
262442.2,6346,0,0,0,100,0,0,0,0,False
262443.0,2897,66594,0,0,100,0,0,0,0,False
262443.1,2898,66601,0,0,100,0,0,0,0,False
262443.2,2899,66588,0,0,100,0,0,0,0,False
262443.3,2900,66606,0,0,100,0,0,0,0,False
262443.4,2901,66625,0,0,100,0,0,0,0,False
262443.5,3220,66596,0,0,100,0,0,0,0,False
262443.6,3221,66602,0,0,100,0,0,0,0,False
262443.7,3222,66590,0,0,100,0,0,0,0,False
262443.8,3223,66608,0,0,100,0,0,0,0,False
262443.9,3224,66626,0,0,100,0,0,0,0,False
262443.10,3682,66594,0,0,100,0,0,0,0,False
262443.11,3683,66601,0,0,100,0,0,0,0,False
262443.12,3684,66588,0,0,100,0,0,0,0,False
262443.13,3685,66606,0,0,100,0,0,0,0,False
262443.14,3686,66625,0,0,100,0,0,0,0,False
262443.15,3458,66594,0,0,100,0,0,0,0,False
262443.16,3459,66601,0,0,100,0,0,0,0,False
262443.17,3460,66588,0,0,100,0,0,0,0,False
262443.18,3461,66606,0,0,100,0,0,0,0,False
262443.19,3462,66625,0,0,100,0,0,0,0,False
262443.20,3889,66594,0,0,100,0,0,0,0,False
262443.21,3890,66601,0,0,100,0,0,0,0,False
262443.22,3891,66588,0,0,100,0,0,0,0,False
262443.23,3892,66606,0,0,100,0,0,0,0,False
262443.24,3893,66625,0,0,100,0,0,0,0,False
262443.25,7889,65768,0,0,100,0,0,0,0,False
262443.26,7890,65770,0,0,100,0,0,0,0,False
262443.27,7891,65768,0,0,100,0,0,0,0,False
262443.28,7892,65768,0,0,100,0,0,0,0,False
262443.29,7893,65768,0,0,100,0,0,0,0,False
262443.30,20460,68095,0,0,100,0,0,0,0,False
262443.31,20461,68095,0,0,100,0,0,0,0,False
262443.32,20462,68095,0,0,100,0,0,0,0,False
262443.33,20463,68095,0,0,100,0,0,0,0,False
262443.34,20464,68095,0,0,100,0,0,0,0,False
262444.0,2902,66618,0,0,100,0,0,0,0,False
262444.1,2903,66613,0,0,100,0,0,0,0,False
262444.2,2904,66630,0,0,100,0,0,0,0,False
262444.3,2905,66636,0,0,100,0,0,0,0,False
262444.4,3225,66620,0,0,100,0,0,0,0,False
262444.5,3226,66614,0,0,100,0,0,0,0,False
262444.6,3227,66632,0,0,100,0,0,0,0,False
262444.7,3228,66638,0,0,100,0,0,0,0,False
262444.8,3687,66618,0,0,100,0,0,0,0,False
262444.9,3690,66613,0,0,100,0,0,0,0,False
262444.10,3688,66630,0,0,100,0,0,0,0,False
262444.11,3689,66636,0,0,100,0,0,0,0,False
262444.12,3463,66618,0,0,100,0,0,0,0,False
262444.13,3464,66613,0,0,100,0,0,0,0,False
262444.14,3465,66630,0,0,100,0,0,0,0,False
262444.15,3466,66636,0,0,100,0,0,0,0,False
262444.16,3894,66618,0,0,100,0,0,0,0,False
262444.17,3895,66613,0,0,100,0,0,0,0,False
262444.18,3896,66630,0,0,100,0,0,0,0,False
262444.19,3897,66636,0,0,100,0,0,0,0,False
262444.20,20465,68112,0,0,100,0,0,0,0,False
262444.21,20466,68112,0,0,100,0,0,0,0,False
262444.22,20467,68112,0,0,100,0,0,0,0,False
262444.23,20468,68112,0,0,100,0,0,0,0,False
262444.24,20469,68112,0,0,100,0,0,0,0,False
262445.0,1675,66656,0,0,100,0,0,0,0,False
262445.1,2306,66656,0,0,100,0,0,0,0,False
262445.2,1746,66657,0,0,100,0,0,0,0,False
262445.3,1816,66655,0,0,100,0,0,0,0,False
262445.4,1885,66658,0,0,100,0,0,0,0,False
262445.5,1955,66661,0,0,100,0,0,0,0,False
262445.6,2052,66660,0,0,100,0,0,0,0,False
262445.7,2140,66659,0,0,100,0,0,0,0,False
262445.8,2213,66662,0,0,100,0,0,0,0,False
262445.9,2214,66663,0,0,100,0,0,0,0,False
262445.10,2327,66075,0,0,100,0,0,0,0,False
262445.11,2354,65838,0,0,100,0,0,0,0,False
262445.12,2379,65820,0,0,100,0,0,0,0,False
262445.13,2404,66194,0,0,100,0,0,0,0,False
262445.14,2429,65602,0,0,100,0,0,0,0,False
262445.15,2455,66190,0,0,100,0,0,0,0,False
262445.16,2480,66186,0,0,100,0,0,0,0,False
262445.17,2506,65806,0,0,100,0,0,0,0,False
262445.18,2532,66182,0,0,100,0,0,0,0,False
262445.19,2558,65549,0,0,100,0,0,0,0,False
262445.20,2584,66654,0,0,100,0,0,0,0,False
262445.21,7888,67115,0,0,100,0,0,0,0,False
262445.22,10132,66075,0,1078,100,0,0,0,0,False
262445.23,10133,65838,0,1078,100,0,0,0,0,False
262445.24,10134,65820,0,1078,100,0,0,0,0,False
262445.25,10135,66194,0,1078,100,0,0,0,0,False
262445.26,10136,65602,0,1078,100,0,0,0,0,False
262445.27,10137,66190,0,1078,100,0,0,0,0,False
262445.28,10138,66186,0,1078,100,0,0,0,0,False
262445.29,10139,65806,0,1078,100,0,0,0,0,False
262445.30,10140,66182,0,1079,100,0,0,0,0,False
262445.31,10141,65549,0,1079,100,0,0,0,0,False
262445.32,10142,66654,0,1079,100,0,0,0,0,False
262446.0,2651,65984,0,0,5,0,0,0,0,False
262446.1,3760,66226,0,0,10,0,0,0,0,False
262446.2,4196,66177,0,0,15,0,0,0,0,False
262446.3,4102,65879,0,0,20,0,0,0,0,False
262446.4,4427,66080,0,0,25,0,0,0,0,False
262446.5,4428,65983,0,0,25,0,0,0,0,False
262446.6,4429,66087,0,0,25,0,0,0,0,False
262446.7,6138,66404,0,0,30,0,0,0,0,False
262446.8,3323,67108,0,0,35,0,0,0,0,False
262446.9,10111,65898,0,0,40,0,0,0,0,False
262446.10,8562,67009,0,0,45,0,0,0,0,False
262446.11,10143,66038,0,0,50,0,0,0,0,False
262446.12,10144,66038,0,0,50,0,0,0,0,False
262446.13,3005,65792,65849,0,60,0,0,0,0,False
262446.14,3006,65583,0,0,60,0,0,0,0,False
262446.15,3002,66090,0,0,60,0,0,0,0,False
262446.16,3003,65582,65646,0,60,0,0,0,0,False
262446.17,3007,65883,65991,0,60,0,0,0,0,False
262446.18,3004,65584,0,0,60,0,0,0,0,False
262446.19,15854,67783,0,0,70,0,0,0,0,False
262446.20,6223,66539,0,0,80,0,0,0,0,False
262446.21,6224,66539,0,0,80,0,0,0,0,False
262446.22,17491,67893,0,0,90,0,0,0,0,False
262446.23,17492,67893,0,0,90,0,0,0,0,False
262446.24,17493,67893,0,0,90,0,0,0,0,False
262446.25,17494,67893,0,0,90,0,0,0,0,False
262446.26,17717,67899,0,0,100,0,0,0,0,False
262446.27,17703,67900,0,0,110,0,0,0,0,False
262446.28,17679,67910,0,0,120,0,0,0,0,False
262446.29,20596,68032,0,0,130,0,0,0,0,False
262446.30,20597,68032,0,0,130,0,0,0,0,False
262446.31,20598,68032,0,0,130,0,0,0,0,False
262446.32,20599,68032,0,0,130,0,0,0,0,False
262446.33,20600,68032,0,0,130,0,0,0,0,False
262446.34,20627,68404,0,0,140,0,0,0,0,False
262446.35,20568,68086,0,0,145,0,0,0,0,False
262446.36,13118,67699,0,0,150,0,0,0,0,False
262446.37,24594,68721,0,0,160,450,0,0,0,False
262446.38,24595,68721,0,0,160,450,0,0,0,False
262446.39,24596,68721,0,0,160,450,0,0,0,False
262446.40,24597,68721,0,0,160,450,0,0,0,False
262446.41,24598,68721,0,0,160,450,0,0,0,False
262446.42,26740,68841,0,0,170,500,0,0,0,False
262446.43,26741,68841,0,0,170,500,0,0,0,False
262446.44,26742,68841,0,0,170,500,0,0,0,False
262446.45,26743,68841,0,0,170,500,0,0,0,False
262446.46,30382,69431,0,0,175,530,0,0,0,False
262446.47,33327,69568,0,0,180,550,0,0,0,False
262446.48,35851,69918,0,0,190,600,0,0,0,False
262446.49,35852,69957,0,0,195,600,0,0,0,False
262446.50,36160,69957,0,0,195,600,0,0,0,False
262446.51,36161,69957,0,0,195,600,0,0,0,False
262449.0,2907,0,0,7,100,0,0,0,0,False
262449.1,2909,0,0,56,100,0,0,0,0,False
262449.2,2910,0,0,304,100,0,0,0,0,False
262449.3,2908,0,0,318,100,0,0,0,0,False
262449.4,6110,0,0,860,100,0,0,0,0,False
262449.5,6111,0,0,807,100,0,0,0,0,False
262449.6,2994,0,0,810,100,0,0,0,0,False
262449.7,4274,0,0,557,100,0,0,0,0,False
262449.8,4276,0,0,561,100,0,0,0,0,False
262449.9,4275,0,0,565,100,0,0,0,0,False
262449.10,6116,0,0,545,100,0,0,0,0,False
262449.11,6117,0,0,549,100,0,0,0,0,False
262449.12,6118,0,0,553,100,0,0,0,0,False
262449.13,4517,0,0,569,100,0,0,0,0,False
262449.14,4519,0,0,573,100,0,0,0,0,False
262449.15,4518,0,0,577,100,0,0,0,0,False
262449.16,6127,0,0,697,100,0,0,0,0,False
262449.17,6128,0,0,700,100,0,0,0,0,False
262449.18,6129,0,0,703,100,0,0,0,0,False
262449.19,6130,0,0,706,100,0,0,0,0,False
262449.20,6131,0,0,709,100,0,0,0,0,False
262449.21,6132,0,0,712,100,0,0,0,0,False
262449.22,6133,0,0,715,100,0,0,0,0,False
262449.23,6134,0,0,718,100,0,0,0,0,False
262449.24,6135,0,0,721,100,0,0,0,0,False
262449.25,6136,0,0,724,100,0,0,0,0,False
262449.26,6137,0,0,727,100,0,0,0,0,False
262449.27,6119,0,0,728,100,0,0,0,0,False
262449.28,6120,0,0,729,100,0,0,0,0,False
262449.29,6121,0,0,730,100,0,0,0,0,False
262449.30,6122,0,0,731,100,0,0,0,0,False
262449.31,6123,0,0,732,100,0,0,0,0,False
262449.32,6124,0,0,733,100,0,0,0,0,False
262449.33,6125,0,0,734,100,0,0,0,0,False
262449.34,6126,0,0,735,100,0,0,0,0,False
262449.35,9381,0,0,1051,100,0,0,0,0,False
262450.0,2222,0,0,533,100,0,0,0,0,False
262450.1,2221,0,0,537,100,0,0,0,0,False
262450.2,2223,0,0,541,100,0,0,0,0,False
262450.3,2326,0,0,142,100,0,0,0,0,False
262450.4,2353,0,0,148,100,0,0,0,0,False
262450.5,2378,0,0,154,100,0,0,0,0,False
262450.6,2403,0,0,160,100,0,0,0,0,False
262450.7,2428,0,0,166,100,0,0,0,0,False
262450.8,2454,0,0,172,100,0,0,0,0,False
262450.9,2479,0,0,178,100,0,0,0,0,False
262450.10,2505,0,0,184,100,0,0,0,0,False
262450.11,2531,0,0,203,100,0,0,0,0,False
262450.12,2557,0,0,240,100,0,0,0,0,False
262450.13,2583,0,0,277,100,0,0,0,0,False
262450.14,8717,0,0,1034,100,0,0,0,0,False
262450.15,9317,0,0,1035,100,0,0,0,0,False
262450.16,10065,0,0,1090,100,0,0,0,0,False
262450.17,6109,0,0,1190,100,0,0,0,0,False
262450.18,12513,0,0,1366,100,0,0,0,0,False
262450.19,12517,0,0,1367,100,0,0,0,0,False
262450.20,12515,0,0,1368,100,0,0,0,0,False
262450.21,12516,0,0,1369,100,0,0,0,0,False
262450.22,12514,0,0,1370,100,0,0,0,0,False
262450.23,14838,0,0,1474,100,0,0,0,0,False
262450.24,15451,0,0,1603,100,0,0,0,0,False
262450.25,16958,0,0,1721,100,0,0,0,0,False
262450.26,16959,0,0,1722,100,0,0,0,0,False
262450.27,16960,0,0,1723,100,0,0,0,0,False
262450.28,16961,0,0,1724,100,0,0,0,0,False
262450.29,16962,0,0,1725,100,0,0,0,0,False
262450.30,16963,0,0,1726,100,0,0,0,0,False
262450.31,16964,0,0,1727,100,0,0,0,0,False
262450.32,16965,0,0,1728,100,0,0,0,0,False
262450.33,16966,0,0,1729,100,0,0,0,0,False
262450.34,16967,0,0,1730,100,0,0,0,0,False
262450.35,16968,0,0,1731,100,0,0,0,0,False
262450.36,20677,0,0,1834,100,0,0,0,0,False
262450.37,22354,0,0,2008,100,420,0,0,0,False
262450.38,22353,0,0,2009,100,420,0,0,0,False
262450.39,22356,0,0,2010,100,420,0,0,0,False
262450.40,22355,0,0,2011,100,420,0,0,0,False
262450.41,24821,0,0,2166,100,450,0,0,0,False
262450.42,24822,0,0,2167,100,450,0,0,0,False
262450.43,24823,0,0,2168,100,450,0,0,0,False
262450.44,24824,0,0,2169,100,450,0,0,0,False
262450.45,24825,0,0,2170,100,450,0,0,0,False
262450.46,24826,0,0,2171,100,450,0,0,0,False
262450.47,24827,0,0,2172,100,450,0,0,0,False
262450.48,24828,0,0,2173,100,450,0,0,0,False
262450.49,24829,0,0,2174,100,450,0,0,0,False
262450.50,24830,0,0,2175,100,450,0,0,0,False
262450.51,24831,0,0,2176,100,450,0,0,0,False
262450.52,30047,0,0,2538,100,520,0,0,0,False
262450.53,31393,0,0,2690,100,530,0,0,0,False
262450.54,35858,0,0,2925,100,600,0,0,0,False
262451.0,4551,0,0,0,100,0,0,0,0,False
262452.0,4551,0,0,0,100,0,0,0,0,False
262453.0,4551,0,0,0,100,0,0,0,0,False
262454.0,4551,0,0,0,100,0,0,0,0,False
262455.0,4551,0,0,0,100,0,0,0,0,False
262456.0,4551,0,0,0,100,0,0,0,0,False
262457.0,4551,0,0,0,100,0,0,0,0,False
262458.0,4551,0,0,0,100,0,0,0,0,False
262459.0,7786,0,0,0,100,0,0,0,0,False
262459.1,7787,0,0,0,100,0,0,0,0,False
262459.2,7788,0,0,0,100,0,0,0,0,False
262459.3,7789,0,0,0,100,0,0,0,0,False
262459.4,7790,0,0,0,100,0,0,0,0,False
262459.5,7791,0,0,0,100,0,0,0,0,False
262459.6,7792,0,0,0,100,0,0,0,0,False
262459.7,7671,0,0,0,100,0,0,0,0,False
262459.8,7621,0,0,0,100,0,0,0,0,False
262459.9,9292,0,0,0,100,0,0,0,0,False
262459.10,9293,0,0,0,100,0,0,0,0,False
262459.11,9294,0,0,0,100,0,0,0,0,False
262459.12,9295,0,0,0,100,0,0,0,0,False
262459.13,10032,0,0,0,100,0,0,0,0,False
262459.14,10033,0,0,0,100,0,0,0,0,False
262459.15,10034,0,0,0,100,0,0,0,0,False
262459.16,10035,0,0,0,100,0,0,0,0,False
262459.17,10036,0,0,0,100,0,0,0,0,False
262459.18,13775,0,0,0,100,0,0,0,0,False
262460.0,2659,0,0,0,100,0,0,0,0,False
262460.1,2671,0,0,0,100,0,0,0,0,False
262460.2,2707,0,0,0,100,0,0,0,0,False
262460.3,2751,0,0,0,100,0,0,0,0,False
262460.4,2809,0,0,0,100,0,0,0,0,False
262460.5,4404,0,0,0,100,0,0,0,0,False
262460.6,4405,0,0,0,100,0,0,0,0,False
262460.7,4406,0,0,0,100,0,0,0,0,False
262460.8,4407,0,0,0,100,0,0,0,0,False
262460.9,4408,0,0,0,100,0,0,0,0,False
262461.0,5380,0,0,0,100,0,0,0,0,False
262461.1,5361,0,0,0,100,0,0,0,0,False
262461.2,5396,0,0,0,100,0,0,0,0,False
262461.3,5383,0,0,0,100,0,0,0,0,False
262461.4,5364,0,0,0,100,0,0,0,0,False
262461.5,5402,0,0,0,100,0,0,0,0,False
262461.6,5062,0,0,0,100,0,0,0,0,False
262461.7,5056,0,0,0,100,0,0,0,0,False
262461.8,5091,0,0,0,100,0,0,0,0,False
262461.9,5071,0,0,0,100,0,0,0,0,False
262461.10,5063,0,0,0,100,0,0,0,0,False
262461.11,5092,0,0,0,100,0,0,0,0,False
262461.12,5107,0,0,0,100,0,0,0,0,False
262461.13,5106,0,0,0,100,0,0,0,0,False
262461.14,5111,0,0,0,100,0,0,0,0,False
262461.15,5110,0,0,0,100,0,0,0,0,False
262461.16,5228,0,0,0,100,0,0,0,0,False
262461.17,5258,0,0,0,100,0,0,0,0,False
262461.18,5124,0,0,0,100,0,0,0,0,False
262461.19,5268,0,0,0,100,0,0,0,0,False
262461.20,5269,0,0,0,100,0,0,0,0,False
262461.21,5128,0,0,0,100,0,0,0,0,False
262461.22,5131,0,0,0,100,0,0,0,0,False
262461.23,5129,0,0,0,100,0,0,0,0,False
262461.24,5132,0,0,0,100,0,0,0,0,False
262461.25,5130,0,0,0,100,0,0,0,0,False
262461.26,5133,0,0,0,100,0,0,0,0,False
262461.27,5197,0,0,0,100,0,0,0,0,False
262461.28,5433,0,0,0,100,0,0,0,0,False
262461.29,5432,0,0,0,100,0,0,0,0,False
262461.30,5434,0,0,0,100,0,0,0,0,False
262461.31,5442,0,0,0,100,0,0,0,0,False
262461.32,5291,0,0,0,100,0,0,0,0,False
262461.33,5275,0,0,0,100,0,0,0,0,False
262461.34,5292,0,0,0,100,0,0,0,0,False
262461.35,5276,0,0,0,100,0,0,0,0,False
262461.36,5318,0,0,0,100,0,0,0,0,False
262461.37,5319,0,0,0,100,0,0,0,0,False
262462.0,5341,0,0,0,100,0,0,0,0,False
262462.1,5333,0,0,0,100,0,0,0,0,False
262462.2,5324,0,0,0,100,0,0,0,0,False
262462.3,5342,0,0,0,100,0,0,0,0,False
262462.4,5343,0,0,0,100,0,0,0,0,False
262462.5,5334,0,0,0,100,0,0,0,0,False
262462.6,5325,0,0,0,100,0,0,0,0,False
262462.7,5351,0,0,0,100,0,0,0,0,False
262462.8,5352,0,0,0,100,0,0,0,0,False
262462.9,5470,0,0,0,100,0,0,0,0,False
262462.10,5482,0,0,0,100,0,0,0,0,False
262462.11,5483,0,0,0,100,0,0,0,0,False
262462.12,5503,0,0,0,100,0,0,0,0,False
262462.13,5498,0,0,0,100,0,0,0,0,False
262462.14,5518,0,0,0,100,0,0,0,0,False
262462.15,5487,0,0,0,100,0,0,0,0,False
262462.16,5519,0,0,0,100,0,0,0,0,False
262462.17,5509,0,0,0,100,0,0,0,0,False
262462.18,5510,0,0,0,100,0,0,0,0,False
262462.19,5516,0,0,0,100,0,0,0,0,False
262462.20,5515,0,0,0,100,0,0,0,0,False
262462.21,5492,0,0,0,100,0,0,0,0,False
262462.22,5560,0,0,0,100,0,0,0,0,False
262462.23,5538,0,0,0,100,0,0,0,0,False
262462.24,5534,0,0,0,100,0,0,0,0,False
262462.25,5540,0,0,0,100,0,0,0,0,False
262462.26,5512,0,0,0,100,0,0,0,0,False
262462.27,5551,0,0,0,100,0,0,0,0,False
262463.0,7128,0,0,0,100,0,0,0,0,False
262463.1,7129,0,0,0,100,0,0,0,0,False
262463.2,7130,0,0,0,100,0,0,0,0,False
262463.3,5728,0,0,0,100,0,0,0,0,False
262463.4,5762,0,0,0,100,0,0,0,0,False
262463.5,5769,0,0,0,100,0,0,0,0,False
262463.6,5771,0,0,0,100,0,0,0,0,False
262463.7,5774,0,0,0,100,0,0,0,0,False
262463.8,5730,0,0,0,100,0,0,0,0,False
262463.9,5731,0,0,0,100,0,0,0,0,False
262463.10,5806,0,0,0,100,0,0,0,0,False
262463.11,5746,0,0,0,100,0,0,0,0,False
262463.12,5752,0,0,0,100,0,0,0,0,False
262463.13,5756,0,0,0,100,0,0,0,0,False
262463.14,5760,0,0,0,100,0,0,0,0,False
262463.15,5788,0,0,0,100,0,0,0,0,False
262463.16,5789,0,0,0,100,0,0,0,0,False
262463.17,5794,0,0,0,100,0,0,0,0,False
262463.18,5735,0,0,0,100,0,0,0,0,False
262463.19,5742,0,0,0,100,0,0,0,0,False
262463.20,5743,0,0,0,100,0,0,0,0,False
262463.21,5764,0,0,0,100,0,0,0,0,False
262463.22,5768,0,0,0,100,0,0,0,0,False
262463.23,5776,0,0,0,100,0,0,0,0,False
262463.24,5783,0,0,0,100,0,0,0,0,False
262463.25,5732,0,0,0,100,0,0,0,0,False
262463.26,5733,0,0,0,100,0,0,0,0,False
262463.27,5809,0,0,0,100,0,0,0,0,False
262463.28,5745,0,0,0,100,0,0,0,0,False
262463.29,5747,0,0,0,100,0,0,0,0,False
262463.30,5748,0,0,0,100,0,0,0,0,False
262463.31,5757,0,0,0,100,0,0,0,0,False
262463.32,5796,0,0,0,100,0,0,0,0,False
262463.33,5802,0,0,0,100,0,0,0,0,False
262463.34,5737,0,0,0,100,0,0,0,0,False
262463.35,5739,0,0,0,100,0,0,0,0,False
262463.36,8168,0,0,0,100,0,0,0,0,False
262464.0,7153,0,0,0,100,0,0,0,0,False
262464.1,7154,0,0,0,100,0,0,0,0,False
262464.2,7156,0,0,0,100,0,0,0,0,False
262464.3,13055,0,0,0,100,0,0,0,0,False
262464.4,16704,0,0,0,100,0,0,0,0,False
262464.5,16969,0,0,0,100,0,0,0,0,False
262464.6,16970,0,0,0,100,0,0,0,0,False
262464.7,16971,0,0,0,100,0,0,0,0,False
262464.8,8837,0,0,0,100,0,0,0,0,False
262464.9,21199,0,0,0,100,0,0,0,0,False
262464.10,21200,0,0,0,100,0,0,0,0,False
262464.11,21201,0,0,0,100,0,0,0,0,False
262464.12,21854,0,0,0,100,420,0,0,0,False
262464.13,21855,0,0,0,100,420,0,0,0,False
262464.14,21856,0,0,0,100,420,0,0,0,False
262464.15,21857,0,0,0,100,420,0,0,0,False
262464.16,21858,0,0,0,100,420,0,0,0,False
262464.17,23230,0,0,0,100,430,0,0,0,False
262466.0,4551,0,0,0,100,0,0,0,0,False
262468.0,5890,0,0,0,100,0,0,0,0,False
262468.1,5891,0,0,0,100,0,0,0,0,False
262468.2,5892,0,0,0,100,0,0,0,0,False
262468.3,2967,0,0,0,100,0,0,0,0,False
262468.4,3280,0,0,0,100,0,0,0,0,False
262468.5,2968,0,0,0,100,0,0,0,0,False
262468.6,3281,0,0,0,100,0,0,0,0,False
262468.7,2969,0,0,0,100,0,0,0,0,False
262468.8,3282,0,0,0,100,0,0,0,0,False
262468.9,3748,0,0,0,100,0,0,0,0,False
262468.10,2973,0,0,0,100,0,0,0,0,False
262468.11,3286,0,0,0,100,0,0,0,0,False
262468.12,2974,0,0,0,100,0,0,0,0,False
262468.13,3287,0,0,0,100,0,0,0,0,False
262468.14,2975,0,0,0,100,0,0,0,0,False
262468.15,3288,0,0,0,100,0,0,0,0,False
262468.16,2976,0,0,0,100,0,0,0,0,False
262468.17,3289,0,0,0,100,0,0,0,0,False
262468.18,2977,0,0,0,100,0,0,0,0,False
262468.19,3290,0,0,0,100,0,0,0,0,False
262468.20,6094,0,0,0,100,0,0,0,0,False
262468.21,6095,0,0,0,100,0,0,0,0,False
262468.22,6096,0,0,0,100,0,0,0,0,False
262468.23,6097,0,0,0,100,0,0,0,0,False
262468.24,8017,0,0,0,100,0,0,0,0,False
262468.25,8003,0,0,0,100,0,0,0,0,False
262468.26,7991,0,0,0,100,0,0,0,0,False
262468.27,7990,0,0,0,100,0,0,0,0,False
262469.0,5890,0,0,0,100,0,0,0,0,False
262469.1,5891,0,0,0,100,0,0,0,0,False
262469.2,5892,0,0,0,100,0,0,0,0,False
262469.3,2970,0,0,0,100,0,0,0,0,False
262469.4,3283,0,0,0,100,0,0,0,0,False
262469.5,2971,0,0,0,100,0,0,0,0,False
262469.6,3284,0,0,0,100,0,0,0,0,False
262469.7,2972,0,0,0,100,0,0,0,0,False
262469.8,3285,0,0,0,100,0,0,0,0,False
262469.9,3749,0,0,0,100,0,0,0,0,False
262469.10,2978,0,0,0,100,0,0,0,0,False
262469.11,3291,0,0,0,100,0,0,0,0,False
262469.12,2979,0,0,0,100,0,0,0,0,False
262469.13,3292,0,0,0,100,0,0,0,0,False
262469.14,2980,0,0,0,100,0,0,0,0,False
262469.15,3293,0,0,0,100,0,0,0,0,False
262469.16,2981,0,0,0,100,0,0,0,0,False
262469.17,3294,0,0,0,100,0,0,0,0,False
262469.18,2982,0,0,0,100,0,0,0,0,False
262469.19,3295,0,0,0,100,0,0,0,0,False
262469.20,6098,0,0,0,100,0,0,0,0,False
262469.21,6099,0,0,0,100,0,0,0,0,False
262469.22,6100,0,0,0,100,0,0,0,0,False
262469.23,6101,0,0,0,100,0,0,0,0,False
262469.24,8017,0,0,0,100,0,0,0,0,False
262469.25,8003,0,0,0,100,0,0,0,0,False
262469.26,7991,0,0,0,100,0,0,0,0,False
262469.27,7990,0,0,0,100,0,0,0,0,False
262470.0,8214,0,0,0,100,0,0,0,0,False
262470.1,8215,0,0,0,100,0,0,0,0,False
262470.2,8203,0,0,0,100,0,0,0,0,False
262470.3,8204,0,0,0,100,0,0,0,0,False
262471.0,5594,0,0,0,100,0,0,0,0,False
262471.1,5595,0,0,0,100,0,0,0,0,False
262471.2,5596,0,0,0,100,0,0,0,0,False
262471.3,5597,0,0,0,100,0,0,0,0,False
262471.4,5598,0,0,0,100,0,0,0,0,False
262471.5,10386,0,0,0,100,0,0,0,0,False
262471.6,17837,0,0,0,100,0,0,0,0,False
262471.7,33916,0,0,0,100,600,0,0,0,False
262472.0,4828,0,0,0,100,0,0,0,0,False
262472.1,4829,0,0,0,100,0,0,0,0,False
