#,Text,NpcName,Image
81,"Qui est partant pour faire un brin de ménage avec Lizbeth, votre charmante responsable du Kupo de la fortune ?

Enfin, le ménage ne concerne que la première partie, alors il vous faudra plus qu'un balai !

【Partie 1 : nettoyage】
Nettoyage des restes de débris

【Partie 2 : pavement】
Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : restauration (emplacement à restaurer)

Une fois cet ouvrage terminé, l'intégralité du pavage d'Azurée sera restaurée ! Comme quoi, on avance !

Lizbeth",,70350
82,"Les travaux battent leur plein dans la partie est du Nouveau Refrain. Nous allons maintenant y construire des maisons pour ses futurs habitants ! Veuillez trouver ci-dessous la marche à suivre.

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Si vos outils s'abîment, n'hésitez pas à passer me voir ! Je me ferai une joie de les réparer !

Eilonwy, responsable de la réparation des équipements",,70351
83,"Un grand merci à toutes et tous pour vos dons ! Nous pouvons dès à présent terminer les travaux de la partie est du Nouveau Refrain et satisfaire les besoins en logements d'Azurée !

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

J'ai hâte de voir le fruit de votre dur labeur !

Potkin",,70352
84,"C'est un nouvel ouvrage collectif qui s'achève : les habitations du Nouveau Refrain ! Nous entamerons sous peu la con­struc­tion des Bains floconneux, un éta­blis­se­ment thermal qui profitera à chacun d'entre nous une fois les travaux terminés. Comme toujours, je compte sur vous !

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70355
85,"Nous avons besoin de bras afin de bâtir des bains bouillonnants qui contrasteront avec le climat arctique d'Ishgard ! Voici comment chaque participant peut se rendre utile !

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

Ces bains seront ouverts aux hommes et aux femmes de tout âge, alors venez faire trempette une fois les travaux terminés !

Enie",,70356
86,"Certains pensaient que les travaux étaient terminés. Eh bien non ! Nous allons élever un monument en l'honneur de toutes celles et ceux qui ont contribué à la recon­struc­tion d'Azurée ! C'est à L'Abaque que ça se passe et voilà comment nous allons procéder !

Étape 1 : obtention d'un matériau (pile de matériaux)
Étape 2 : transformation du matériau (poste de travail)
Étape 3 : pose du matériau (poste d'assemblage)

La route a été longue ! Merci à tous et à toutes pour votre soutien indéfectible !

Augebert, contremaître du chantier d'Azurée",,70357
87,"J'ai l'insigne honneur de déclarer Azurée reconstruit !

En ce jour à marquer d'une pierre blanche, mes pensées se tournent vers celles et ceux à qui nous devons ce miracle. Un monument leur a été dédié, mais je tiens personnellement à leur offrir mes plus sincères re­mer­cie­ments.
Vos mains nous ont offert le ciel ! Merci infiniment !

PS : Nous acceptons toujours vos donations, et nous continuerons de vous récompenser pour celles-ci.

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70358
88,La Grande Célébration d'Azurée bat son plein !,Francel,0
89,"Grâce aux artisans et récolteurs de tous horizons qui ont apporté leur con­tri­bu­tion à notre projet, la recon­struc­tion d'Azurée est enfin achevée.

Pour fêter cet événement d'importance et souhaiter la bienvenue à tous les futurs visiteurs de notre nouveau quartier, nous organisons ac­tu­el­le­ment la “Grande Célébration d'Azurée” !

À cette occasion, nous vous invitons à participer à des “festes”, des activités ludiques qui se tiennent ré­gu­liè­re­ment et ne manqueront pas de vous divertir. Et bien sûr, il y a des récompenses à la clef !

Je vous souhaite à tous de passer un agréable moment.

Francel de Haillenarte, superviseur général du projet de recon­struc­tion",,70359
90,"Les festes sont des activités ludiques de grande envergure organisées à intervalles réguliers durant la Grande Célébration d'Azurée.

Elles se déroulent par séries de cinq en divers endroits à travers le quartier et offrent des récompenses à celles et ceux qui y prennent part.

Nous espérons que vous prendrez plaisir à y participer, et n'oubliez pas, l'essentiel est de s'amuser !",,0
