#,Unknown0,Unknown1,Unknown2,Unknown3,Unknown4,Unknown5,Unknown6,Unknown7,Unknown8,Unknown9,Unknown10,Unknown11,Unknown12,Unknown13,Unknown14,Unknown15,Unknown16,Unknown17,Unknown18,Unknown19,Unknown20,Unknown21,Unknown22,Unknown23
67114.5,58,58,58,0,0,0,0,0,4,5,6,255,255,255,255,255,2,2,2,0,0,0,0,0
67114.6,58,58,58,0,0,0,0,0,7,8,9,255,255,255,255,255,2,2,2,0,0,0,0,0
67114.7,58,58,58,0,0,0,0,0,10,11,12,255,255,255,255,255,2,2,2,0,0,0,0,0
67114.8,58,58,0,0,0,0,0,0,13,14,255,255,255,255,255,255,2,2,0,0,0,0,0,0
67114.9,58,0,0,0,0,0,0,0,15,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67129.1,30,30,30,0,0,0,0,0,0,1,2,255,255,255,255,255,2,2,2,0,0,0,0,0
67180.1,22,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67180.2,22,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67182.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67210.4,21,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67224.1,13,13,0,0,0,0,0,0,0,1,255,255,255,255,255,255,2,2,0,0,0,0,0,0
67251.6,31,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67353.1,35,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67450.1,11,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67450.2,11,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67534.1,10611,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67535.2,10636,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67536.255,12583,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67537.3,10609,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67539.255,11966,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67540.255,10881,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67541.255,12596,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67542.4,13001,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67544.255,12528,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67545.2,10588,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67546.3,11877,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67547.1,10591,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67566.5,34,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67575.255,10756,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67576.255,10721,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67577.3,58,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67577.255,10667,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67578.4,10682,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67580.255,12842,12846,0,0,0,0,0,0,4,4,255,255,255,255,255,255,1,1,0,0,0,0,0,0
67581.255,12849,12862,12855,0,0,0,0,0,4,4,4,255,255,255,255,255,1,1,1,0,0,0,0,0
67582.255,12858,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67583.3,12854,12860,12847,0,0,0,0,0,2,2,2,255,255,255,255,255,1,1,1,0,0,0,0,0
67602.3,12601,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67603.2,12615,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67604.255,12622,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67605.6,10651,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67607.255,11068,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67608.4,12521,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67609.3,12644,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67610.1,12108,12109,0,0,0,0,0,0,0,0,255,255,255,255,255,255,1,1,0,0,0,0,0,0
67610.2,12109,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67610.3,12108,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67612.255,12007,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67613.3,10875,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67614.255,12024,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67615.3,12999,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67702.4,11,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67705.3,11,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67705.6,11,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67706.1,120,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67733.2,120,120,120,120,0,0,0,0,1,2,3,4,255,255,255,255,2,2,2,2,0,0,0,0
67734.2,120,120,120,0,0,0,0,0,1,2,3,255,255,255,255,255,2,2,2,0,0,0,0,0
67735.4,120,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67807.3,3,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
67807.4,3,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
67807.5,3,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
67816.3,3,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
67816.4,3,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
67816.5,3,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
67826.2,15725,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67827.255,15726,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67828.255,15727,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67829.4,15728,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67830.255,15729,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67832.2,15730,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67834.2,15731,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67835.2,15732,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67836.2,15733,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67837.2,15734,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67839.2,15735,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67840.3,15736,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67841.5,15737,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67843.2,15738,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67846.3,15739,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67847.4,15740,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67849.4,15741,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67850.3,15742,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67852.3,15743,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67853.2,15744,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67854.3,30,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67854.4,111,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67854.6,15745,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67856.4,15720,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67858.6,15721,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67860.255,15722,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67861.255,15723,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67862.255,15724,0,0,0,0,0,0,0,9,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67897.2,35,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67897.3,34,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67898.255,35,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67904.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
67918.6,34,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67954.3,35,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67956.1,146,146,146,0,0,0,0,0,0,0,0,255,255,255,255,255,2,2,2,0,0,0,0,0
67956.2,146,146,146,0,0,0,0,0,1,1,1,255,255,255,255,255,2,2,2,0,0,0,0,0
67956.3,146,146,146,0,0,0,0,0,2,2,2,255,255,255,255,255,2,2,2,0,0,0,0,0
67959.2,35,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
67968.255,17918,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67969.255,17920,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67970.4,17922,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67971.6,17924,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67973.3,17926,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67974.255,17928,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67975.5,17930,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67976.5,17932,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67978.5,17878,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67979.4,17880,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67980.5,17882,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
67981.5,17884,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68032.5,59,59,0,0,0,0,0,0,6,7,255,255,255,255,255,255,2,2,0,0,0,0,0,0
68047.2,22,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68052.3,122,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68131.4,17894,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68132.255,17896,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68133.255,17898,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68134.3,17900,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68136.255,17902,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68137.255,17904,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68138.255,17906,0,0,0,0,0,0,0,7,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68139.3,17908,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68141.3,17934,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68142.5,17936,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68143.5,17938,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68144.255,17940,0,0,0,0,0,0,0,9,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68146.255,17910,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68147.255,17912,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68150.4,17914,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68151.255,17916,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68152.255,17886,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68153.3,17888,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68154.4,17890,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68155.4,17892,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68193.3,8,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68203.1,2,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68203.2,2,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68208.2,3,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68222.2,121,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68234.2,17,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68234.4,17,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68254.1,8,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68254.2,6,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68254.3,58,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68254.4,29,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68254.5,23,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68255.4,35,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68264.5,7,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68272.2,34,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68273.3,30,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68280.2,10,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68282.3,22,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68297.3,23,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68316.1,58,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68329.3,10,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68367.1,29,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68367.2,29,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68367.3,29,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68367.4,58,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68377.1,12,12,0,0,0,0,0,0,0,0,255,255,255,255,255,255,2,2,0,0,0,0,0,0
68395.2,3,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68399.3,12,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68411.2,10,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68440.5,111,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68454.9,140,0,0,0,0,0,0,0,8,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68517.3,58,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68588.1,35,35,34,34,0,0,0,0,0,0,1,1,255,255,255,255,2,2,2,2,0,0,0,0
68602.3,3,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68626.6,35,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68626.7,9,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68633.255,25,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68634.255,26,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68635.4,27,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68636.5,28,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68637.255,29,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68639.2,5,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68641.255,6,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68642.255,7,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68643.255,8,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68644.2,30,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68645.2,9,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68646.2,10,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68647.255,11,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68648.2,12,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68649.2,13,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68650.2,14,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68652.255,15,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68653.255,16,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68655.2,17,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68656.255,18,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68658.2,19,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68659.255,20,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68661.2,21,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68662.2,22,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68664.2,23,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68665.2,24,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68666.2,31,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
68673.4,178,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68693.7,105,0,0,0,0,0,0,0,6,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68764.255,27237,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68765.2,27239,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68767.255,27245,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68768.2,27247,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68769.2,105,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68770.3,27253,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68771.2,27255,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,1,0,0,0,0,0,0,0
68824.5,11,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68853.3,105,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68853.4,105,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68853.5,105,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68861.3,19,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68862.2,3,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68862.3,3,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68862.4,3,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68872.3,3,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68884.1,121,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68884.255,166,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68892.4,35,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68902.255,12,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68906.2,3,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68936.2,3,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68967.5,4,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68969.1,22,22,0,0,0,0,0,0,0,0,255,255,255,255,255,255,2,2,0,0,0,0,0,0
68981.2,10,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
68984.2,12,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
68998.2,58,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69019.1,12,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69031.1,30,34,9,0,0,0,0,0,0,1,2,255,255,255,255,255,2,2,2,0,0,0,0,0
69042.2,3,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69063.2,34,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69073.3,35,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69090.2,6,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69094.255,34,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69102.2,41,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69109.1,3,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69116.2,8,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69116.4,20,0,0,0,0,0,0,0,3,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69144.3,28,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69175.3,4,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69186.3,30,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69193.2,3,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,4,0,0,0,0,0,0,0
69253.6,12,0,0,0,0,0,0,0,5,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69325.2,34,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,2,0,0,0,0,0,0,0
69330.255,32,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69331.2,33,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69332.3,34,0,0,0,0,0,0,0,2,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69333.2,35,0,0,0,0,0,0,0,1,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69334.5,36,0,0,0,0,0,0,0,4,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69342.255,37,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69343.255,38,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69344.255,39,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69345.255,40,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69347.255,41,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69348.255,42,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69350.255,43,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
69351.255,44,0,0,0,0,0,0,0,0,255,255,255,255,255,255,255,3,0,0,0,0,0,0,0
