#,Objective,Unknown0,Unknown1,Unknown2,EObj,Unknown3,Unknown4,Type,Unknown5,Range,Unknown6
79,Attirer des païssas grégaires avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des païssas grégaires puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,8,0,-1
80,Attirer des demoiselles rubis avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des demoiselles rubis puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,8,0,-1
81,Attirer des sankchinnis intemporels avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des sankchinnis intemporels puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,8,0,-1
82,Attirer des guêpes fouisseuses avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Vous pouvez désormais vous concentrer sur les cibles suivantes. Activez le piège olfactif à l'endroit indiqué pour attirer des guêpes fouisseuses puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,6,0,-1
83,Attirer des fourmis tueuses avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Vous pouvez désormais vous concentrer sur les cibles suivantes. Activez le piège olfactif à l'endroit indiqué pour attirer des fourmis tueuses puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,5,0,-1
84,Attirer des hakulaqs tachetés avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Vous pouvez désormais vous concentrer sur les cibles suivantes. Activez le piège olfactif à l'endroit indiqué pour attirer des hakulaqs tachetés puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,5,0,-1
85,Attirer des nix du firmament avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Vous pouvez désormais vous concentrer sur les cibles suivantes. Activez le piège olfactif à l'endroit indiqué pour attirer des nix du firmament puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,5,0,-1
86,Attirer des tricératops avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Vous pouvez désormais vous concentrer sur les cibles suivantes. Activez le piège olfactif à l'endroit indiqué pour attirer des tricératops puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,5,0,-1
87,Attirer des bébés brachiosaures avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Vous pouvez désormais vous concentrer sur les cibles suivantes. Activez le piège olfactif à l'endroit indiqué pour attirer des bébés brachiosaures puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,2,0,-1
88,Attirer des lunantishees avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Vous pouvez désormais vous concentrer sur les cibles suivantes. Activez le piège olfactif à l'endroit indiqué pour attirer des lunantishees puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,5,0,-1
89,Attirer des zeuglodons avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Vous pouvez désormais vous concentrer sur les cibles suivantes. Activez le piège olfactif à l'endroit indiqué pour attirer des zeuglodons puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,5,0,-1
90,Abattre un sanuwa d'Orient,Ici le centre de commande de la maison Haillenarte. On nous signale l'arrivée d'un monstre redoutable dans votre secteur.,Nous ne pouvons le laisser mettre la mission en péril. Changez de cible et éliminez-le im­mé­dia­te­ment.,,0,0,0,7,1,0,-1
91,Abattre une celphie,Ici le centre de commande de la maison Haillenarte. On nous signale l'arrivée d'un monstre redoutable dans votre secteur.,Nous ne pouvons le laisser mettre la mission en péril. Changez de cible et éliminez-le im­mé­dia­te­ment.,,0,0,0,7,1,0,-1
92,Attirer des diplocaulus avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Vos prochaines cibles seront les dernières. Activez le piège olfactif à l'endroit indiqué pour attirer des diplocaulus puis abattez-les.,"Attention, ces créatures sont par­ti­cu­liè­rement féroces. Leur élimination est prioritaire sur toute autre activité d'exploration.",0,0,0,8,3,0,-1
93,Abattre une mélia intemporelle,Ici le centre de commande de la maison Haillenarte. On nous signale l'arrivée d'un monstre redoutable dans votre secteur.,Nous ne pouvons le laisser mettre la mission en péril. Changez de cible et éliminez-le im­mé­dia­te­ment.,,0,0,0,7,1,0,-1
94,Abattre un ptéranodon,Ici le centre de commande de la maison Haillenarte. On nous signale l'arrivée d'un monstre redoutable dans votre secteur.,Nous ne pouvons le laisser mettre la mission en péril. Changez de cible et éliminez-le im­mé­dia­te­ment.,,0,0,0,7,1,0,-1
95,Attirer des marids du Diadème avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Position de votre aéronef confirmée sur nos radars. Bienvenue dans l'archipel du Diadème !,Nous voulons que vous éliminiez les créatures qui mettent en danger nos équipes d'exploration. Activez le piège olfactif à l'endroit indiqué pour attirer des marids du Diadème puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,6,0,-1
96,Attirer des cœlophysis avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Première partie de la mission d'exploration terminée.,Vous pouvez désormais vous concentrer sur les cibles suivantes. Activez le piège olfactif à l'endroit indiqué pour attirer des cœlophysis puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,6,0,-1
97,Attirer des cœlophysis avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Vos prochaines cibles seront les dernières. Activez le piège olfactif à l'endroit indiqué pour attirer des celphies puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,6,0,-1
98,Attirer des acarus intemporels avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Vos prochaines cibles seront les dernières. Activez le piège olfactif à l'endroit indiqué pour attirer des celphies puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,6,0,-1
99,Attirer des guêpes fouisseuses avec un piège olfactif puis les vaincre,Ici le centre de commande de la maison Haillenarte. Seconde partie de la mission d'exploration terminée.,Vos prochaines cibles seront les dernières. Activez le piège olfactif à l'endroit indiqué pour attirer des celphies puis abattez-les.,"Toute autre découverte sur l'archipel pouvant se révéler utile, nous vous invitons également à explorer les environs durant votre mission pour obtenir une meilleure évaluation.",0,0,0,4,6,0,-1
100,,,,,0,0,0,0,0,0,-1
